sentence,labels
the officer next to the guards next to the assistants,0
the officer that the chef loves and the executive likes,0
the consultant near the chefs near the taxi drivers,0
the poems that the chefs like and the assistants like,1
the games by the architects in front of the executives,1
the senators across from the guards in front of the taxi drivers,1
the author that the skaters love and the executives like,0
the movies that the dancers hate and the taxi drivers like,1
the poems that the guards like and the ministers admire,1
the songs that the chef loves and the minister hates,1
the pictures that the guard hates and the minister hates,1
the games that the architect admires and the taxi driver admires,1
the surgeon that the architects hate and the taxi drivers love,0
the songs by the architect next to the executive,1
the pilot that the dancers love and the taxi drivers admire,0
the authors that the architect admires and the executive loves,1
the senator behind the skater across from the executive,0
the paintings by the architects next to the ministers,1
the pilots behind the chefs next to the taxi drivers,1
the songs that the chef hates and the taxi driver likes,1
the show that the skater hates and the assistant loves,0
the painting that the guard admires and the executive hates,0
the surgeon that the guards like and the parents love,0
the songs that the skater likes and the minister hates,1
the author next to the dancer near the taxi driver,0
the author behind the guards in front of the assistants,0
the shows from the guards across from the ministers,1
the customer behind the guards to the side of the executives,0
the poems by the skaters across from the parents,1
the officer that the guard admires and the assistant loves,0
the game by the architects in front of the executives,0
the author in front of the chef across from the minister,0
the managers near the dancer in front of the assistant,1
the paintings from the architect to the side of the executive,1
the managers that the architect admires and the parent hates,1
the senators that the dancer admires and the executive loves,1
the senators to the side of the chefs next to the parents,1
the shows by the dancer next to the assistant,1
the songs by the dancers in front of the parents,1
the officers across from the architect near the parent,1
the pilots that the guards hate and the executives hate,1
the paintings that the chefs like and the taxi drivers hate,1
the author across from the skater near the parent,0
the novel that the skaters like and the assistants like,0
the consultants across from the guards next to the ministers,1
the novel from the guards next to the taxi drivers,0
the songs from the skater to the side of the assistant,1
the customer to the side of the dancer to the side of the parent,0
the movie by the guards to the side of the taxi drivers,0
the pictures that the guards admire and the ministers love,1
the games that the chefs admire and the assistants love,1
the song that the chef hates and the minister loves,0
the customers to the side of the skaters near the taxi drivers,1
the poems from the guard behind the assistant,1
the senator in front of the architect to the side of the minister,0
the book that the guard admires and the parent loves,0
the songs that the dancers love and the executives like,1
the senator that the guard hates and the executive admires,0
the consultant that the guards love and the assistants admire,0
the teachers next to the chef across from the executive,1
the officers that the architect admires and the parent admires,1
the shows from the chef behind the parent,1
the paintings that the dancer loves and the executive loves,1
the customer to the side of the chefs near the ministers,0
the pilots that the chefs admire and the assistants like,1
the officer that the dancer likes and the taxi driver hates,0
the poem that the dancer loves and the minister admires,0
the farmers behind the dancer across from the taxi driver,1
the games that the guards hate and the assistants admire,1
the farmer that the dancer likes and the taxi driver hates,0
the songs that the architects love and the assistants love,1
the officer in front of the chef behind the parent,0
the movies from the guards near the assistants,1
the movie that the architects hate and the taxi drivers admire,0
the consultants behind the guards across from the ministers,1
the books from the chef in front of the minister,1
the teacher that the dancer hates and the taxi driver likes,0
the senators near the guard in front of the parent,1
the songs by the skaters next to the taxi drivers,1
the senator to the side of the architect next to the executive,0
the picture that the chefs hate and the taxi drivers admire,0
the authors behind the dancer near the executive,1
the customer next to the architect in front of the minister,0
the pictures that the chefs admire and the executives admire,1
the managers near the guards across from the taxi drivers,1
the senator across from the skater next to the minister,0
the poem that the skater likes and the executive likes,0
the books that the skaters hate and the ministers love,1
the show by the dancer to the side of the assistant,0
the officers that the architect loves and the taxi driver admires,1
the teacher next to the chef behind the minister,0
the farmer to the side of the architect near the taxi driver,0
the customer to the side of the architect behind the executive,0
the surgeons across from the chef in front of the parent,1
the surgeons to the side of the skater across from the executive,1
the authors to the side of the skater near the executive,1
the pilot near the guards near the taxi drivers,0
the books that the architects love and the taxi drivers love,1
the poem from the dancers near the executives,0
the officer that the guard admires and the parent likes,0
the consultant that the chef loves and the parent loves,0
the shows that the skaters hate and the assistants like,1
the game from the skaters across from the executives,0
the officers near the dancers in front of the assistants,1
the picture that the skaters hate and the parents love,0
the songs that the guard loves and the minister loves,1
the surgeon that the guards hate and the taxi drivers hate,0
the pilot that the dancers admire and the assistants hate,0
the senators near the guards in front of the executives,1
the customers near the dancer in front of the assistant,1
the pilot next to the dancer to the side of the parent,0
the officers next to the skaters near the taxi drivers,1
the teachers across from the chefs near the taxi drivers,1
the books that the dancer loves and the taxi driver loves,1
the paintings that the guards hate and the executives like,1
the show that the skater hates and the assistant likes,0
the officers next to the chef in front of the parent,1
the manager in front of the architect near the executive,0
the teachers that the guards hate and the assistants hate,1
the movies that the skaters love and the assistants love,1
the teacher that the guard likes and the parent loves,0
the officer to the side of the chefs behind the executives,0
the farmer next to the chef behind the parent,0
the officer across from the architect near the parent,0
the show from the chef to the side of the taxi driver,0
the pilot that the guards admire and the ministers like,0
the author next to the dancer across from the assistant,0
the surgeon across from the dancer in front of the taxi driver,0
the shows that the guard loves and the assistant likes,1
the movies from the dancer near the assistant,1
the pilots that the skater hates and the executive hates,1
the consultants that the dancer admires and the taxi driver hates,1
the movies from the skater in front of the minister,1
the consultants that the dancers love and the ministers admire,1
the surgeons that the skaters love and the parents hate,1
the consultants that the architects hate and the assistants like,1
the pilots to the side of the guards across from the taxi drivers,1
the managers across from the chefs to the side of the taxi drivers,1
the game from the guards in front of the assistants,0
the officers in front of the chef next to the taxi driver,1
the novel by the dancer across from the minister,0
the senator that the skater loves and the minister hates,0
the farmer in front of the chefs to the side of the ministers,0
the consultant to the side of the architects next to the taxi drivers,0
the consultants that the guard likes and the minister hates,1
the senator next to the architect across from the taxi driver,0
the senator across from the guards behind the ministers,0
the farmers next to the dancers next to the taxi drivers,1
the movies that the architect likes and the minister hates,1
the managers behind the dancer across from the taxi driver,1
the senator that the architect likes and the assistant admires,0
the officer across from the architect to the side of the executive,0
the farmer that the dancers love and the parents like,0
the teacher across from the architect near the parent,0
the teachers to the side of the architects behind the assistants,1
the teacher behind the architects in front of the taxi drivers,0
the paintings by the architect across from the minister,1
the pilot near the guards in front of the executives,0
the consultant that the dancers admire and the parents admire,0
the pilot that the architects love and the taxi drivers hate,0
the picture from the chef to the side of the assistant,0
the author that the chefs admire and the taxi drivers admire,0
the books that the skater likes and the assistant hates,1
the teacher across from the skaters next to the parents,0
the manager in front of the skater in front of the minister,0
the show from the architects to the side of the taxi drivers,0
the books that the chef loves and the minister loves,1
the officers to the side of the architects across from the taxi drivers,1
the teachers to the side of the dancer across from the parent,1
the customers in front of the dancer across from the parent,1
the farmers that the dancers hate and the executives hate,1
the officers that the guards hate and the ministers love,1
the authors near the chefs next to the executives,1
the pilot to the side of the dancer across from the minister,0
the teacher to the side of the skater behind the parent,0
the teachers that the guard hates and the minister loves,1
the surgeons that the chefs like and the ministers admire,1
the farmers next to the guard near the assistant,1
the songs by the skaters next to the assistants,1
the officer that the dancer likes and the executive likes,0
the pilot near the chef to the side of the minister,0
the manager behind the skater in front of the taxi driver,0
the authors that the dancers like and the executives like,1
the poem that the chef admires and the parent hates,0
the game from the chef across from the executive,0
the farmers across from the skaters next to the taxi drivers,1
the manager near the dancers behind the taxi drivers,0
the officer across from the dancers to the side of the assistants,0
the teacher to the side of the dancers to the side of the parents,0
the novel that the architect admires and the parent hates,0
the consultant near the chef near the minister,0
the movie by the architect near the executive,0
the teacher to the side of the dancer near the assistant,0
the officer in front of the chefs near the ministers,0
the officer that the architect admires and the minister likes,0
the picture that the skater loves and the minister loves,0
the poem that the chef loves and the parent likes,0
the teacher across from the architect near the executive,0
the surgeon that the chefs hate and the assistants admire,0
the shows that the guard hates and the taxi driver loves,1
the officer next to the skater to the side of the assistant,0
the farmers that the architects hate and the taxi drivers like,1
the officer to the side of the guard near the parent,0
the pilots in front of the skaters to the side of the assistants,1
the officer that the chef likes and the assistant loves,0
the poem that the architect likes and the assistant hates,0
the farmer next to the dancers next to the ministers,0
the pictures by the guards across from the assistants,1
the pilots behind the guard near the assistant,1
the farmers that the chefs love and the taxi drivers admire,1
the officer to the side of the dancer to the side of the parent,0
the authors that the guards hate and the parents admire,1
the consultant next to the guard behind the parent,0
the picture by the guards in front of the assistants,0
the officer that the chef likes and the executive loves,0
the show by the chef across from the taxi driver,0
the consultant to the side of the skater next to the taxi driver,0
the manager across from the guard near the taxi driver,0
the teachers behind the guard across from the parent,1
the senator that the guard loves and the executive loves,0
the officers behind the chefs near the ministers,1
the novels that the architects like and the ministers admire,1
the authors next to the dancers to the side of the ministers,1
the teacher that the skater loves and the assistant hates,0
the farmers behind the architects in front of the parents,1
the song that the dancer hates and the parent admires,0
the show from the guards next to the executives,0
the senators to the side of the guard in front of the taxi driver,1
the consultants in front of the dancer behind the minister,1
the authors near the guards next to the parents,1
the song that the chefs love and the assistants like,0
the poems that the skaters hate and the taxi drivers admire,1
the officers to the side of the architect in front of the executive,1
the teachers behind the architect in front of the taxi driver,1
the surgeons next to the dancers in front of the assistants,1
the pictures that the guard admires and the minister admires,1
the officers in front of the dancers near the parents,1
the painting by the skaters in front of the executives,0
the novels that the chefs hate and the ministers like,1
the author next to the architects across from the ministers,0
the songs that the guards hate and the executives admire,1
the poems from the chefs next to the ministers,1
the novels by the skater next to the parent,1
the managers that the chef hates and the taxi driver loves,1
the paintings from the skater behind the assistant,1
the authors near the guard behind the parent,1
the surgeon that the guard likes and the assistant hates,0
the senator next to the architects to the side of the parents,0
the senator next to the guard next to the minister,0
the pilots that the dancer likes and the parent likes,1
the games by the chef near the assistant,1
the painting that the skaters love and the assistants hate,0
the pictures from the skater behind the assistant,1
the song that the guard loves and the executive hates,0
the games from the dancer across from the minister,1
the farmer that the chef loves and the assistant hates,0
the senator next to the dancer next to the parent,0
the officers near the architect near the assistant,1
the senator that the dancer hates and the taxi driver admires,0
the pilots across from the architect behind the parent,1
the customers that the dancer admires and the parent hates,1
the manager across from the guards to the side of the ministers,0
the senators near the architect in front of the executive,1
the poems by the chefs behind the taxi drivers,1
the movies that the chefs like and the parents hate,1
the farmer next to the skaters near the ministers,0
the consultants in front of the chef across from the parent,1
the author across from the guard near the assistant,0
the officers that the architect likes and the assistant hates,1
the consultant that the dancer hates and the minister loves,0
the consultants that the dancers admire and the assistants like,1
the authors that the skaters love and the ministers love,1
the pilot that the skater likes and the taxi driver hates,0
the paintings by the dancers next to the executives,1
the consultant that the skater likes and the assistant loves,0
the manager that the architect admires and the executive hates,0
the teacher in front of the dancers next to the parents,0
the pictures by the chefs behind the assistants,1
the senator behind the architect behind the executive,0
the officers that the chef loves and the executive likes,1
the pilot that the skater hates and the taxi driver hates,0
the movie that the dancer hates and the assistant admires,0
the consultants that the skater likes and the assistant likes,1
the teachers that the dancers like and the ministers admire,1
the picture that the chefs admire and the parents love,0
the consultant near the chefs behind the executives,0
the books that the architects admire and the parents like,1
the songs that the dancer hates and the minister hates,1
the poems that the guard hates and the parent loves,1
the pilot near the architects behind the taxi drivers,0
the senator that the guards like and the parents admire,0
the consultant across from the architect next to the executive,0
the author in front of the skater next to the parent,0
the senators that the skater hates and the taxi driver loves,1
the surgeons that the dancers hate and the assistants admire,1
the song by the chefs near the executives,0
the teachers to the side of the skaters near the executives,1
the novel that the dancers like and the taxi drivers admire,0
the farmers in front of the skaters across from the executives,1
the movies by the chefs behind the executives,1
the customer that the architect likes and the parent admires,0
the picture that the chefs love and the taxi drivers admire,0
the authors that the architects like and the taxi drivers admire,1
the teacher that the dancer admires and the assistant likes,0
the pictures that the guards love and the ministers love,1
the officers to the side of the dancers behind the assistants,1
the paintings that the dancers hate and the executives admire,1
the manager across from the architects near the executives,0
the game that the chef admires and the assistant likes,0
the manager to the side of the chefs across from the parents,0
the surgeons in front of the dancers next to the ministers,1
the consultants near the dancers behind the assistants,1
the paintings that the skaters like and the assistants love,1
the novels by the architect behind the minister,1
the game that the dancer admires and the taxi driver loves,0
the authors near the skaters in front of the ministers,1
the show that the architect loves and the taxi driver admires,0
the senator behind the chef near the executive,0
the novel that the skater likes and the assistant hates,0
the authors in front of the architect near the minister,1
the song that the dancers like and the parents admire,0
the teachers that the chefs love and the ministers like,1
the customer to the side of the guards to the side of the ministers,0
the officer in front of the architect to the side of the executive,0
the managers across from the architects behind the parents,1
the officers that the dancer admires and the parent admires,1
the paintings by the dancer behind the taxi driver,1
the surgeon next to the architects next to the executives,0
the customer that the dancer hates and the minister loves,0
the surgeon behind the guards behind the executives,0
the paintings that the dancers admire and the ministers admire,1
the managers next to the chefs behind the assistants,1
the officers next to the skaters next to the parents,1
the teacher in front of the skaters to the side of the parents,0
the book that the chefs like and the assistants like,0
the teachers to the side of the chefs to the side of the executives,1
the customers near the chef behind the executive,1
the author that the architects admire and the ministers love,0
the paintings from the guards behind the ministers,1
the senators that the chefs love and the parents admire,1
the paintings that the architect admires and the executive likes,1
the games that the architect likes and the executive likes,1
the teachers next to the architect across from the executive,1
the manager in front of the dancer behind the parent,0
the officer that the skaters love and the parents like,0
the movie that the dancers hate and the taxi drivers love,0
the senators next to the architects to the side of the parents,1
the songs that the chef hates and the parent likes,1
the book that the architects admire and the assistants hate,0
the pilot near the guards next to the assistants,0
the farmer next to the chefs next to the assistants,0
the farmer to the side of the skaters near the taxi drivers,0
the farmer next to the chefs near the parents,0
the manager that the chefs hate and the parents like,0
the consultant near the guard behind the minister,0
the show by the dancer next to the executive,0
the book that the guard hates and the executive hates,0
the novel that the skaters hate and the executives love,0
the picture by the skaters to the side of the assistants,0
the pilots across from the skaters in front of the parents,1
the senator across from the guards near the parents,0
the poem from the skater next to the taxi driver,0
the novel from the architects behind the ministers,0
the manager that the architect hates and the parent hates,0
the pilot that the architect admires and the assistant loves,0
the novel that the chefs love and the executives love,0
the surgeon that the dancers admire and the parents admire,0
the teacher to the side of the chefs next to the parents,0
the customer behind the chefs near the executives,0
the customers in front of the guard next to the minister,1
the consultant near the chefs in front of the ministers,0
the movies by the chef near the executive,1
the painting from the skaters behind the ministers,0
the show that the architects love and the executives like,0
the customer near the guard in front of the minister,0
the senator that the chef likes and the taxi driver hates,0
the officers that the chef loves and the taxi driver hates,1
the poem that the guard admires and the assistant loves,0
the books that the guard admires and the minister hates,1
the games by the chef to the side of the parent,1
the pilots that the architect admires and the taxi driver admires,1
the managers that the skater likes and the executive likes,1
the games from the guard in front of the taxi driver,1
the manager to the side of the skaters in front of the assistants,0
the officers next to the guard near the assistant,1
the pilots across from the skaters near the executives,1
the customers to the side of the guard to the side of the parent,1
the pilot that the chef hates and the parent loves,0
the teachers in front of the dancer behind the assistant,1
the customers behind the chefs across from the parents,1
the consultants next to the guards across from the executives,1
the senator across from the architects behind the parents,0
the farmers that the chef admires and the minister hates,1
the farmers that the chef hates and the assistant hates,1
the novels from the guard to the side of the taxi driver,1
the shows that the chef hates and the assistant likes,1
the teachers that the architects hate and the ministers love,1
the songs that the chef loves and the taxi driver loves,1
the painting by the architects across from the executives,0
the consultant to the side of the chef to the side of the minister,0
the manager across from the architect to the side of the executive,0
the song that the dancer likes and the assistant likes,0
the teacher that the architects love and the parents like,0
the senator across from the skaters behind the ministers,0
the shows that the guards admire and the assistants like,1
the customer across from the architects near the ministers,0
the manager to the side of the skaters near the taxi drivers,0
the consultants near the dancers to the side of the executives,1
the painting that the skater admires and the parent likes,0
the customers near the dancers across from the ministers,1
the painting that the dancers hate and the parents like,0
the senator next to the guard across from the parent,0
the farmers behind the guard near the assistant,1
the surgeon to the side of the dancer near the parent,0
the pictures by the chef across from the assistant,1
the books that the chefs hate and the ministers admire,1
the paintings that the dancers hate and the assistants like,1
the poem that the dancers hate and the taxi drivers love,0
the surgeons that the skaters love and the assistants like,1
the pilot that the skaters admire and the executives love,0
the manager next to the dancers behind the executives,0
the teacher that the guard admires and the parent loves,0
the officer next to the guards to the side of the executives,0
the farmer that the skater loves and the taxi driver hates,0
the songs by the guards behind the taxi drivers,1
the consultant that the chefs love and the assistants hate,0
the senators next to the skater next to the parent,1
the officer that the skaters admire and the taxi drivers admire,0
the senator that the guards love and the ministers like,0
the shows that the dancers like and the executives admire,1
the show that the dancer loves and the parent loves,0
the games that the guards love and the executives like,1
the surgeons behind the dancer behind the taxi driver,1
the senators across from the skaters in front of the assistants,1
the novel from the guards in front of the executives,0
the pictures by the skater behind the executive,1
the farmers that the architects admire and the executives admire,1
the customers that the guards love and the executives like,1
the song that the dancers hate and the executives like,0
the customer that the skater admires and the executive likes,0
the manager in front of the dancers next to the parents,0
the shows that the dancers hate and the assistants love,1
the senator next to the architects next to the executives,0
the teacher near the architect near the assistant,0
the managers that the guard likes and the assistant likes,1
the officer across from the skaters to the side of the executives,0
the consultant that the guards like and the assistants like,0
the pilot near the chefs near the assistants,0
the poems from the guards to the side of the assistants,1
the surgeons across from the architects behind the ministers,1
the pilot that the guard loves and the minister loves,0
the pilot behind the architect to the side of the minister,0
the movie that the architect hates and the minister likes,0
the songs that the skater loves and the assistant loves,1
the manager next to the guards across from the taxi drivers,0
the book from the architect behind the minister,0
the show from the architects next to the assistants,0
the customers that the guards admire and the ministers like,1
the teacher that the skaters like and the executives hate,0
the books from the architect to the side of the minister,1
the surgeons next to the architects next to the executives,1
the surgeons to the side of the architect behind the taxi driver,1
the customer across from the dancer next to the executive,0
the senator that the dancer likes and the assistant loves,0
the teachers that the dancer hates and the parent loves,1
the shows by the chefs next to the parents,1
the pilots across from the skaters in front of the taxi drivers,1
the customers to the side of the guards to the side of the taxi drivers,1
the officers that the dancer likes and the assistant likes,1
the teachers next to the skater across from the executive,1
the shows that the skaters like and the taxi drivers hate,1
the song by the dancer across from the minister,0
the farmers next to the architect behind the parent,1
the books that the architects love and the ministers hate,1
the picture by the dancer across from the taxi driver,0
the manager in front of the skater across from the minister,0
the painting that the chef loves and the parent likes,0
the picture that the guard loves and the taxi driver likes,0
the novel that the skater admires and the assistant admires,0
the authors next to the dancer across from the parent,1
the farmer in front of the architects next to the parents,0
the author next to the guards to the side of the ministers,0
the senator that the dancer admires and the assistant likes,0
the shows from the chef to the side of the taxi driver,1
the manager near the dancer near the parent,0
the author that the dancers hate and the taxi drivers love,0
the painting that the dancers hate and the executives hate,0
the senators in front of the dancers near the assistants,1
the novel that the skaters love and the ministers love,0
the managers that the architects hate and the parents love,1
the game that the skater hates and the parent hates,0
the managers in front of the chefs across from the executives,1
the senator that the chef loves and the parent likes,0
the songs by the chefs to the side of the parents,1
the farmers that the architect admires and the assistant hates,1
the pictures that the guard likes and the parent likes,1
the officer that the guard likes and the minister likes,0
the shows that the chef hates and the executive loves,1
the customers near the dancer near the taxi driver,1
the customers near the skater near the parent,1
the consultants across from the skater next to the assistant,1
the farmer that the dancer hates and the taxi driver hates,0
the pictures that the dancers admire and the assistants like,1
the shows from the skater next to the parent,1
the author next to the dancer next to the executive,0
the customers next to the chefs across from the ministers,1
the pilots next to the architects next to the assistants,1
the manager next to the chefs across from the assistants,0
the surgeons that the architect likes and the executive loves,1
the painting from the skater in front of the taxi driver,0
the customer near the dancers in front of the taxi drivers,0
the book that the architect loves and the parent likes,0
the author in front of the dancer behind the assistant,0
the manager behind the architects next to the taxi drivers,0
the surgeons in front of the skater behind the executive,1
the officers near the dancer in front of the minister,1
the authors to the side of the chefs behind the parents,1
the farmers in front of the skaters next to the parents,1
the poem that the chef hates and the minister loves,0
the teachers in front of the architect to the side of the taxi driver,1
the book from the chefs behind the assistants,0
the book that the architects love and the parents admire,0
the shows by the skater behind the taxi driver,1
the senator near the chef across from the assistant,0
the consultant in front of the architect to the side of the executive,0
the surgeon in front of the guards near the parents,0
the farmer near the dancer behind the executive,0
the pictures by the guard in front of the taxi driver,1
the managers that the dancer loves and the taxi driver loves,1
the poem that the skaters hate and the parents love,0
the authors to the side of the chef behind the parent,1
the poems by the skaters near the taxi drivers,1
the pictures by the dancers across from the assistants,1
the consultants near the guards to the side of the taxi drivers,1
the senator behind the architect in front of the minister,0
the songs by the architects behind the taxi drivers,1
the officers near the chef in front of the minister,1
the author across from the guards behind the parents,0
the poems that the dancer hates and the taxi driver likes,1
the consultant next to the dancers near the taxi drivers,0
the authors that the architects admire and the ministers like,1
the song from the skater behind the parent,0
the consultants to the side of the architects behind the assistants,1
the pictures by the dancer across from the parent,1
the surgeon to the side of the architect near the executive,0
the consultants near the chef next to the taxi driver,1
the authors in front of the chef across from the parent,1
the games that the dancer hates and the taxi driver admires,1
the games from the guard across from the taxi driver,1
the pilots across from the guards near the parents,1
the officers in front of the dancers next to the taxi drivers,1
the author that the architects admire and the taxi drivers love,0
the teachers in front of the dancers near the parents,1
the farmer that the dancers love and the taxi drivers love,0
the senators behind the chefs across from the executives,1
the pilots that the dancers admire and the ministers hate,1
the author that the chefs like and the taxi drivers hate,0
the shows that the guard hates and the executive admires,1
the consultant that the dancer loves and the taxi driver admires,0
the surgeon in front of the skaters across from the parents,0
the managers to the side of the skater to the side of the parent,1
the officers that the dancer loves and the minister likes,1
the movies by the architects near the ministers,1
the farmer next to the architect across from the minister,0
the customers behind the chefs behind the parents,1
the teacher in front of the dancer near the executive,0
the customer that the skater likes and the executive hates,0
the teachers near the dancer across from the minister,1
the officer next to the skaters in front of the assistants,0
the managers near the guard near the executive,1
the officer that the skaters like and the assistants like,0
the poems that the chefs love and the assistants like,1
the pilots near the guards across from the taxi drivers,1
the teacher in front of the skater near the assistant,0
the customers near the guards behind the taxi drivers,1
the pilots in front of the dancers across from the parents,1
the teacher that the architects hate and the parents like,0
the pilots to the side of the chefs in front of the assistants,1
the customers near the chefs across from the ministers,1
the movies that the guard hates and the assistant loves,1
the managers near the architect in front of the assistant,1
the authors behind the skaters across from the parents,1
the customers near the chefs to the side of the taxi drivers,1
the authors next to the skater behind the assistant,1
the consultant that the architect admires and the executive loves,0
the teachers that the skaters love and the executives love,1
the consultant that the skater hates and the assistant likes,0
the farmer that the chef admires and the assistant likes,0
the senators next to the skater across from the executive,1
the songs that the guard loves and the minister hates,1
the officer near the skater in front of the minister,0
the consultant in front of the architects behind the assistants,0
the surgeon to the side of the chef in front of the taxi driver,0
the authors across from the skaters to the side of the parents,1
the customer to the side of the chefs next to the taxi drivers,0
the novel that the skater admires and the minister admires,0
the novels that the chef admires and the taxi driver hates,1
the painting that the chefs hate and the taxi drivers admire,0
the game by the dancer across from the taxi driver,0
the authors in front of the chef near the minister,1
the book that the skaters love and the parents love,0
the poem that the guard hates and the assistant loves,0
the consultant next to the dancers to the side of the parents,0
the senators that the dancers admire and the ministers love,1
the manager across from the chefs behind the ministers,0
the teachers in front of the chef to the side of the parent,1
the customer across from the architect next to the assistant,0
the senator in front of the skater across from the executive,0
the customer next to the guards across from the taxi drivers,0
the officer that the skaters admire and the taxi drivers like,0
the novel by the architects next to the parents,0
the poems that the guard hates and the taxi driver admires,1
the pilot that the guards love and the ministers love,0
the farmers that the chef loves and the taxi driver likes,1
the farmers that the chefs like and the executives admire,1
the movie that the dancers like and the parents hate,0
the officers to the side of the guard behind the executive,1
the pilots that the architects hate and the ministers love,1
the surgeons across from the dancer next to the taxi driver,1
the senators that the architect likes and the parent loves,1
the author in front of the chef near the executive,0
the show that the guards like and the executives love,0
the paintings by the dancers near the executives,1
the officer across from the skaters across from the assistants,0
the surgeon behind the architect near the executive,0
the pictures that the chef likes and the minister likes,1
the show that the dancer hates and the executive loves,0
the teacher that the guard likes and the assistant admires,0
the pilots next to the architect next to the parent,1
the poems that the skater likes and the executive likes,1
the poems that the dancers admire and the assistants love,1
the novel from the guard to the side of the executive,0
the author across from the guard behind the assistant,0
the managers across from the dancers next to the ministers,1
the consultant to the side of the guards across from the parents,0
the teachers in front of the skaters to the side of the assistants,1
the officers that the dancers hate and the ministers love,1
the books that the architect loves and the minister likes,1
the poems from the skaters next to the parents,1
the teachers in front of the dancers in front of the assistants,1
the senator across from the chefs across from the ministers,0
the painting by the architects across from the ministers,0
the game by the architects to the side of the assistants,0
the song that the architect likes and the assistant hates,0
the poem that the chef hates and the executive likes,0
the pilot near the chefs near the parents,0
the surgeons that the chefs hate and the ministers like,1
the consultant that the skater admires and the assistant hates,0
the managers near the guard to the side of the parent,1
the consultants next to the chef next to the parent,1
the pictures that the skaters love and the assistants hate,1
the officers to the side of the dancer in front of the executive,1
the manager across from the chef to the side of the parent,0
the consultant next to the architects in front of the assistants,0
the farmers behind the chef next to the minister,1
the consultants in front of the dancers in front of the taxi drivers,1
the novels from the guards in front of the taxi drivers,1
the customer that the skater likes and the taxi driver loves,0
the show by the architects next to the ministers,0
the pictures that the architect hates and the minister admires,1
the picture from the architect near the minister,0
the senators behind the skater to the side of the assistant,1
the senators across from the dancer across from the minister,1
the painting that the architect loves and the executive admires,0
the consultant across from the guard in front of the assistant,0
the surgeon to the side of the architects to the side of the assistants,0
the paintings from the dancers near the taxi drivers,1
the show from the chefs near the taxi drivers,0
the game that the chef hates and the taxi driver hates,0
the officers that the architects admire and the executives admire,1
the game by the chef in front of the minister,0
the managers across from the guard behind the assistant,1
the pilot behind the skater in front of the taxi driver,0
the officers next to the guards near the ministers,1
the officers near the dancer near the minister,1
the novels that the skater admires and the executive admires,1
the consultant that the dancers hate and the taxi drivers love,0
the authors next to the dancer in front of the executive,1
the shows that the skaters hate and the executives admire,1
the managers next to the guards in front of the executives,1
the manager that the chef loves and the taxi driver loves,0
the game that the skater likes and the minister loves,0
the book that the guard hates and the taxi driver likes,0
the senators to the side of the guards in front of the ministers,1
the novel that the guards like and the parents hate,0
the movie that the guard loves and the executive admires,0
the teachers across from the architect in front of the minister,1
the surgeon in front of the dancer behind the assistant,0
the consultant near the dancer to the side of the minister,0
the movies from the dancer next to the executive,1
the author in front of the skaters next to the taxi drivers,0
the surgeons near the architects across from the taxi drivers,1
the pilot in front of the dancers next to the ministers,0
the officer next to the chef in front of the taxi driver,0
the painting that the chef hates and the executive likes,0
the consultant next to the guard in front of the parent,0
the officer to the side of the dancers behind the parents,0
the paintings from the dancers to the side of the assistants,1
the authors next to the guards behind the assistants,1
the farmers behind the chefs near the assistants,1
the author that the architect loves and the assistant loves,0
the officer that the guard likes and the assistant admires,0
the teacher next to the guards to the side of the taxi drivers,0
the teacher that the architects like and the ministers admire,0
the farmer near the chefs in front of the ministers,0
the pilots in front of the dancer behind the executive,1
the poem that the dancers love and the taxi drivers admire,0
the novel that the skaters love and the assistants hate,0
the senator across from the architects next to the ministers,0
the surgeons across from the chefs behind the parents,1
the teachers near the architects near the taxi drivers,1
the consultant near the skater behind the minister,0
the pilot near the skaters near the executives,0
the games that the architect admires and the parent likes,1
the poem by the chefs to the side of the assistants,0
the songs from the architect across from the minister,1
the managers near the dancer behind the executive,1
the author to the side of the architects in front of the assistants,0
the movie by the guards near the taxi drivers,0
the paintings that the chef admires and the minister hates,1
the officers that the dancer likes and the assistant admires,1
the farmers across from the dancers to the side of the ministers,1
the managers near the guard next to the assistant,1
the farmer that the skaters hate and the executives admire,0
the teacher across from the dancers behind the parents,0
the movies that the chefs like and the executives like,1
the picture by the dancers to the side of the taxi drivers,0
the games that the architects love and the executives love,1
the author across from the chef across from the executive,0
the songs that the chef hates and the assistant admires,1
the games by the guards next to the ministers,1
the teachers in front of the guard to the side of the assistant,1
the customers near the skaters across from the parents,1
the painting by the guards next to the taxi drivers,0
the authors near the skaters next to the executives,1
the senators to the side of the dancer to the side of the minister,1
the consultant that the guard likes and the taxi driver loves,0
the surgeon in front of the skaters next to the parents,0
the games that the dancers like and the executives love,1
the officer that the architect likes and the minister loves,0
the novels that the skaters hate and the parents love,1
the pictures from the guard in front of the executive,1
the senators in front of the chef next to the executive,1
the consultants that the skater hates and the minister admires,1
the farmers that the chefs love and the executives admire,1
the officers behind the dancer in front of the assistant,1
the farmers in front of the guards across from the executives,1
the pilot near the skater near the parent,0
the senators to the side of the dancers next to the taxi drivers,1
the movie by the dancers in front of the ministers,0
the consultant that the chefs like and the assistants love,0
the consultants in front of the guards to the side of the parents,1
the surgeons in front of the architect to the side of the assistant,1
the manager that the chef admires and the taxi driver likes,0
the teachers that the architects love and the executives like,1
the author near the dancer behind the taxi driver,0
