sentence,labels,ungrammatical,gender
the teacher that the chefs hate and the executives admire hurt herself,0,the teacher that the chefs hate and the executives admire hurt themselves,1
the manager that the architect likes and the minister loves hated himself,0,the manager that the architect likes and the minister loves hated themselves,0
the authors that the chefs hate and the executives hate embarrassed themselves,1,the authors that the chefs hate and the executives hate embarrassed herself,1
the customer that the architect loves and the minister admires hurt herself,0,the customer that the architect loves and the minister admires hurt themselves,1
the authors that the skater likes and the parent likes hated themselves,1,the authors that the skater likes and the parent likes hated himself,0
the author that the chefs like and the parents hate hurt himself,0,the author that the chefs like and the parents hate hurt themselves,0
the surgeons that the skaters hate and the ministers love disguised themselves,1,the surgeons that the skaters hate and the ministers love disguised himself,0
the mechanics thought the bankers knew the author embarrassed himself,0,the mechanics thought the bankers knew the author embarrassed themselves,0
the customer that the chefs admire and the ministers love disguised herself,0,the customer that the chefs admire and the ministers love disguised themselves,1
the farmer that the skaters hate and the executives admire doubted herself,0,the farmer that the skaters hate and the executives admire doubted themselves,1
the surgeon that the architect likes and the executive likes hurt herself,0,the surgeon that the architect likes and the executive likes hurt themselves,1
the senator that the guard admires and the assistant likes congratulated himself,0,the senator that the guard admires and the assistant likes congratulated themselves,0
the consultant that the skater admires and the executive admires hurt herself,0,the consultant that the skater admires and the executive admires hurt themselves,1
the officers that the guard admires and the assistant admires hated themselves,1,the officers that the guard admires and the assistant admires hated himself,0
the pilot that the architects like and the taxi drivers hate doubted himself,0,the pilot that the architects like and the taxi drivers hate doubted themselves,0
the author that the chefs love and the parents admire hurt herself,0,the author that the chefs love and the parents admire hurt themselves,1
the senator that the skaters hate and the ministers love hurt herself,0,the senator that the skaters hate and the ministers love hurt themselves,1
the surgeon that the chef loves and the minister likes congratulated himself,0,the surgeon that the chef loves and the minister likes congratulated themselves,0
the farmers that the chefs like and the assistants hate injured themselves,1,the farmers that the chefs like and the assistants hate injured himself,0
the customers that the skaters admire and the taxi drivers admire injured themselves,1,the customers that the skaters admire and the taxi drivers admire injured himself,0
the senators that the skaters like and the executives love embarrassed themselves,1,the senators that the skaters like and the executives love embarrassed herself,1
the consultants that the guard loves and the minister likes hurt themselves,1,the consultants that the guard loves and the minister likes hurt himself,0
the pilots that the architects like and the executives like doubted themselves,1,the pilots that the architects like and the executives like doubted himself,0
the farmers that the architect loves and the minister loves doubted themselves,1,the farmers that the architect loves and the minister loves doubted herself,1
the surgeon that the dancers love and the assistants admire injured himself,0,the surgeon that the dancers love and the assistants admire injured themselves,0
the surgeon that the guard hates and the minister admires hurt herself,0,the surgeon that the guard hates and the minister admires hurt themselves,1
the customer that the skater loves and the minister likes congratulated himself,0,the customer that the skater loves and the minister likes congratulated themselves,0
the author that the architects hate and the assistants like congratulated himself,0,the author that the architects hate and the assistants like congratulated themselves,0
the pilots that the guards hate and the executives admire hurt themselves,1,the pilots that the guards hate and the executives admire hurt himself,0
the customers that the guard admires and the executive loves hurt themselves,1,the customers that the guard admires and the executive loves hurt herself,1
the senators that the chefs love and the assistants love hurt themselves,1,the senators that the chefs love and the assistants love hurt herself,1
the customers that the chef admires and the executive admires congratulated themselves,1,the customers that the chef admires and the executive admires congratulated himself,0
the teacher that the architects admire and the assistants admire congratulated herself,0,the teacher that the architects admire and the assistants admire congratulated themselves,1
the consultants that the guard hates and the executive admires doubted themselves,1,the consultants that the guard hates and the executive admires doubted herself,1
the managers that the skater likes and the executive admires hated themselves,1,the managers that the skater likes and the executive admires hated herself,1
the farmers that the skater likes and the assistant hates doubted themselves,1,the farmers that the skater likes and the assistant hates doubted himself,0
the surgeon that the architects like and the assistants like doubted herself,0,the surgeon that the architects like and the assistants like doubted themselves,1
the manager that the chefs like and the assistants hate injured himself,0,the manager that the chefs like and the assistants hate injured themselves,0
the teachers that the chefs hate and the assistants like injured themselves,1,the teachers that the chefs hate and the assistants like injured himself,0
the authors that the dancer admires and the minister likes embarrassed themselves,1,the authors that the dancer admires and the minister likes embarrassed himself,0
the mechanic said the banker said the customers doubted themselves,1,the mechanic said the banker said the customers doubted herself,1
the farmers that the skaters like and the taxi drivers love embarrassed themselves,1,the farmers that the skaters like and the taxi drivers love embarrassed himself,0
the teacher that the chefs admire and the parents like doubted himself,0,the teacher that the chefs admire and the parents like doubted themselves,0
the customers that the guards admire and the executives like disguised themselves,1,the customers that the guards admire and the executives like disguised himself,0
the senator that the guard admires and the executive admires doubted himself,0,the senator that the guard admires and the executive admires doubted themselves,0
the surgeon that the architect admires and the minister likes congratulated himself,0,the surgeon that the architect admires and the minister likes congratulated themselves,0
the surgeons that the guards love and the parents like injured themselves,1,the surgeons that the guards love and the parents like injured himself,0
the manager that the chef likes and the executive loves hurt herself,0,the manager that the chef likes and the executive loves hurt themselves,1
the pilot that the architect likes and the minister loves disguised herself,0,the pilot that the architect likes and the minister loves disguised themselves,1
the senator that the architects love and the taxi drivers like congratulated herself,0,the senator that the architects love and the taxi drivers like congratulated themselves,1
the customers that the dancer loves and the taxi driver admires congratulated themselves,1,the customers that the dancer loves and the taxi driver admires congratulated herself,1
the surgeons that the skater likes and the minister hates congratulated themselves,1,the surgeons that the skater likes and the minister hates congratulated herself,1
the teachers that the skaters love and the assistants love disguised themselves,1,the teachers that the skaters love and the assistants love disguised himself,0
the farmer that the skaters like and the taxi drivers admire hated herself,0,the farmer that the skaters like and the taxi drivers admire hated themselves,1
the author that the dancer hates and the parent loves embarrassed herself,0,the author that the dancer hates and the parent loves embarrassed themselves,1
the senators that the guards admire and the parents hate hurt themselves,1,the senators that the guards admire and the parents hate hurt herself,1
the consultants that the architect likes and the parent admires hated themselves,1,the consultants that the architect likes and the parent admires hated herself,1
the pilots that the dancer loves and the parent admires hurt themselves,1,the pilots that the dancer loves and the parent admires hurt himself,0
the surgeons that the chef admires and the taxi driver admires disguised themselves,1,the surgeons that the chef admires and the taxi driver admires disguised himself,0
the author that the architects admire and the parents like hurt herself,0,the author that the architects admire and the parents like hurt themselves,1
the customer that the dancers like and the assistants love embarrassed herself,0,the customer that the dancers like and the assistants love embarrassed themselves,1
the officers that the skater likes and the executive loves disguised themselves,1,the officers that the skater likes and the executive loves disguised himself,0
the authors that the chef loves and the assistant admires hated themselves,1,the authors that the chef loves and the assistant admires hated herself,1
the officer that the guard hates and the parent likes hurt himself,0,the officer that the guard hates and the parent likes hurt themselves,0
the senator that the skaters admire and the executives admire disguised himself,0,the senator that the skaters admire and the executives admire disguised themselves,0
the teachers that the architect likes and the executive loves hurt themselves,1,the teachers that the architect likes and the executive loves hurt himself,0
the consultant that the chef loves and the taxi driver likes hurt herself,0,the consultant that the chef loves and the taxi driver likes hurt themselves,1
the senator that the guards love and the taxi drivers admire congratulated herself,0,the senator that the guards love and the taxi drivers admire congratulated themselves,1
the teachers that the guards hate and the assistants admire hurt themselves,1,the teachers that the guards hate and the assistants admire hurt herself,1
the officers that the skater likes and the executive admires doubted themselves,1,the officers that the skater likes and the executive admires doubted herself,1
the mechanic knew the banker knew the managers doubted themselves,1,the mechanic knew the banker knew the managers doubted himself,0
the teachers that the chef admires and the parent loves hated themselves,1,the teachers that the chef admires and the parent loves hated himself,0
the customer that the chef likes and the executive admires doubted himself,0,the customer that the chef likes and the executive admires doubted themselves,0
the senators that the chef loves and the executive loves hurt themselves,1,the senators that the chef loves and the executive loves hurt herself,1
the mechanic thought the banker knew the customer congratulated herself,0,the mechanic thought the banker knew the customer congratulated themselves,1
the customer that the architect hates and the executive admires injured herself,0,the customer that the architect hates and the executive admires injured themselves,1
the managers that the architect loves and the minister likes congratulated themselves,1,the managers that the architect loves and the minister likes congratulated herself,1
the officer that the chefs admire and the parents hate disguised herself,0,the officer that the chefs admire and the parents hate disguised themselves,1
the managers that the dancer hates and the taxi driver hates hurt themselves,1,the managers that the dancer hates and the taxi driver hates hurt herself,1
the teachers that the chefs love and the parents like injured themselves,1,the teachers that the chefs love and the parents like injured himself,0
the customer that the guards hate and the executives like hurt herself,0,the customer that the guards hate and the executives like hurt themselves,1
the farmer that the guards like and the parents hate disguised himself,0,the farmer that the guards like and the parents hate disguised themselves,0
the officers that the skaters like and the parents like embarrassed themselves,1,the officers that the skaters like and the parents like embarrassed himself,0
the authors that the dancer likes and the taxi driver loves injured themselves,1,the authors that the dancer likes and the taxi driver loves injured himself,0
the teacher that the chef hates and the executive likes doubted himself,0,the teacher that the chef hates and the executive likes doubted themselves,0
the customer that the guards hate and the taxi drivers love hurt herself,0,the customer that the guards hate and the taxi drivers love hurt themselves,1
the senators that the dancers admire and the ministers like congratulated themselves,1,the senators that the dancers admire and the ministers like congratulated herself,1
the teachers that the dancers hate and the taxi drivers love hated themselves,1,the teachers that the dancers hate and the taxi drivers love hated herself,1
the officer that the guards love and the ministers hate doubted himself,0,the officer that the guards love and the ministers hate doubted themselves,0
the surgeons that the dancers hate and the assistants admire hurt themselves,1,the surgeons that the dancers hate and the assistants admire hurt herself,1
the consultant that the guard likes and the parent admires hated himself,0,the consultant that the guard likes and the parent admires hated themselves,0
the officers that the architects like and the parents like injured themselves,1,the officers that the architects like and the parents like injured herself,1
the teacher that the skater loves and the executive loves congratulated herself,0,the teacher that the skater loves and the executive loves congratulated themselves,1
the teachers that the architect admires and the minister likes injured themselves,1,the teachers that the architect admires and the minister likes injured himself,0
the teacher that the guards admire and the executives admire disguised herself,0,the teacher that the guards admire and the executives admire disguised themselves,1
the consultants that the guards hate and the taxi drivers love hated themselves,1,the consultants that the guards hate and the taxi drivers love hated himself,0
the customers that the skater loves and the taxi driver hates hurt themselves,1,the customers that the skater loves and the taxi driver hates hurt herself,1
the customer that the dancers love and the executives hate congratulated herself,0,the customer that the dancers love and the executives hate congratulated themselves,1
the managers that the chefs love and the parents hate hurt themselves,1,the managers that the chefs love and the parents hate hurt himself,0
the author that the dancer admires and the parent likes embarrassed herself,0,the author that the dancer admires and the parent likes embarrassed themselves,1
the consultants that the skaters hate and the taxi drivers hate doubted themselves,1,the consultants that the skaters hate and the taxi drivers hate doubted herself,1
the pilot that the architect loves and the executive loves congratulated himself,0,the pilot that the architect loves and the executive loves congratulated themselves,0
the managers that the chefs love and the ministers like embarrassed themselves,1,the managers that the chefs love and the ministers like embarrassed herself,1
the customers that the skaters love and the ministers love doubted themselves,1,the customers that the skaters love and the ministers love doubted herself,1
the pilots that the skater loves and the parent likes hated themselves,1,the pilots that the skater loves and the parent likes hated herself,1
the farmers that the dancer likes and the minister likes congratulated themselves,1,the farmers that the dancer likes and the minister likes congratulated herself,1
the customer that the dancers love and the ministers like congratulated himself,0,the customer that the dancers love and the ministers like congratulated themselves,0
the senators that the guard likes and the assistant loves hated themselves,1,the senators that the guard likes and the assistant loves hated herself,1
the farmer that the dancers admire and the taxi drivers hate doubted herself,0,the farmer that the dancers admire and the taxi drivers hate doubted themselves,1
the consultant that the dancer loves and the executive admires hated himself,0,the consultant that the dancer loves and the executive admires hated themselves,0
the consultant that the skaters love and the parents love hurt himself,0,the consultant that the skaters love and the parents love hurt themselves,0
the surgeon that the guards love and the ministers like hurt himself,0,the surgeon that the guards love and the ministers like hurt themselves,0
the surgeon that the guards love and the assistants hate injured herself,0,the surgeon that the guards love and the assistants hate injured themselves,1
the manager that the architects love and the parents love injured himself,0,the manager that the architects love and the parents love injured themselves,0
the managers that the chef admires and the minister admires embarrassed themselves,1,the managers that the chef admires and the minister admires embarrassed herself,1
the customer that the dancers like and the taxi drivers love injured herself,0,the customer that the dancers like and the taxi drivers love injured themselves,1
the officer that the guards love and the ministers love disguised herself,0,the officer that the guards love and the ministers love disguised themselves,1
the farmers that the guards love and the parents admire disguised themselves,1,the farmers that the guards love and the parents admire disguised himself,0
the senator that the architect likes and the executive loves disguised herself,0,the senator that the architect likes and the executive loves disguised themselves,1
the senators that the dancers like and the taxi drivers like doubted themselves,1,the senators that the dancers like and the taxi drivers like doubted himself,0
the surgeon that the skater hates and the taxi driver loves disguised himself,0,the surgeon that the skater hates and the taxi driver loves disguised themselves,0
the farmers that the skater hates and the executive loves hurt themselves,1,the farmers that the skater hates and the executive loves hurt himself,0
the customers that the dancers admire and the ministers like injured themselves,1,the customers that the dancers admire and the ministers like injured himself,0
the manager that the guards like and the parents admire hated herself,0,the manager that the guards like and the parents admire hated themselves,1
the officer that the chef loves and the taxi driver likes congratulated himself,0,the officer that the chef loves and the taxi driver likes congratulated themselves,0
the pilots that the guard likes and the executive likes congratulated themselves,1,the pilots that the guard likes and the executive likes congratulated himself,0
the officer that the guards hate and the taxi drivers love doubted herself,0,the officer that the guards hate and the taxi drivers love doubted themselves,1
the officers that the dancer hates and the parent likes congratulated themselves,1,the officers that the dancer hates and the parent likes congratulated herself,1
the teachers that the dancer likes and the executive likes hurt themselves,1,the teachers that the dancer likes and the executive likes hurt himself,0
the consultant that the skater likes and the assistant likes hurt herself,0,the consultant that the skater likes and the assistant likes hurt themselves,1
the pilots that the dancers like and the taxi drivers hate congratulated themselves,1,the pilots that the dancers like and the taxi drivers hate congratulated herself,1
the consultants that the guard admires and the executive admires embarrassed themselves,1,the consultants that the guard admires and the executive admires embarrassed herself,1
the customers that the guard admires and the assistant admires hated themselves,1,the customers that the guard admires and the assistant admires hated himself,0
the senators that the architects like and the parents hate doubted themselves,1,the senators that the architects like and the parents hate doubted herself,1
the consultants that the architect hates and the assistant hates doubted themselves,1,the consultants that the architect hates and the assistant hates doubted herself,1
the surgeons that the architects hate and the executives hate injured themselves,1,the surgeons that the architects hate and the executives hate injured herself,1
the manager that the chef admires and the executive hates hated herself,0,the manager that the chef admires and the executive hates hated themselves,1
the mechanic knew the banker said the author congratulated himself,0,the mechanic knew the banker said the author congratulated themselves,0
the manager that the guards like and the executives admire hurt herself,0,the manager that the guards like and the executives admire hurt themselves,1
the surgeons that the skaters like and the taxi drivers hate hated themselves,1,the surgeons that the skaters like and the taxi drivers hate hated himself,0
the managers that the guard admires and the executive admires hated themselves,1,the managers that the guard admires and the executive admires hated himself,0
the pilots that the architects love and the assistants hate injured themselves,1,the pilots that the architects love and the assistants hate injured himself,0
the authors that the skater admires and the assistant loves doubted themselves,1,the authors that the skater admires and the assistant loves doubted himself,0
the officers that the architects hate and the taxi drivers love congratulated themselves,1,the officers that the architects hate and the taxi drivers love congratulated herself,1
the managers that the dancers admire and the executives like hated themselves,1,the managers that the dancers admire and the executives like hated himself,0
the authors that the chef loves and the executive hates hurt themselves,1,the authors that the chef loves and the executive hates hurt himself,0
the pilots that the skater admires and the assistant loves hated themselves,1,the pilots that the skater admires and the assistant loves hated himself,0
the pilot that the chef admires and the minister likes disguised himself,0,the pilot that the chef admires and the minister likes disguised themselves,0
the senator that the dancer loves and the taxi driver likes hurt himself,0,the senator that the dancer loves and the taxi driver likes hurt themselves,0
the author that the guard hates and the executive loves hated herself,0,the author that the guard hates and the executive loves hated themselves,1
the consultant that the architects like and the ministers admire embarrassed herself,0,the consultant that the architects like and the ministers admire embarrassed themselves,1
the manager that the chef hates and the taxi driver loves doubted herself,0,the manager that the chef hates and the taxi driver loves doubted themselves,1
the farmers that the guard hates and the executive likes hurt themselves,1,the farmers that the guard hates and the executive likes hurt himself,0
the officers that the dancer admires and the parent admires hurt themselves,1,the officers that the dancer admires and the parent admires hurt herself,1
the pilot that the dancers admire and the executives like hurt herself,0,the pilot that the dancers admire and the executives like hurt themselves,1
the farmers that the chefs like and the parents love disguised themselves,1,the farmers that the chefs like and the parents love disguised himself,0
the senator that the guards love and the parents like hated herself,0,the senator that the guards love and the parents like hated themselves,1
the author that the dancer hates and the executive hates doubted himself,0,the author that the dancer hates and the executive hates doubted themselves,0
the author that the architects love and the parents hate hated herself,0,the author that the architects love and the parents hate hated themselves,1
the customer that the dancers hate and the ministers hate disguised himself,0,the customer that the dancers hate and the ministers hate disguised themselves,0
the pilots that the skaters love and the executives hate hurt themselves,1,the pilots that the skaters love and the executives hate hurt himself,0
the teacher that the guard likes and the parent likes congratulated himself,0,the teacher that the guard likes and the parent likes congratulated themselves,0
the author that the skaters love and the parents hate congratulated herself,0,the author that the skaters love and the parents hate congratulated themselves,1
the teacher that the dancer likes and the parent admires doubted herself,0,the teacher that the dancer likes and the parent admires doubted themselves,1
the customers that the skater hates and the taxi driver likes embarrassed themselves,1,the customers that the skater hates and the taxi driver likes embarrassed himself,0
the officers that the dancer likes and the minister loves disguised themselves,1,the officers that the dancer likes and the minister loves disguised herself,1
the officers that the architect hates and the parent hates hated themselves,1,the officers that the architect hates and the parent hates hated herself,1
the officers that the dancers love and the assistants admire hated themselves,1,the officers that the dancers love and the assistants admire hated herself,1
the officer that the architects admire and the taxi drivers like hurt himself,0,the officer that the architects admire and the taxi drivers like hurt themselves,0
the managers that the chef likes and the parent loves injured themselves,1,the managers that the chef likes and the parent loves injured himself,0
the pilots that the dancers love and the executives love injured themselves,1,the pilots that the dancers love and the executives love injured himself,0
the senator that the skater likes and the minister loves disguised himself,0,the senator that the skater likes and the minister loves disguised themselves,0
the teachers that the guard loves and the parent loves hated themselves,1,the teachers that the guard loves and the parent loves hated himself,0
the authors that the guard admires and the parent hates injured themselves,1,the authors that the guard admires and the parent hates injured himself,0
the officers that the skater admires and the assistant admires congratulated themselves,1,the officers that the skater admires and the assistant admires congratulated herself,1
the author that the guards like and the taxi drivers love injured himself,0,the author that the guards like and the taxi drivers love injured themselves,0
the teachers that the guard admires and the minister loves embarrassed themselves,1,the teachers that the guard admires and the minister loves embarrassed herself,1
the author that the dancers love and the assistants like congratulated himself,0,the author that the dancers love and the assistants like congratulated themselves,0
the customer that the architect hates and the minister admires doubted herself,0,the customer that the architect hates and the minister admires doubted themselves,1
the farmer that the chefs hate and the assistants hate embarrassed himself,0,the farmer that the chefs hate and the assistants hate embarrassed themselves,0
the farmers that the chef loves and the minister loves injured themselves,1,the farmers that the chef loves and the minister loves injured himself,0
the surgeon that the dancer admires and the assistant hates disguised herself,0,the surgeon that the dancer admires and the assistant hates disguised themselves,1
the pilot that the guard admires and the parent loves disguised himself,0,the pilot that the guard admires and the parent loves disguised themselves,0
the surgeons that the chefs love and the taxi drivers love embarrassed themselves,1,the surgeons that the chefs love and the taxi drivers love embarrassed herself,1
the consultants that the dancers admire and the assistants admire embarrassed themselves,1,the consultants that the dancers admire and the assistants admire embarrassed himself,0
the manager that the chefs like and the taxi drivers hate hurt herself,0,the manager that the chefs like and the taxi drivers hate hurt themselves,1
the customers that the dancer hates and the assistant admires hated themselves,1,the customers that the dancer hates and the assistant admires hated himself,0
the officers that the chef likes and the executive hates congratulated themselves,1,the officers that the chef likes and the executive hates congratulated herself,1
the surgeon that the chef hates and the taxi driver likes disguised herself,0,the surgeon that the chef hates and the taxi driver likes disguised themselves,1
the pilots that the skater hates and the minister loves disguised themselves,1,the pilots that the skater hates and the minister loves disguised himself,0
the consultants that the architects love and the ministers love hurt themselves,1,the consultants that the architects love and the ministers love hurt herself,1
the surgeons that the skaters admire and the parents like injured themselves,1,the surgeons that the skaters admire and the parents like injured himself,0
the teacher that the dancer loves and the parent hates hated himself,0,the teacher that the dancer loves and the parent hates hated themselves,0
the consultants that the architects love and the ministers love congratulated themselves,1,the consultants that the architects love and the ministers love congratulated herself,1
the mechanic knew the banker thought the managers disguised themselves,1,the mechanic knew the banker thought the managers disguised herself,1
the senators that the architects love and the executives like congratulated themselves,1,the senators that the architects love and the executives like congratulated himself,0
the surgeon that the skater hates and the assistant admires congratulated himself,0,the surgeon that the skater hates and the assistant admires congratulated themselves,0
the senators that the chef hates and the executive hates embarrassed themselves,1,the senators that the chef hates and the executive hates embarrassed herself,1
the senators that the guard loves and the minister admires doubted themselves,1,the senators that the guard loves and the minister admires doubted herself,1
the pilots that the dancer admires and the executive loves injured themselves,1,the pilots that the dancer admires and the executive loves injured himself,0
the officers that the skater loves and the parent admires hated themselves,1,the officers that the skater loves and the parent admires hated himself,0
the authors that the skater admires and the minister hates congratulated themselves,1,the authors that the skater admires and the minister hates congratulated himself,0
the farmers that the dancers like and the taxi drivers admire hated themselves,1,the farmers that the dancers like and the taxi drivers admire hated herself,1
the author that the chefs admire and the executives love congratulated himself,0,the author that the chefs admire and the executives love congratulated themselves,0
the teacher that the chefs like and the executives admire injured herself,0,the teacher that the chefs like and the executives admire injured themselves,1
the officer that the chef loves and the executive admires doubted himself,0,the officer that the chef loves and the executive admires doubted themselves,0
the surgeons that the dancers love and the parents hate hurt themselves,1,the surgeons that the dancers love and the parents hate hurt herself,1
the officers that the chef hates and the executive loves embarrassed themselves,1,the officers that the chef hates and the executive loves embarrassed herself,1
the manager that the skater admires and the minister hates hurt herself,0,the manager that the skater admires and the minister hates hurt themselves,1
the officers that the chef loves and the parent loves disguised themselves,1,the officers that the chef loves and the parent loves disguised herself,1
the consultants that the chefs hate and the taxi drivers admire injured themselves,1,the consultants that the chefs hate and the taxi drivers admire injured himself,0
the farmers that the skaters admire and the executives like disguised themselves,1,the farmers that the skaters admire and the executives like disguised himself,0
the senator that the chefs hate and the assistants hate hated himself,0,the senator that the chefs hate and the assistants hate hated themselves,0
the teacher that the skaters admire and the executives like injured herself,0,the teacher that the skaters admire and the executives like injured themselves,1
the teacher that the architects admire and the executives love injured himself,0,the teacher that the architects admire and the executives love injured themselves,0
the officers that the skater admires and the minister hates injured themselves,1,the officers that the skater admires and the minister hates injured herself,1
the farmers that the skaters admire and the assistants like disguised themselves,1,the farmers that the skaters admire and the assistants like disguised himself,0
the senator that the architect loves and the minister admires hated himself,0,the senator that the architect loves and the minister admires hated themselves,0
the managers that the skaters hate and the taxi drivers hate disguised themselves,1,the managers that the skaters hate and the taxi drivers hate disguised himself,0
the customer that the skaters love and the taxi drivers love embarrassed himself,0,the customer that the skaters love and the taxi drivers love embarrassed themselves,0
the farmer that the dancers hate and the assistants admire hurt himself,0,the farmer that the dancers hate and the assistants admire hurt themselves,0
the authors that the chef loves and the minister likes doubted themselves,1,the authors that the chef loves and the minister likes doubted himself,0
the mechanics knew the bankers said the manager doubted herself,0,the mechanics knew the bankers said the manager doubted themselves,1
the surgeon that the chef hates and the taxi driver hates hated himself,0,the surgeon that the chef hates and the taxi driver hates hated themselves,0
the authors that the architects like and the executives like hurt themselves,1,the authors that the architects like and the executives like hurt himself,0
the farmers that the architects love and the ministers love embarrassed themselves,1,the farmers that the architects love and the ministers love embarrassed himself,0
the senators that the skater likes and the assistant likes hated themselves,1,the senators that the skater likes and the assistant likes hated herself,1
the senator that the architect likes and the executive likes injured herself,0,the senator that the architect likes and the executive likes injured themselves,1
the pilots that the chef hates and the taxi driver admires injured themselves,1,the pilots that the chef hates and the taxi driver admires injured herself,1
the authors that the architects hate and the assistants like hurt themselves,1,the authors that the architects hate and the assistants like hurt herself,1
the customer that the guards hate and the ministers admire disguised himself,0,the customer that the guards hate and the ministers admire disguised themselves,0
the officer that the architect likes and the taxi driver loves hurt herself,0,the officer that the architect likes and the taxi driver loves hurt themselves,1
the authors that the guard admires and the executive admires hated themselves,1,the authors that the guard admires and the executive admires hated herself,1
the manager that the architect hates and the taxi driver likes disguised himself,0,the manager that the architect hates and the taxi driver likes disguised themselves,0
the surgeons that the chefs admire and the taxi drivers hate hated themselves,1,the surgeons that the chefs admire and the taxi drivers hate hated himself,0
the officer that the guards love and the ministers like hated himself,0,the officer that the guards love and the ministers like hated themselves,0
the customer that the guard likes and the minister hates injured herself,0,the customer that the guard likes and the minister hates injured themselves,1
the farmers that the guards like and the assistants admire doubted themselves,1,the farmers that the guards like and the assistants admire doubted herself,1
the manager that the chefs like and the executives love hated himself,0,the manager that the chefs like and the executives love hated themselves,0
the senator that the dancers admire and the assistants like disguised herself,0,the senator that the dancers admire and the assistants like disguised themselves,1
the pilots that the guard admires and the executive admires embarrassed themselves,1,the pilots that the guard admires and the executive admires embarrassed herself,1
the officer that the skater admires and the assistant admires doubted himself,0,the officer that the skater admires and the assistant admires doubted themselves,0
the senators that the chef likes and the assistant loves doubted themselves,1,the senators that the chef likes and the assistant loves doubted herself,1
the surgeons that the chef hates and the minister admires hated themselves,1,the surgeons that the chef hates and the minister admires hated herself,1
the author that the skaters hate and the ministers love congratulated herself,0,the author that the skaters hate and the ministers love congratulated themselves,1
the consultants that the guard hates and the minister likes congratulated themselves,1,the consultants that the guard hates and the minister likes congratulated herself,1
the senators that the dancer loves and the minister hates injured themselves,1,the senators that the dancer loves and the minister hates injured herself,1
the author that the architects admire and the parents love injured herself,0,the author that the architects admire and the parents love injured themselves,1
the consultant that the chefs love and the executives like congratulated himself,0,the consultant that the chefs love and the executives like congratulated themselves,0
the pilots that the chef hates and the taxi driver hates hated themselves,1,the pilots that the chef hates and the taxi driver hates hated himself,0
the customer that the chef likes and the assistant loves hated himself,0,the customer that the chef likes and the assistant loves hated themselves,0
the senators that the architects love and the parents hate injured themselves,1,the senators that the architects love and the parents hate injured himself,0
the authors that the dancer hates and the minister likes hurt themselves,1,the authors that the dancer hates and the minister likes hurt herself,1
the consultant that the chefs like and the ministers hate embarrassed herself,0,the consultant that the chefs like and the ministers hate embarrassed themselves,1
the teachers that the chefs hate and the taxi drivers hate congratulated themselves,1,the teachers that the chefs hate and the taxi drivers hate congratulated herself,1
the pilot that the dancer admires and the assistant hates doubted herself,0,the pilot that the dancer admires and the assistant hates doubted themselves,1
the managers that the dancer loves and the parent hates hated themselves,1,the managers that the dancer loves and the parent hates hated himself,0
the surgeons that the skaters like and the ministers admire hurt themselves,1,the surgeons that the skaters like and the ministers admire hurt himself,0
the consultant that the guards hate and the parents like hurt himself,0,the consultant that the guards hate and the parents like hurt themselves,0
the officers that the architects hate and the executives hate hated themselves,1,the officers that the architects hate and the executives hate hated himself,0
the authors that the architects love and the ministers love embarrassed themselves,1,the authors that the architects love and the ministers love embarrassed herself,1
the authors that the chef hates and the executive likes disguised themselves,1,the authors that the chef hates and the executive likes disguised herself,1
the consultant that the skater admires and the assistant loves hated herself,0,the consultant that the skater admires and the assistant loves hated themselves,1
the senator that the skaters hate and the executives hate doubted herself,0,the senator that the skaters hate and the executives hate doubted themselves,1
the farmer that the chefs love and the taxi drivers like hated herself,0,the farmer that the chefs love and the taxi drivers like hated themselves,1
the customer that the skater loves and the executive loves congratulated himself,0,the customer that the skater loves and the executive loves congratulated themselves,0
the pilot that the guard admires and the executive loves embarrassed herself,0,the pilot that the guard admires and the executive loves embarrassed themselves,1
the pilot that the architect likes and the assistant admires doubted himself,0,the pilot that the architect likes and the assistant admires doubted themselves,0
the mechanic knew the banker knew the managers hated themselves,1,the mechanic knew the banker knew the managers hated herself,1
the pilot that the dancers admire and the taxi drivers hate congratulated himself,0,the pilot that the dancers admire and the taxi drivers hate congratulated themselves,0
the consultants that the guard hates and the assistant admires injured themselves,1,the consultants that the guard hates and the assistant admires injured herself,1
the manager that the architects hate and the parents hate congratulated himself,0,the manager that the architects hate and the parents hate congratulated themselves,0
the surgeons that the dancers hate and the executives like disguised themselves,1,the surgeons that the dancers hate and the executives like disguised herself,1
the customers that the guard hates and the taxi driver loves congratulated themselves,1,the customers that the guard hates and the taxi driver loves congratulated herself,1
the farmer that the guard admires and the taxi driver admires doubted himself,0,the farmer that the guard admires and the taxi driver admires doubted themselves,0
the customers that the dancers like and the assistants like doubted themselves,1,the customers that the dancers like and the assistants like doubted herself,1
the manager that the skaters love and the parents like congratulated herself,0,the manager that the skaters love and the parents like congratulated themselves,1
the farmers that the dancers hate and the parents admire doubted themselves,1,the farmers that the dancers hate and the parents admire doubted herself,1
the farmers that the guards admire and the taxi drivers love doubted themselves,1,the farmers that the guards admire and the taxi drivers love doubted himself,0
the senators that the architects admire and the parents hate doubted themselves,1,the senators that the architects admire and the parents hate doubted herself,1
the authors that the architect hates and the minister likes hurt themselves,1,the authors that the architect hates and the minister likes hurt herself,1
the managers that the architect likes and the taxi driver admires injured themselves,1,the managers that the architect likes and the taxi driver admires injured herself,1
