sentence,labels,ungrammatical,gender
the mechanics thought the consultant hurt herself,0,the mechanics thought the consultant hurt themselves,1
the mechanics thought the consultant injured himself,0,the mechanics thought the consultant injured themselves,0
the mechanics thought the consultant injured herself,0,the mechanics thought the consultant injured themselves,1
the mechanics thought the consultant congratulated himself,0,the mechanics thought the consultant congratulated themselves,0
the mechanics thought the consultant congratulated herself,0,the mechanics thought the consultant congratulated themselves,1
the mechanics thought the consultant embarrassed himself,0,the mechanics thought the consultant embarrassed themselves,0
the mechanics thought the consultant embarrassed herself,0,the mechanics thought the consultant embarrassed themselves,1
the mechanics thought the consultant disguised himself,0,the mechanics thought the consultant disguised themselves,0
the mechanics thought the consultant disguised herself,0,the mechanics thought the consultant disguised themselves,1
the mechanics thought the consultant hated himself,0,the mechanics thought the consultant hated themselves,0
the mechanics thought the consultant hated herself,0,the mechanics thought the consultant hated themselves,1
the mechanics thought the consultant doubted himself,0,the mechanics thought the consultant doubted themselves,0
the mechanics thought the consultant doubted herself,0,the mechanics thought the consultant doubted themselves,1
the mechanics knew the author hurt himself,0,the mechanics knew the author hurt themselves,0
the mechanics knew the author hurt herself,0,the mechanics knew the author hurt themselves,1
the mechanics knew the author injured himself,0,the mechanics knew the author injured themselves,0
the mechanics knew the author injured herself,0,the mechanics knew the author injured themselves,1
the mechanics knew the author congratulated himself,0,the mechanics knew the author congratulated themselves,0
the mechanics knew the author congratulated herself,0,the mechanics knew the author congratulated themselves,1
the mechanics knew the author embarrassed himself,0,the mechanics knew the author embarrassed themselves,0
the mechanics knew the author embarrassed herself,0,the mechanics knew the author embarrassed themselves,1
the mechanics knew the author disguised himself,0,the mechanics knew the author disguised themselves,0
the mechanics knew the author disguised herself,0,the mechanics knew the author disguised themselves,1
the mechanics knew the author hated himself,0,the mechanics knew the author hated themselves,0
the mechanics knew the author hated herself,0,the mechanics knew the author hated themselves,1
the mechanics knew the author doubted himself,0,the mechanics knew the author doubted themselves,0
the mechanics knew the author doubted herself,0,the mechanics knew the author doubted themselves,1
the mechanics knew the pilot hurt himself,0,the mechanics knew the pilot hurt themselves,0
the mechanics knew the pilot hurt herself,0,the mechanics knew the pilot hurt themselves,1
the mechanics knew the pilot injured himself,0,the mechanics knew the pilot injured themselves,0
the mechanics knew the pilot injured herself,0,the mechanics knew the pilot injured themselves,1
the mechanics knew the pilot congratulated himself,0,the mechanics knew the pilot congratulated themselves,0
the mechanics knew the pilot congratulated herself,0,the mechanics knew the pilot congratulated themselves,1
the mechanics knew the pilot embarrassed himself,0,the mechanics knew the pilot embarrassed themselves,0
the mechanics knew the pilot embarrassed herself,0,the mechanics knew the pilot embarrassed themselves,1
the mechanics knew the pilot disguised himself,0,the mechanics knew the pilot disguised themselves,0
the mechanics knew the pilot disguised herself,0,the mechanics knew the pilot disguised themselves,1
the mechanics knew the pilot hated himself,0,the mechanics knew the pilot hated themselves,0
the mechanics knew the pilot hated herself,0,the mechanics knew the pilot hated themselves,1
the mechanics knew the pilot doubted himself,0,the mechanics knew the pilot doubted themselves,0
the mechanics knew the pilot doubted herself,0,the mechanics knew the pilot doubted themselves,1
the mechanics knew the surgeon hurt himself,0,the mechanics knew the surgeon hurt themselves,0
the mechanics knew the surgeon hurt herself,0,the mechanics knew the surgeon hurt themselves,1
the mechanics knew the surgeon injured himself,0,the mechanics knew the surgeon injured themselves,0
the mechanics knew the surgeon injured herself,0,the mechanics knew the surgeon injured themselves,1
the mechanics knew the surgeon congratulated himself,0,the mechanics knew the surgeon congratulated themselves,0
the mechanics knew the surgeon congratulated herself,0,the mechanics knew the surgeon congratulated themselves,1
the mechanics knew the surgeon embarrassed himself,0,the mechanics knew the surgeon embarrassed themselves,0
the mechanics knew the surgeon embarrassed herself,0,the mechanics knew the surgeon embarrassed themselves,1
the mechanics knew the surgeon disguised himself,0,the mechanics knew the surgeon disguised themselves,0
the mechanics knew the surgeon disguised herself,0,the mechanics knew the surgeon disguised themselves,1
the mechanics knew the surgeon hated himself,0,the mechanics knew the surgeon hated themselves,0
the mechanics knew the surgeon hated herself,0,the mechanics knew the surgeon hated themselves,1
the mechanics knew the surgeon doubted himself,0,the mechanics knew the surgeon doubted themselves,0
the mechanics knew the surgeon doubted herself,0,the mechanics knew the surgeon doubted themselves,1
the mechanics knew the farmer hurt himself,0,the mechanics knew the farmer hurt themselves,0
the mechanics knew the farmer hurt herself,0,the mechanics knew the farmer hurt themselves,1
the mechanics knew the farmer injured himself,0,the mechanics knew the farmer injured themselves,0
the mechanics knew the farmer injured herself,0,the mechanics knew the farmer injured themselves,1
the mechanics knew the farmer congratulated himself,0,the mechanics knew the farmer congratulated themselves,0
the mechanics knew the farmer congratulated herself,0,the mechanics knew the farmer congratulated themselves,1
the mechanics knew the farmer embarrassed himself,0,the mechanics knew the farmer embarrassed themselves,0
the mechanics knew the farmer embarrassed herself,0,the mechanics knew the farmer embarrassed themselves,1
the mechanics knew the farmer disguised himself,0,the mechanics knew the farmer disguised themselves,0
the mechanics knew the farmer disguised herself,0,the mechanics knew the farmer disguised themselves,1
the mechanics knew the farmer hated himself,0,the mechanics knew the farmer hated themselves,0
the mechanics knew the farmer hated herself,0,the mechanics knew the farmer hated themselves,1
the mechanics knew the farmer doubted himself,0,the mechanics knew the farmer doubted themselves,0
the mechanics knew the farmer doubted herself,0,the mechanics knew the farmer doubted themselves,1
the mechanics knew the manager hurt himself,0,the mechanics knew the manager hurt themselves,0
the mechanics knew the manager hurt herself,0,the mechanics knew the manager hurt themselves,1
the mechanics knew the manager injured himself,0,the mechanics knew the manager injured themselves,0
the mechanics knew the manager injured herself,0,the mechanics knew the manager injured themselves,1
the mechanics knew the manager congratulated himself,0,the mechanics knew the manager congratulated themselves,0
the mechanics knew the manager congratulated herself,0,the mechanics knew the manager congratulated themselves,1
the mechanics knew the manager embarrassed himself,0,the mechanics knew the manager embarrassed themselves,0
the mechanics knew the manager embarrassed herself,0,the mechanics knew the manager embarrassed themselves,1
the mechanics knew the manager disguised himself,0,the mechanics knew the manager disguised themselves,0
the mechanics knew the manager disguised herself,0,the mechanics knew the manager disguised themselves,1
the mechanics knew the manager hated himself,0,the mechanics knew the manager hated themselves,0
the mechanics knew the manager hated herself,0,the mechanics knew the manager hated themselves,1
the mechanics knew the manager doubted himself,0,the mechanics knew the manager doubted themselves,0
the mechanics knew the manager doubted herself,0,the mechanics knew the manager doubted themselves,1
the mechanics knew the customer hurt himself,0,the mechanics knew the customer hurt themselves,0
the mechanics knew the customer hurt herself,0,the mechanics knew the customer hurt themselves,1
the mechanics knew the customer injured himself,0,the mechanics knew the customer injured themselves,0
the mechanics knew the customer injured herself,0,the mechanics knew the customer injured themselves,1
the mechanics knew the customer congratulated himself,0,the mechanics knew the customer congratulated themselves,0
the mechanics knew the customer congratulated herself,0,the mechanics knew the customer congratulated themselves,1
the mechanics knew the customer embarrassed himself,0,the mechanics knew the customer embarrassed themselves,0
the mechanics knew the customer embarrassed herself,0,the mechanics knew the customer embarrassed themselves,1
the mechanics knew the customer disguised himself,0,the mechanics knew the customer disguised themselves,0
the mechanics knew the customer disguised herself,0,the mechanics knew the customer disguised themselves,1
the mechanics knew the customer hated himself,0,the mechanics knew the customer hated themselves,0
the mechanics knew the customer hated herself,0,the mechanics knew the customer hated themselves,1
the mechanics knew the customer doubted himself,0,the mechanics knew the customer doubted themselves,0
the mechanics knew the customer doubted herself,0,the mechanics knew the customer doubted themselves,1
the mechanics knew the officer hurt himself,0,the mechanics knew the officer hurt themselves,0
the mechanics knew the officer hurt herself,0,the mechanics knew the officer hurt themselves,1
the mechanics knew the officer injured himself,0,the mechanics knew the officer injured themselves,0
the mechanics knew the officer injured herself,0,the mechanics knew the officer injured themselves,1
the mechanics knew the officer congratulated himself,0,the mechanics knew the officer congratulated themselves,0
the mechanics knew the officer congratulated herself,0,the mechanics knew the officer congratulated themselves,1
the mechanics knew the officer embarrassed himself,0,the mechanics knew the officer embarrassed themselves,0
the mechanics knew the officer embarrassed herself,0,the mechanics knew the officer embarrassed themselves,1
the mechanics knew the officer disguised himself,0,the mechanics knew the officer disguised themselves,0
the mechanics knew the officer disguised herself,0,the mechanics knew the officer disguised themselves,1
the mechanics knew the officer hated himself,0,the mechanics knew the officer hated themselves,0
the mechanics knew the officer hated herself,0,the mechanics knew the officer hated themselves,1
the mechanics knew the officer doubted himself,0,the mechanics knew the officer doubted themselves,0
the mechanics knew the officer doubted herself,0,the mechanics knew the officer doubted themselves,1
the mechanics knew the teacher hurt himself,0,the mechanics knew the teacher hurt themselves,0
the mechanics knew the teacher hurt herself,0,the mechanics knew the teacher hurt themselves,1
the mechanics knew the teacher injured himself,0,the mechanics knew the teacher injured themselves,0
the mechanics knew the teacher injured herself,0,the mechanics knew the teacher injured themselves,1
the mechanics knew the teacher congratulated himself,0,the mechanics knew the teacher congratulated themselves,0
the mechanics knew the teacher congratulated herself,0,the mechanics knew the teacher congratulated themselves,1
the mechanics knew the teacher embarrassed himself,0,the mechanics knew the teacher embarrassed themselves,0
the mechanics knew the teacher embarrassed herself,0,the mechanics knew the teacher embarrassed themselves,1
the mechanics knew the teacher disguised himself,0,the mechanics knew the teacher disguised themselves,0
the mechanics knew the teacher disguised herself,0,the mechanics knew the teacher disguised themselves,1
the mechanics knew the teacher hated himself,0,the mechanics knew the teacher hated themselves,0
the mechanics knew the teacher hated herself,0,the mechanics knew the teacher hated themselves,1
the mechanics knew the teacher doubted himself,0,the mechanics knew the teacher doubted themselves,0
the mechanics knew the teacher doubted herself,0,the mechanics knew the teacher doubted themselves,1
the mechanics knew the senator hurt himself,0,the mechanics knew the senator hurt themselves,0
the mechanics knew the senator hurt herself,0,the mechanics knew the senator hurt themselves,1
the mechanics knew the senator injured himself,0,the mechanics knew the senator injured themselves,0
the mechanics knew the senator injured herself,0,the mechanics knew the senator injured themselves,1
the mechanics knew the senator congratulated himself,0,the mechanics knew the senator congratulated themselves,0
the mechanics knew the senator congratulated herself,0,the mechanics knew the senator congratulated themselves,1
the mechanics knew the senator embarrassed himself,0,the mechanics knew the senator embarrassed themselves,0
the mechanics knew the senator embarrassed herself,0,the mechanics knew the senator embarrassed themselves,1
the mechanics knew the senator disguised himself,0,the mechanics knew the senator disguised themselves,0
the mechanics knew the senator disguised herself,0,the mechanics knew the senator disguised themselves,1
the mechanics knew the senator hated himself,0,the mechanics knew the senator hated themselves,0
the mechanics knew the senator hated herself,0,the mechanics knew the senator hated themselves,1
the mechanics knew the senator doubted himself,0,the mechanics knew the senator doubted themselves,0
the mechanics knew the senator doubted herself,0,the mechanics knew the senator doubted themselves,1
the mechanics knew the consultant hurt himself,0,the mechanics knew the consultant hurt themselves,0
the mechanics knew the consultant hurt herself,0,the mechanics knew the consultant hurt themselves,1
the mechanics knew the consultant injured himself,0,the mechanics knew the consultant injured themselves,0
the mechanics knew the consultant injured herself,0,the mechanics knew the consultant injured themselves,1
the mechanics knew the consultant congratulated himself,0,the mechanics knew the consultant congratulated themselves,0
the mechanics knew the consultant congratulated herself,0,the mechanics knew the consultant congratulated themselves,1
the mechanics knew the consultant embarrassed himself,0,the mechanics knew the consultant embarrassed themselves,0
the mechanics knew the consultant embarrassed herself,0,the mechanics knew the consultant embarrassed themselves,1
the mechanics knew the consultant disguised himself,0,the mechanics knew the consultant disguised themselves,0
the mechanics knew the consultant disguised herself,0,the mechanics knew the consultant disguised themselves,1
the mechanics knew the consultant hated himself,0,the mechanics knew the consultant hated themselves,0
the mechanics knew the consultant hated herself,0,the mechanics knew the consultant hated themselves,1
the mechanics knew the consultant doubted himself,0,the mechanics knew the consultant doubted themselves,0
the mechanics knew the consultant doubted herself,0,the mechanics knew the consultant doubted themselves,1
the bankers said the author hurt himself,0,the bankers said the author hurt themselves,0
the bankers said the author hurt herself,0,the bankers said the author hurt themselves,1
the bankers said the author injured himself,0,the bankers said the author injured themselves,0
the bankers said the author injured herself,0,the bankers said the author injured themselves,1
the bankers said the author congratulated himself,0,the bankers said the author congratulated themselves,0
the bankers said the author congratulated herself,0,the bankers said the author congratulated themselves,1
the bankers said the author embarrassed himself,0,the bankers said the author embarrassed themselves,0
the bankers said the author embarrassed herself,0,the bankers said the author embarrassed themselves,1
the bankers said the author disguised himself,0,the bankers said the author disguised themselves,0
the bankers said the author disguised herself,0,the bankers said the author disguised themselves,1
the bankers said the author hated himself,0,the bankers said the author hated themselves,0
the bankers said the author hated herself,0,the bankers said the author hated themselves,1
the bankers said the author doubted himself,0,the bankers said the author doubted themselves,0
the bankers said the author doubted herself,0,the bankers said the author doubted themselves,1
the bankers said the pilot hurt himself,0,the bankers said the pilot hurt themselves,0
the bankers said the pilot hurt herself,0,the bankers said the pilot hurt themselves,1
the bankers said the pilot injured himself,0,the bankers said the pilot injured themselves,0
the bankers said the pilot injured herself,0,the bankers said the pilot injured themselves,1
the bankers said the pilot congratulated himself,0,the bankers said the pilot congratulated themselves,0
the bankers said the pilot congratulated herself,0,the bankers said the pilot congratulated themselves,1
the bankers said the pilot embarrassed himself,0,the bankers said the pilot embarrassed themselves,0
the bankers said the pilot embarrassed herself,0,the bankers said the pilot embarrassed themselves,1
the bankers said the pilot disguised himself,0,the bankers said the pilot disguised themselves,0
the bankers said the pilot disguised herself,0,the bankers said the pilot disguised themselves,1
the bankers said the pilot hated himself,0,the bankers said the pilot hated themselves,0
the bankers said the pilot hated herself,0,the bankers said the pilot hated themselves,1
the bankers said the pilot doubted himself,0,the bankers said the pilot doubted themselves,0
the bankers said the pilot doubted herself,0,the bankers said the pilot doubted themselves,1
the bankers said the surgeon hurt himself,0,the bankers said the surgeon hurt themselves,0
the bankers said the surgeon hurt herself,0,the bankers said the surgeon hurt themselves,1
the bankers said the surgeon injured himself,0,the bankers said the surgeon injured themselves,0
the bankers said the surgeon injured herself,0,the bankers said the surgeon injured themselves,1
the bankers said the surgeon congratulated himself,0,the bankers said the surgeon congratulated themselves,0
the bankers said the surgeon congratulated herself,0,the bankers said the surgeon congratulated themselves,1
the bankers said the surgeon embarrassed himself,0,the bankers said the surgeon embarrassed themselves,0
the bankers said the surgeon embarrassed herself,0,the bankers said the surgeon embarrassed themselves,1
the bankers said the surgeon disguised himself,0,the bankers said the surgeon disguised themselves,0
the bankers said the surgeon disguised herself,0,the bankers said the surgeon disguised themselves,1
the bankers said the surgeon hated himself,0,the bankers said the surgeon hated themselves,0
the bankers said the surgeon hated herself,0,the bankers said the surgeon hated themselves,1
the bankers said the surgeon doubted himself,0,the bankers said the surgeon doubted themselves,0
the bankers said the surgeon doubted herself,0,the bankers said the surgeon doubted themselves,1
the bankers said the farmer hurt himself,0,the bankers said the farmer hurt themselves,0
the bankers said the farmer hurt herself,0,the bankers said the farmer hurt themselves,1
the bankers said the farmer injured himself,0,the bankers said the farmer injured themselves,0
the bankers said the farmer injured herself,0,the bankers said the farmer injured themselves,1
the bankers said the farmer congratulated himself,0,the bankers said the farmer congratulated themselves,0
the bankers said the farmer congratulated herself,0,the bankers said the farmer congratulated themselves,1
the bankers said the farmer embarrassed himself,0,the bankers said the farmer embarrassed themselves,0
the bankers said the farmer embarrassed herself,0,the bankers said the farmer embarrassed themselves,1
the bankers said the farmer disguised himself,0,the bankers said the farmer disguised themselves,0
the bankers said the farmer disguised herself,0,the bankers said the farmer disguised themselves,1
the bankers said the farmer hated himself,0,the bankers said the farmer hated themselves,0
the bankers said the farmer hated herself,0,the bankers said the farmer hated themselves,1
the bankers said the farmer doubted himself,0,the bankers said the farmer doubted themselves,0
the bankers said the farmer doubted herself,0,the bankers said the farmer doubted themselves,1
the bankers said the manager hurt himself,0,the bankers said the manager hurt themselves,0
the bankers said the manager hurt herself,0,the bankers said the manager hurt themselves,1
the bankers said the manager injured himself,0,the bankers said the manager injured themselves,0
the bankers said the manager injured herself,0,the bankers said the manager injured themselves,1
the bankers said the manager congratulated himself,0,the bankers said the manager congratulated themselves,0
the bankers said the manager congratulated herself,0,the bankers said the manager congratulated themselves,1
the bankers said the manager embarrassed himself,0,the bankers said the manager embarrassed themselves,0
the bankers said the manager embarrassed herself,0,the bankers said the manager embarrassed themselves,1
the bankers said the manager disguised himself,0,the bankers said the manager disguised themselves,0
the bankers said the manager disguised herself,0,the bankers said the manager disguised themselves,1
the bankers said the manager hated himself,0,the bankers said the manager hated themselves,0
the bankers said the manager hated herself,0,the bankers said the manager hated themselves,1
the bankers said the manager doubted himself,0,the bankers said the manager doubted themselves,0
the bankers said the manager doubted herself,0,the bankers said the manager doubted themselves,1
the bankers said the customer hurt himself,0,the bankers said the customer hurt themselves,0
the bankers said the customer hurt herself,0,the bankers said the customer hurt themselves,1
the bankers said the customer injured himself,0,the bankers said the customer injured themselves,0
the bankers said the customer injured herself,0,the bankers said the customer injured themselves,1
the bankers said the customer congratulated himself,0,the bankers said the customer congratulated themselves,0
the bankers said the customer congratulated herself,0,the bankers said the customer congratulated themselves,1
the bankers said the customer embarrassed himself,0,the bankers said the customer embarrassed themselves,0
the bankers said the customer embarrassed herself,0,the bankers said the customer embarrassed themselves,1
the bankers said the customer disguised himself,0,the bankers said the customer disguised themselves,0
the bankers said the customer disguised herself,0,the bankers said the customer disguised themselves,1
the bankers said the customer hated himself,0,the bankers said the customer hated themselves,0
the bankers said the customer hated herself,0,the bankers said the customer hated themselves,1
the bankers said the customer doubted himself,0,the bankers said the customer doubted themselves,0
the bankers said the customer doubted herself,0,the bankers said the customer doubted themselves,1
the bankers said the officer hurt himself,0,the bankers said the officer hurt themselves,0
the bankers said the officer hurt herself,0,the bankers said the officer hurt themselves,1
the bankers said the officer injured himself,0,the bankers said the officer injured themselves,0
the bankers said the officer injured herself,0,the bankers said the officer injured themselves,1
the bankers said the officer congratulated himself,0,the bankers said the officer congratulated themselves,0
the bankers said the officer congratulated herself,0,the bankers said the officer congratulated themselves,1
the bankers said the officer embarrassed himself,0,the bankers said the officer embarrassed themselves,0
the bankers said the officer embarrassed herself,0,the bankers said the officer embarrassed themselves,1
the bankers said the officer disguised himself,0,the bankers said the officer disguised themselves,0
the bankers said the officer disguised herself,0,the bankers said the officer disguised themselves,1
the bankers said the officer hated himself,0,the bankers said the officer hated themselves,0
the bankers said the officer hated herself,0,the bankers said the officer hated themselves,1
the bankers said the officer doubted himself,0,the bankers said the officer doubted themselves,0
the bankers said the officer doubted herself,0,the bankers said the officer doubted themselves,1
the bankers said the teacher hurt himself,0,the bankers said the teacher hurt themselves,0
the bankers said the teacher hurt herself,0,the bankers said the teacher hurt themselves,1
the bankers said the teacher injured himself,0,the bankers said the teacher injured themselves,0
the bankers said the teacher injured herself,0,the bankers said the teacher injured themselves,1
the bankers said the teacher congratulated himself,0,the bankers said the teacher congratulated themselves,0
the bankers said the teacher congratulated herself,0,the bankers said the teacher congratulated themselves,1
the bankers said the teacher embarrassed himself,0,the bankers said the teacher embarrassed themselves,0
the bankers said the teacher embarrassed herself,0,the bankers said the teacher embarrassed themselves,1
the bankers said the teacher disguised himself,0,the bankers said the teacher disguised themselves,0
the bankers said the teacher disguised herself,0,the bankers said the teacher disguised themselves,1
the bankers said the teacher hated himself,0,the bankers said the teacher hated themselves,0
the bankers said the teacher hated herself,0,the bankers said the teacher hated themselves,1
the bankers said the teacher doubted himself,0,the bankers said the teacher doubted themselves,0
the bankers said the teacher doubted herself,0,the bankers said the teacher doubted themselves,1
the bankers said the senator hurt himself,0,the bankers said the senator hurt themselves,0
the bankers said the senator hurt herself,0,the bankers said the senator hurt themselves,1
the bankers said the senator injured himself,0,the bankers said the senator injured themselves,0
the bankers said the senator injured herself,0,the bankers said the senator injured themselves,1
the bankers said the senator congratulated himself,0,the bankers said the senator congratulated themselves,0
the bankers said the senator congratulated herself,0,the bankers said the senator congratulated themselves,1
the bankers said the senator embarrassed himself,0,the bankers said the senator embarrassed themselves,0
the bankers said the senator embarrassed herself,0,the bankers said the senator embarrassed themselves,1
the bankers said the senator disguised himself,0,the bankers said the senator disguised themselves,0
the bankers said the senator disguised herself,0,the bankers said the senator disguised themselves,1
the bankers said the senator hated himself,0,the bankers said the senator hated themselves,0
the bankers said the senator hated herself,0,the bankers said the senator hated themselves,1
the bankers said the senator doubted himself,0,the bankers said the senator doubted themselves,0
the bankers said the senator doubted herself,0,the bankers said the senator doubted themselves,1
the bankers said the consultant hurt himself,0,the bankers said the consultant hurt themselves,0
the bankers said the consultant hurt herself,0,the bankers said the consultant hurt themselves,1
the bankers said the consultant injured himself,0,the bankers said the consultant injured themselves,0
the bankers said the consultant injured herself,0,the bankers said the consultant injured themselves,1
the bankers said the consultant congratulated himself,0,the bankers said the consultant congratulated themselves,0
the bankers said the consultant congratulated herself,0,the bankers said the consultant congratulated themselves,1
the bankers said the consultant embarrassed himself,0,the bankers said the consultant embarrassed themselves,0
the bankers said the consultant embarrassed herself,0,the bankers said the consultant embarrassed themselves,1
the bankers said the consultant disguised himself,0,the bankers said the consultant disguised themselves,0
the bankers said the consultant disguised herself,0,the bankers said the consultant disguised themselves,1
the bankers said the consultant hated himself,0,the bankers said the consultant hated themselves,0
the bankers said the consultant hated herself,0,the bankers said the consultant hated themselves,1
the bankers said the consultant doubted himself,0,the bankers said the consultant doubted themselves,0
the bankers said the consultant doubted herself,0,the bankers said the consultant doubted themselves,1
the bankers thought the author hurt himself,0,the bankers thought the author hurt themselves,0
the bankers thought the author hurt herself,0,the bankers thought the author hurt themselves,1
the bankers thought the author injured himself,0,the bankers thought the author injured themselves,0
the bankers thought the author injured herself,0,the bankers thought the author injured themselves,1
the bankers thought the author congratulated himself,0,the bankers thought the author congratulated themselves,0
the bankers thought the author congratulated herself,0,the bankers thought the author congratulated themselves,1
the bankers thought the author embarrassed himself,0,the bankers thought the author embarrassed themselves,0
the bankers thought the author embarrassed herself,0,the bankers thought the author embarrassed themselves,1
the bankers thought the author disguised himself,0,the bankers thought the author disguised themselves,0
the bankers thought the author disguised herself,0,the bankers thought the author disguised themselves,1
the bankers thought the author hated himself,0,the bankers thought the author hated themselves,0
the bankers thought the author hated herself,0,the bankers thought the author hated themselves,1
the bankers thought the author doubted himself,0,the bankers thought the author doubted themselves,0
the bankers thought the author doubted herself,0,the bankers thought the author doubted themselves,1
the bankers thought the pilot hurt himself,0,the bankers thought the pilot hurt themselves,0
the bankers thought the pilot hurt herself,0,the bankers thought the pilot hurt themselves,1
the bankers thought the pilot injured himself,0,the bankers thought the pilot injured themselves,0
the bankers thought the pilot injured herself,0,the bankers thought the pilot injured themselves,1
the bankers thought the pilot congratulated himself,0,the bankers thought the pilot congratulated themselves,0
the bankers thought the pilot congratulated herself,0,the bankers thought the pilot congratulated themselves,1
the bankers thought the pilot embarrassed himself,0,the bankers thought the pilot embarrassed themselves,0
the bankers thought the pilot embarrassed herself,0,the bankers thought the pilot embarrassed themselves,1
the bankers thought the pilot disguised himself,0,the bankers thought the pilot disguised themselves,0
the bankers thought the pilot disguised herself,0,the bankers thought the pilot disguised themselves,1
the bankers thought the pilot hated himself,0,the bankers thought the pilot hated themselves,0
the bankers thought the pilot hated herself,0,the bankers thought the pilot hated themselves,1
the bankers thought the pilot doubted himself,0,the bankers thought the pilot doubted themselves,0
the bankers thought the pilot doubted herself,0,the bankers thought the pilot doubted themselves,1
the bankers thought the surgeon hurt himself,0,the bankers thought the surgeon hurt themselves,0
the bankers thought the surgeon hurt herself,0,the bankers thought the surgeon hurt themselves,1
the bankers thought the surgeon injured himself,0,the bankers thought the surgeon injured themselves,0
the bankers thought the surgeon injured herself,0,the bankers thought the surgeon injured themselves,1
the bankers thought the surgeon congratulated himself,0,the bankers thought the surgeon congratulated themselves,0
the bankers thought the surgeon congratulated herself,0,the bankers thought the surgeon congratulated themselves,1
the bankers thought the surgeon embarrassed himself,0,the bankers thought the surgeon embarrassed themselves,0
the bankers thought the surgeon embarrassed herself,0,the bankers thought the surgeon embarrassed themselves,1
the bankers thought the surgeon disguised himself,0,the bankers thought the surgeon disguised themselves,0
the bankers thought the surgeon disguised herself,0,the bankers thought the surgeon disguised themselves,1
the bankers thought the surgeon hated himself,0,the bankers thought the surgeon hated themselves,0
the bankers thought the surgeon hated herself,0,the bankers thought the surgeon hated themselves,1
the bankers thought the surgeon doubted himself,0,the bankers thought the surgeon doubted themselves,0
the bankers thought the surgeon doubted herself,0,the bankers thought the surgeon doubted themselves,1
the bankers thought the farmer hurt himself,0,the bankers thought the farmer hurt themselves,0
the bankers thought the farmer hurt herself,0,the bankers thought the farmer hurt themselves,1
the bankers thought the farmer injured himself,0,the bankers thought the farmer injured themselves,0
the bankers thought the farmer injured herself,0,the bankers thought the farmer injured themselves,1
the bankers thought the farmer congratulated himself,0,the bankers thought the farmer congratulated themselves,0
the bankers thought the farmer congratulated herself,0,the bankers thought the farmer congratulated themselves,1
the bankers thought the farmer embarrassed himself,0,the bankers thought the farmer embarrassed themselves,0
the bankers thought the farmer embarrassed herself,0,the bankers thought the farmer embarrassed themselves,1
the bankers thought the farmer disguised himself,0,the bankers thought the farmer disguised themselves,0
the bankers thought the farmer disguised herself,0,the bankers thought the farmer disguised themselves,1
the bankers thought the farmer hated himself,0,the bankers thought the farmer hated themselves,0
the bankers thought the farmer hated herself,0,the bankers thought the farmer hated themselves,1
the bankers thought the farmer doubted himself,0,the bankers thought the farmer doubted themselves,0
the bankers thought the farmer doubted herself,0,the bankers thought the farmer doubted themselves,1
the bankers thought the manager hurt himself,0,the bankers thought the manager hurt themselves,0
the bankers thought the manager hurt herself,0,the bankers thought the manager hurt themselves,1
the bankers thought the manager injured himself,0,the bankers thought the manager injured themselves,0
the bankers thought the manager injured herself,0,the bankers thought the manager injured themselves,1
the bankers thought the manager congratulated himself,0,the bankers thought the manager congratulated themselves,0
the bankers thought the manager congratulated herself,0,the bankers thought the manager congratulated themselves,1
the bankers thought the manager embarrassed himself,0,the bankers thought the manager embarrassed themselves,0
the bankers thought the manager embarrassed herself,0,the bankers thought the manager embarrassed themselves,1
the bankers thought the manager disguised himself,0,the bankers thought the manager disguised themselves,0
the bankers thought the manager disguised herself,0,the bankers thought the manager disguised themselves,1
the bankers thought the manager hated himself,0,the bankers thought the manager hated themselves,0
the bankers thought the manager hated herself,0,the bankers thought the manager hated themselves,1
the bankers thought the manager doubted himself,0,the bankers thought the manager doubted themselves,0
the bankers thought the manager doubted herself,0,the bankers thought the manager doubted themselves,1
the bankers thought the customer hurt himself,0,the bankers thought the customer hurt themselves,0
the bankers thought the customer hurt herself,0,the bankers thought the customer hurt themselves,1
the bankers thought the customer injured himself,0,the bankers thought the customer injured themselves,0
the bankers thought the customer injured herself,0,the bankers thought the customer injured themselves,1
the bankers thought the customer congratulated himself,0,the bankers thought the customer congratulated themselves,0
the bankers thought the customer congratulated herself,0,the bankers thought the customer congratulated themselves,1
the bankers thought the customer embarrassed himself,0,the bankers thought the customer embarrassed themselves,0
the bankers thought the customer embarrassed herself,0,the bankers thought the customer embarrassed themselves,1
the bankers thought the customer disguised himself,0,the bankers thought the customer disguised themselves,0
the bankers thought the customer disguised herself,0,the bankers thought the customer disguised themselves,1
the bankers thought the customer hated himself,0,the bankers thought the customer hated themselves,0
the bankers thought the customer hated herself,0,the bankers thought the customer hated themselves,1
the bankers thought the customer doubted himself,0,the bankers thought the customer doubted themselves,0
the bankers thought the customer doubted herself,0,the bankers thought the customer doubted themselves,1
the bankers thought the officer hurt himself,0,the bankers thought the officer hurt themselves,0
the bankers thought the officer hurt herself,0,the bankers thought the officer hurt themselves,1
the bankers thought the officer injured himself,0,the bankers thought the officer injured themselves,0
the bankers thought the officer injured herself,0,the bankers thought the officer injured themselves,1
the bankers thought the officer congratulated himself,0,the bankers thought the officer congratulated themselves,0
the bankers thought the officer congratulated herself,0,the bankers thought the officer congratulated themselves,1
the bankers thought the officer embarrassed himself,0,the bankers thought the officer embarrassed themselves,0
