sentence,labels
the officer that the architect admires,0
the game that the taxi driver hates,0
the manager that the guard loves,0
the manager near the chefs,0
the officer that the taxi drivers like,0
the author that the guards admire,0
the farmer that the taxi drivers hate,0
the author next to the taxi driver,0
the farmer across from the taxi driver,0
the pilot that the executive admires,0
the picture from the assistant,0
the show that the chef loves,0
the author near the executive,0
the surgeon in front of the dancer,0
the author to the side of the parents,0
the author across from the executive,0
the manager that the executive loves,0
the book that the assistants love,0
the teacher that the skaters hate,0
the senator near the architects,0
the customer near the taxi driver,0
the poem that the parents love,0
the farmer across from the minister,0
the senator to the side of the taxi drivers,0
the song that the skater loves,0
the pilot near the taxi drivers,0
the movie that the assistant hates,0
the manager behind the guards,0
the surgeon in front of the ministers,0
the author that the chef admires,0
the farmer that the dancers hate,0
the song that the executive hates,0
the author behind the parent,0
the farmer across from the chef,0
the painting that the guards like,0
the manager next to the architects,0
the manager to the side of the assistants,0
the song that the taxi driver loves,0
the senator behind the chefs,0
the picture from the skater,0
the painting that the taxi driver loves,0
the customer across from the minister,0
the customer behind the executives,0
the teacher near the architects,0
the farmer to the side of the assistant,0
the book from the parent,0
the senator in front of the taxi driver,0
the manager that the ministers love,0
the teacher next to the dancers,0
the show that the taxi drivers admire,0
the officer in front of the ministers,0
the surgeon to the side of the chefs,0
the novel that the skater hates,0
the movie by the executive,0
the senator near the guard,0
the song by the guards,0
the author that the dancers hate,0
the surgeon that the guards love,0
the officer that the skater loves,0
the farmer that the skaters admire,0
the novel from the taxi driver,0
the manager in front of the minister,0
the surgeon near the architects,0
the consultant across from the parent,0
the pilot near the minister,0
the farmer that the taxi driver admires,0
the customer that the skaters love,0
the manager in front of the parent,0
the customer that the dancer hates,0
the consultant that the parent admires,0
the surgeon next to the executive,0
the picture from the architect,0
the manager to the side of the guard,0
the farmer to the side of the guards,0
the manager next to the executive,0
the teacher that the executive hates,0
the senator that the ministers hate,0
the painting by the skaters,0
the teacher that the architects like,0
the movie that the parents like,0
the senator behind the executives,0
the senator that the architect admires,0
the game that the guard hates,0
the poem that the assistants admire,0
the senator near the architect,0
the author near the dancers,0
the novel by the minister,0
the surgeon that the executives hate,0
the novel from the guard,0
the senator across from the taxi drivers,0
the movie that the skaters love,0
the consultant that the assistant likes,0
the show that the chefs admire,0
the officer behind the dancer,0
the movie that the assistants admire,0
the customer that the guard loves,0
the consultant that the dancer admires,0
the senator that the chef likes,0
the pilot in front of the guards,0
the song by the ministers,0
the pilot that the minister loves,0
the consultant that the dancers like,0
the book that the dancer likes,0
the senator across from the assistant,0
the consultant next to the parents,0
the song from the ministers,0
the show by the architect,0
the book that the minister hates,0
the teacher that the guard loves,0
the pilot that the guard likes,0
the customer to the side of the assistant,0
the novel that the assistant loves,0
the manager to the side of the assistant,0
the officer that the ministers admire,0
the book by the dancers,0
the show by the parent,0
the manager near the skaters,0
the senator near the minister,0
the pilot in front of the parents,0
the teacher near the ministers,0
the show that the guard likes,0
the senator that the dancer hates,0
the officer near the assistant,0
the officer that the chefs admire,0
the poem that the architect hates,0
the customer to the side of the skaters,0
the game by the taxi driver,0
the manager behind the parent,0
the game from the architect,0
the picture that the minister loves,0
the song that the dancers admire,0
the senator that the skater hates,0
the show that the ministers love,0
the customer that the architect hates,0
the surgeon that the dancers hate,0
the farmer near the parent,0
the officer that the architect loves,0
the pilot that the taxi drivers hate,0
the surgeon across from the assistant,0
the painting by the taxi driver,0
the poem by the taxi driver,0
the farmer near the executives,0
the customer that the parents admire,0
the painting that the chefs love,0
the senator behind the parents,0
the pilot to the side of the guard,0
the surgeon behind the skaters,0
the picture by the assistants,0
the teacher that the chef likes,0
the officer that the dancers admire,0
the book that the guards love,0
the officer to the side of the skater,0
the book that the parents love,0
the show that the architects like,0
the customer behind the dancer,0
the manager across from the executive,0
the senator across from the dancers,0
the painting that the skaters hate,0
the manager next to the chefs,0
the book that the parent admires,0
the senator that the taxi drivers admire,0
the author across from the assistant,0
the senator near the parents,0
the painting by the dancer,0
the poem that the architects love,0
the painting from the minister,0
the customer that the chef hates,0
the manager behind the skaters,0
the book by the assistants,0
the pilot behind the ministers,0
the picture by the guard,0
the pilot that the skaters like,0
the game that the ministers like,0
the teacher next to the minister,0
the teacher that the taxi driver likes,0
the manager that the assistants love,0
the officer to the side of the assistant,0
the surgeon next to the dancers,0
the pilot that the minister hates,0
the farmer across from the chefs,0
the teacher that the dancers love,0
the farmer next to the guard,0
the game by the ministers,0
the poem that the chefs admire,0
the song that the skater admires,0
the pilot that the assistant admires,0
the officer that the parents admire,0
the song that the executive likes,0
the farmer across from the executives,0
the author that the parent loves,0
the game that the dancer admires,0
the manager next to the dancers,0
the senator in front of the assistants,0
the novel by the parents,0
the consultant near the ministers,0
the consultant that the guards admire,0
the senator across from the ministers,0
the teacher behind the dancer,0
the consultant next to the guards,0
the teacher that the ministers hate,0
the consultant that the taxi driver hates,0
the customer that the assistant likes,0
the consultant that the ministers love,0
the picture by the skaters,0
the picture that the chef admires,0
the consultant across from the minister,0
the senator next to the chef,0
the show that the taxi driver admires,0
the surgeon near the dancers,0
the senator behind the architect,0
the show that the skater loves,0
the surgeon that the assistants admire,0
the author that the architects love,0
the senator across from the guards,0
the book from the guard,0
the game from the taxi driver,0
the customer next to the guards,0
the poem that the skater admires,0
the manager across from the parents,0
the movie that the chef likes,0
the senator next to the ministers,0
the show from the skaters,0
the game by the executives,0
the teacher next to the chef,0
the book that the executives love,0
the author that the guards hate,0
the consultant near the executive,0
the farmer across from the architects,0
the pilot that the assistants admire,0
the manager that the taxi driver admires,0
the book that the skaters love,0
the surgeon that the executives love,0
the teacher that the assistant loves,0
the song that the guard likes,0
the pilot to the side of the architect,0
the teacher that the assistant likes,0
the manager that the skater likes,0
the consultant in front of the assistants,0
the game by the architect,0
the show that the parent admires,0
the officer that the skaters love,0
the consultant across from the guard,0
the teacher across from the taxi drivers,0
the officer behind the taxi driver,0
the manager near the assistant,0
the author across from the chefs,0
the pilot across from the guard,0
the teacher across from the minister,0
the game that the executives hate,0
the author that the guard hates,0
the surgeon across from the ministers,0
the poem that the architects like,0
the surgeon that the guard hates,0
the pilot behind the skater,0
the farmer near the guard,0
the farmer near the chefs,0
the author near the assistants,0
the consultant behind the architects,0
the book that the skater loves,0
the movie from the chef,0
the pilot that the parents admire,0
the customer in front of the dancer,0
the farmer in front of the minister,0
the consultant that the skaters love,0
the pilot to the side of the skater,0
the game that the executive likes,0
the song that the skater likes,0
the novel from the ministers,0
the senator in front of the assistant,0
the movie that the dancer loves,0
the painting that the guards love,0
the teacher that the assistants admire,0
the author that the skaters hate,0
the book that the taxi drivers like,0
the author that the minister loves,0
the song that the taxi driver likes,0
the painting that the skaters like,0
the manager next to the skater,0
the teacher across from the parents,0
the consultant that the parent likes,0
the movie that the taxi driver admires,0
the senator next to the architect,0
the senator in front of the parent,0
the officer that the ministers hate,0
the book that the parent likes,0
the game from the guards,0
the manager to the side of the architect,0
the teacher behind the taxi drivers,0
the game by the parents,0
the teacher that the chef hates,0
the teacher near the guards,0
the movie that the taxi driver likes,0
the customer that the assistant loves,0
the painting by the parent,0
the pilot that the guards hate,0
the teacher that the architects admire,0
the song that the architects admire,0
the movie that the guard loves,0
the senator across from the assistants,0
the painting that the assistants like,0
the officer in front of the executive,0
the movie that the architects like,0
the farmer behind the guards,0
the pilot to the side of the architects,0
the customer that the executives love,0
the game by the architects,0
the surgeon behind the architects,0
the picture that the skater likes,0
the game that the minister admires,0
the surgeon to the side of the skaters,0
the painting that the parent loves,0
the painting that the executives hate,0
the teacher that the parents like,0
the book that the skaters like,0
the customer that the dancers admire,0
the consultant next to the chefs,0
the author behind the guards,0
the senator that the guard loves,0
the consultant next to the executives,0
the teacher to the side of the chefs,0
the surgeon to the side of the architect,0
the pilot in front of the dancer,0
the officer to the side of the chefs,0
the officer across from the dancers,0
the book that the guard hates,0
the game from the executive,0
the poem from the assistants,0
the picture that the executive loves,0
the author next to the architects,0
the customer that the assistants admire,0
the farmer in front of the architect,0
the manager that the executives admire,0
the author in front of the dancer,0
the painting that the taxi drivers like,0
the picture from the ministers,0
the author that the skaters admire,0
the painting that the ministers admire,0
the officer that the assistants hate,0
the game that the assistants hate,0
the manager behind the assistants,0
the show by the guards,0
the author in front of the chef,0
the movie from the parent,0
the poem that the executives hate,0
the pilot that the dancer likes,0
the song that the dancer loves,0
the author across from the parents,0
the poem from the chef,0
the pilot to the side of the taxi drivers,0
the manager to the side of the architects,0
the painting that the guards admire,0
the farmer that the minister hates,0
the teacher near the executive,0
the customer near the guards,0
the movie that the skater admires,0
the game that the skater likes,0
the surgeon that the chef hates,0
the senator that the architects admire,0
the author that the skaters love,0
the officer next to the executives,0
the book that the architects love,0
the poem that the parents admire,0
the farmer in front of the assistant,0
the game that the assistant hates,0
the officer to the side of the guards,0
the pilot across from the skater,0
the officer that the parent hates,0
the surgeon that the assistant admires,0
the show that the skaters like,0
the farmer to the side of the chef,0
the pilot to the side of the minister,0
the teacher to the side of the guard,0
the customer that the chefs like,0
the author that the architects admire,0
the picture by the architects,0
the book by the executives,0
the author that the dancer loves,0
the song that the dancer likes,0
the officer that the minister admires,0
the consultant that the assistant admires,0
the senator that the dancers hate,0
the book that the parents hate,0
the surgeon next to the assistant,0
the song that the assistants hate,0
the teacher that the dancer loves,0
the officer near the assistants,0
the customer near the assistants,0
the poem by the guard,0
the movie by the guards,0
the painting that the skaters admire,0
the consultant in front of the parents,0
the book that the skater admires,0
the movie that the executives admire,0
the book that the chef loves,0
the officer across from the ministers,0
the officer across from the taxi drivers,0
the teacher to the side of the skaters,0
the farmer behind the parent,0
the farmer that the architect loves,0
the senator in front of the dancers,0
the book by the ministers,0
the manager across from the taxi driver,0
the pilot that the architects like,0
the pilot that the skater likes,0
the consultant across from the taxi driver,0
the surgeon that the taxi driver loves,0
the officer that the taxi drivers hate,0
the novel that the parent admires,0
the game that the assistant admires,0
the consultant to the side of the ministers,0
the manager that the taxi driver loves,0
the author in front of the chefs,0
the consultant to the side of the taxi driver,0
the teacher behind the ministers,0
the author that the architect loves,0
the surgeon that the assistant likes,0
the painting that the chef likes,0
the consultant in front of the parent,0
the book that the chef hates,0
the surgeon to the side of the taxi drivers,0
the novel that the parents love,0
the show that the dancers admire,0
the author across from the taxi drivers,0
the farmer near the skaters,0
the painting that the executive loves,0
the customer that the skaters admire,0
the teacher to the side of the guards,0
the novel by the skaters,0
the movie that the parent likes,0
the novel that the taxi drivers love,0
the author that the dancer admires,0
the poem that the executive loves,0
the song that the executive loves,0
the novel that the executives admire,0
the movie that the skater loves,0
the novel that the executives like,0
the customer near the parent,0
the manager next to the guard,0
the teacher that the ministers like,0
the novel from the chef,0
the officer that the dancers hate,0
the author across from the ministers,0
the painting that the executive hates,0
the consultant near the assistant,0
the surgeon next to the executives,0
the show from the executive,0
the surgeon that the skater hates,0
the author next to the dancer,0
the poem that the dancers like,0
the author across from the architect,0
the manager across from the dancer,0
the author that the skater hates,0
the customer near the dancer,0
the show from the executives,0
the painting that the executive likes,0
the painting from the skaters,0
the author that the executive admires,0
the show that the architect likes,0
the author that the chefs hate,0
the pilot near the guard,0
the book that the chefs like,0
the book that the architect likes,0
the movie by the assistants,0
the customer that the architects admire,0
the game that the executive loves,0
the author that the executives admire,0
the game that the skaters admire,0
the surgeon in front of the taxi driver,0
the song by the executive,0
the book that the dancers hate,0
the pilot that the chef admires,0
the surgeon to the side of the dancers,0
the farmer next to the dancer,0
the officer next to the chefs,0
the author next to the parents,0
the picture that the parent loves,0
the novel that the skaters hate,0
the senator across from the skater,0
the game that the executives like,0
the pilot in front of the minister,0
the consultant that the guard loves,0
the novel by the ministers,0
the poem that the minister hates,0
the farmer that the assistant admires,0
the novel that the guards like,0
the consultant that the parents like,0
the pilot next to the guards,0
the surgeon that the taxi drivers admire,0
the painting that the skater admires,0
the pilot that the executives admire,0
the book that the parent hates,0
the poem that the architect loves,0
the show from the assistants,0
the manager next to the architect,0
the officer near the guards,0
the author in front of the guards,0
the book that the ministers like,0
the movie that the parent admires,0
the customer behind the assistants,0
the teacher near the minister,0
the manager that the chefs hate,0
the senator that the skaters hate,0
the picture that the guards love,0
the officer behind the architect,0
the painting that the architects hate,0
the officer that the minister hates,0
the farmer that the minister admires,0
the officer next to the parents,0
the teacher behind the minister,0
the senator that the parent hates,0
the show that the ministers hate,0
the customer in front of the minister,0
the painting that the dancer loves,0
the officer across from the guards,0
the poem that the parent likes,0
the manager that the executives love,0
the consultant next to the skaters,0
the movie from the chefs,0
the farmer that the architects like,0
the picture that the assistants like,0
the officer that the dancer admires,0
the surgeon near the ministers,0
the officer that the architect likes,0
the manager next to the executives,0
the farmer near the assistants,0
the customer that the assistants hate,0
the teacher that the chefs like,0
the teacher that the skater admires,0
the customer in front of the parent,0
the customer that the taxi driver admires,0
the senator that the architect likes,0
the book that the parent loves,0
the author to the side of the taxi drivers,0
the game that the executive hates,0
the consultant behind the parent,0
the officer in front of the assistants,0
the pilot that the chef likes,0
the show that the parents hate,0
the officer that the skaters like,0
the show that the executive hates,0
the picture that the minister likes,0
the show that the taxi driver loves,0
the officer in front of the skater,0
the manager that the skaters like,0
the senator next to the taxi drivers,0
the manager that the executive admires,0
the manager to the side of the chef,0
the poem that the skater hates,0
the farmer to the side of the chefs,0
the game that the skater admires,0
the picture that the assistants love,0
the customer across from the assistants,0
the game from the parent,0
the officer near the minister,0
the teacher next to the architect,0
the senator that the parent likes,0
the movie that the skaters like,0
the farmer to the side of the dancer,0
the manager across from the assistants,0
the poem by the architects,0
the customer that the guards admire,0
the poem that the minister likes,0
the surgeon behind the dancer,0
the farmer in front of the guards,0
the farmer behind the skater,0
the song by the minister,0
the farmer behind the chefs,0
the pilot that the taxi drivers admire,0
the poem by the dancers,0
the game that the taxi drivers love,0
the pilot across from the assistant,0
the author that the skater loves,0
the author next to the architect,0
the painting that the chefs hate,0
the teacher in front of the parent,0
the officer that the chef admires,0
the movie that the skater hates,0
the pilot behind the guard,0
the show that the guard hates,0
the poem that the taxi driver hates,0
the novel by the guard,0
the consultant that the architects admire,0
the game from the architects,0
the consultant near the chef,0
the manager near the dancers,0
the teacher to the side of the taxi driver,0
the song from the executive,0
the pilot that the assistants love,0
the senator that the taxi driver loves,0
the officer across from the dancer,0
the surgeon to the side of the executive,0
the surgeon behind the taxi drivers,0
the manager that the parent admires,0
the customer in front of the architect,0
the officer that the skater admires,0
the picture that the dancer hates,0
the show that the ministers admire,0
the song that the assistants like,0
the surgeon behind the executive,0
the author in front of the taxi drivers,0
the game by the dancer,0
the poem from the minister,0
the picture that the chefs love,0
the song that the architect hates,0
the pilot in front of the skater,0
the customer that the skaters like,0
the poem from the executives,0
the consultant that the guards like,0
the poem that the taxi drivers admire,0
the surgeon across from the skater,0
the pilot that the taxi drivers love,0
the picture that the executives love,0
the movie that the taxi drivers hate,0
the game that the executives love,0
the customer behind the parents,0
the author near the parents,0
the author that the minister likes,0
the customer in front of the parents,0
the consultant in front of the taxi drivers,0
the picture that the skaters hate,0
the manager behind the taxi driver,0
the manager across from the skaters,0
the novel that the chef admires,0
the novel that the architects admire,0
the farmer across from the dancers,0
the senator that the dancer admires,0
the show that the skaters hate,0
the surgeon next to the ministers,0
the pilot that the assistants hate,0
the author that the ministers hate,0
the novel that the assistant hates,0
the pilot to the side of the parents,0
the book that the assistant hates,0
the officer that the parents hate,0
the manager in front of the parents,0
the senator that the guard hates,0
the customer to the side of the parents,0
the officer in front of the assistant,0
the teacher that the guard likes,0
the senator to the side of the chefs,0
the book from the skater,0
the senator near the skaters,0
the consultant next to the minister,0
the song that the minister likes,0
the customer to the side of the parent,0
the farmer that the dancers love,0
the picture that the assistant loves,0
the surgeon near the minister,0
the author that the architects hate,0
the movie that the assistant likes,0
the officer across from the chefs,0
the book by the chefs,0
the teacher across from the skater,0
the surgeon that the ministers love,0
the author that the parents admire,0
the pilot that the dancers hate,0
the author near the taxi drivers,0
the senator that the minister likes,0
the poem that the parent hates,0
the consultant that the chefs like,0
the book by the chef,0
the consultant behind the minister,0
the surgeon next to the minister,0
the author that the assistants hate,0
the movie that the ministers love,0
the customer next to the chefs,0
the surgeon that the skaters like,0
the senator to the side of the skaters,0
the pilot across from the dancer,0
the farmer that the executive admires,0
the customer that the parent loves,0
the surgeon that the minister likes,0
the surgeon to the side of the taxi driver,0
the farmer near the dancer,0
the farmer that the parent loves,0
the customer that the chefs love,0
the song that the chefs admire,0
the author next to the minister,0
the author near the minister,0
the surgeon that the guard likes,0
the song from the assistants,0
the novel that the taxi driver admires,0
the surgeon to the side of the parent,0
the manager behind the assistant,0
the game that the minister likes,0
the movie that the chef hates,0
the farmer that the guards admire,0
the movie by the architects,0
the picture by the taxi drivers,0
the senator that the assistants hate,0
the song from the chef,0
the manager that the chef likes,0
the manager across from the taxi drivers,0
the manager that the taxi drivers admire,0
the customer that the guard likes,0
the senator behind the guard,0
the poem that the guards hate,0
the pilot that the guards like,0
the senator that the guards love,0
the song by the dancers,0
the song that the architect admires,0
the game from the chef,0
the book that the architect hates,0
the picture that the architect hates,0
the poem by the parent,0
the consultant that the parents love,0
the poem that the assistant likes,0
the pilot across from the taxi driver,0
the consultant to the side of the assistant,0
the surgeon to the side of the parents,0
the manager next to the parents,0
the movie that the minister hates,0
the show by the skaters,0
the pilot in front of the taxi drivers,0
the novel by the guards,0
the song that the taxi drivers like,0
the author to the side of the dancer,0
the consultant to the side of the parent,0
the song from the taxi driver,0
the pilot that the guard hates,0
the song that the executives like,0
the pilot to the side of the dancer,0
the book from the executive,0
the pilot that the guards love,0
the consultant near the executives,0
the poem by the chefs,0
the teacher across from the taxi driver,0
the surgeon that the dancers like,0
the manager that the parents admire,0
the song that the chef hates,0
the customer next to the taxi drivers,0
the farmer behind the assistant,0
the teacher near the architect,0
the author that the ministers admire,0
the author that the architects like,0
the farmer behind the taxi driver,0
the show that the executive loves,0
the consultant to the side of the architect,0
the author in front of the guard,0
the officer near the architects,0
the officer that the guards admire,0
the pilot across from the ministers,0
the manager next to the taxi drivers,0
the show that the dancers like,0
the senator behind the chef,0
the movie that the taxi drivers love,0
the consultant that the minister hates,0
the customer near the assistant,0
the movie that the dancers like,0
the officer next to the executive,0
the teacher behind the guard,0
the novel that the assistants like,0
the picture that the executive likes,0
the song that the executives love,0
the farmer to the side of the skaters,0
the consultant in front of the ministers,0
the farmer that the parents admire,0
the song that the parents hate,0
the farmer that the chef admires,0
the pilot that the skater hates,0
the game that the taxi drivers like,0
the show that the assistants admire,0
the manager next to the assistant,0
the surgeon across from the parent,0
the show from the guards,0
the manager that the assistant likes,0
the novel that the skaters admire,0
the senator that the minister admires,0
the customer near the skaters,0
the author near the skater,0
the manager that the executive hates,0
the manager that the assistant admires,0
the show from the chefs,0
the pilot that the skaters admire,0
the painting that the dancer admires,0
the painting that the dancers hate,0
the manager in front of the guards,0
the consultant that the architects hate,0
the customer that the guards love,0
the show that the parents admire,0
the teacher in front of the parents,0
the picture that the skaters love,0
the farmer in front of the guard,0
the movie that the executives hate,0
the show from the assistant,0
the customer behind the architects,0
the picture that the taxi driver admires,0
the officer that the taxi driver likes,0
the surgeon in front of the parents,0
the book from the ministers,0
the picture that the architect likes,0
the consultant to the side of the chef,0
the surgeon next to the chefs,0
the picture that the ministers hate,0
the manager in front of the taxi driver,0
the picture that the guard likes,0
the song that the assistants admire,0
the teacher next to the chefs,0
the farmer that the executives love,0
the farmer across from the parents,0
the senator across from the guard,0
the teacher across from the assistant,0
the picture that the executives hate,0
the senator that the dancer likes,0
the officer across from the executive,0
the consultant near the skaters,0
the author that the chef hates,0
the customer in front of the skaters,0
the customer that the taxi drivers admire,0
the surgeon that the parents love,0
the teacher across from the chefs,0
the manager behind the guard,0
the farmer that the architects hate,0
the author in front of the architect,0
the novel by the chef,0
the officer in front of the minister,0
the teacher behind the parent,0
the consultant across from the dancers,0
the consultant that the ministers like,0
the show that the taxi drivers love,0
the surgeon to the side of the chef,0
the senator to the side of the taxi driver,0
the officer in front of the guards,0
the pilot in front of the guard,0
the consultant that the dancer loves,0
the surgeon behind the skater,0
the surgeon next to the dancer,0
the senator next to the taxi driver,0
the teacher that the taxi drivers like,0
the picture that the parent admires,0
the surgeon next to the guards,0
the song from the dancer,0
the author in front of the dancers,0
the senator to the side of the parent,0
the picture that the assistant hates,0
the movie that the executives love,0
the pilot that the guard admires,0
the officer behind the assistants,0
the farmer that the skater loves,0
the consultant that the chefs hate,0
the farmer near the guards,0
the senator near the chef,0
the book by the parent,0
the author behind the taxi drivers,0
the farmer that the assistants love,0
the pilot that the architects admire,0
the manager to the side of the executive,0
the teacher to the side of the parent,0
the officer near the parents,0
the senator that the chefs hate,0
the senator to the side of the guards,0
the surgeon that the assistants hate,0
the movie that the guard admires,0
the author that the parent hates,0
the consultant near the parent,0
the senator that the executive likes,0
the customer to the side of the taxi drivers,0
the song from the architect,0
the surgeon that the parents hate,0
the painting that the chefs admire,0
the farmer that the skater admires,0
the manager that the executives hate,0
the game that the guards like,0
the officer that the taxi driver loves,0
the manager across from the guard,0
the teacher behind the taxi driver,0
the manager to the side of the skater,0
the poem that the parents hate,0
the novel that the guard loves,0
the game that the architect admires,0
the song that the taxi drivers admire,0
the consultant next to the architect,0
the novel from the architect,0
the song that the architects love,0
the consultant near the taxi drivers,0
the surgeon to the side of the ministers,0
the pilot near the assistants,0
the officer behind the parent,0
the teacher that the parent hates,0
the teacher that the executive loves,0
the surgeon across from the taxi drivers,0
the picture from the architects,0
the pilot to the side of the chef,0
the movie that the dancer admires,0
the teacher that the assistants love,0
the game by the skater,0
the poem from the dancer,0
the senator that the ministers love,0
the officer next to the taxi driver,0
the poem from the assistant,0
the picture that the skater hates,0
the surgeon in front of the chefs,0
the pilot that the architect hates,0
the consultant behind the assistants,0
the pilot behind the assistant,0
the song that the executives hate,0
the customer near the chef,0
the officer near the skater,0
the novel from the parents,0
the picture that the dancers like,0
the author that the taxi driver hates,0
the picture from the chefs,0
the consultant that the taxi drivers admire,0
the surgeon near the chef,0
the game that the parent hates,0
the game that the dancers love,0
the consultant that the architects love,0
the show that the dancers hate,0
the officer behind the dancers,0
the show that the assistant hates,0
the picture that the architects like,0
the game that the parents hate,0
the game that the skaters like,0
the pilot that the executives hate,0
the farmer next to the skaters,0
the book from the minister,0
the author in front of the skater,0
the manager next to the assistants,0
the officer behind the taxi drivers,0
the painting that the assistant loves,0
the painting from the dancer,0
the book that the architect admires,0
the picture by the dancers,0
the officer near the executives,0
the farmer in front of the dancer,0
the game from the ministers,0
the surgeon that the executives admire,0
the senator near the guards,0
the show by the skater,0
the consultant across from the guards,0
the customer that the assistant admires,0
the farmer that the parent hates,0
the manager behind the executives,0
the novel that the ministers love,0
the game that the architects hate,0
the customer that the executive hates,0
the teacher behind the skaters,0
the surgeon across from the taxi driver,0
the poem from the taxi driver,0
the surgeon next to the architect,0
the senator across from the parents,0
the surgeon to the side of the assistants,0
the senator in front of the guard,0
the officer across from the chef,0
the author that the dancers love,0
the song that the assistants love,0
the manager behind the dancer,0
the surgeon near the taxi drivers,0
the customer behind the skaters,0
the surgeon that the taxi driver likes,0
the officer that the dancer likes,0
the novel that the taxi driver likes,0
the novel that the dancers admire,0
the show that the skaters admire,0
the officer behind the skater,0
the consultant that the dancer hates,0
the farmer next to the chefs,0
the author that the assistants like,0
the picture from the guard,0
the book by the dancer,0
the poem from the executive,0
the pilot near the architects,0
the painting that the skaters love,0
the senator behind the skaters,0
the consultant near the guards,0
the consultant that the assistant hates,0
the song that the guards hate,0
the officer that the executives admire,0
the song that the guards love,0
the novel from the executives,0
the game that the assistants like,0
the book from the chef,0
the game that the architect loves,0
the manager behind the taxi drivers,0
the consultant next to the taxi driver,0
the officer in front of the executives,0
the game that the dancers like,0
the manager in front of the skater,0
the customer in front of the chefs,0
the officer next to the assistant,0
the surgeon that the assistant hates,0
the author behind the executive,0
the author to the side of the executive,0
the teacher that the assistant hates,0
the author to the side of the skater,0
the picture from the skaters,0
the book that the dancer admires,0
the painting by the architect,0
the consultant that the architect admires,0
the movie that the ministers admire,0
the show by the chef,0
the officer that the assistants admire,0
the surgeon behind the chef,0
the novel that the architect admires,0
the song that the skaters admire,0
the farmer to the side of the architect,0
the senator next to the guard,0
the book that the architects like,0
the surgeon that the guard admires,0
the game that the executive admires,0
the customer across from the taxi drivers,0
the officer that the architects hate,0
the surgeon near the assistant,0
the pilot in front of the taxi driver,0
the teacher to the side of the dancers,0
the customer next to the minister,0
the teacher next to the taxi drivers,0
the picture that the chef loves,0
the movie from the skater,0
the song from the guards,0
the senator behind the assistants,0
the senator that the dancers admire,0
the manager behind the architects,0
the movie by the skaters,0
the customer next to the chef,0
the manager across from the skater,0
the book that the dancers admire,0
the senator next to the parents,0
the novel that the assistants hate,0
the book that the taxi driver hates,0
the officer that the chef loves,0
the surgeon to the side of the architects,0
the picture that the parent hates,0
the song that the architects like,0
the senator to the side of the skater,0
the author that the dancer hates,0
the show by the taxi drivers,0
the picture from the taxi drivers,0
the manager next to the dancer,0
the surgeon across from the executive,0
the manager that the guards admire,0
the movie from the executives,0
the consultant across from the architects,0
the senator that the taxi drivers love,0
the officer that the assistants like,0
the pilot that the dancer hates,0
the picture that the skater admires,0
the customer near the executives,0
the customer that the parent hates,0
the manager to the side of the guards,0
the poem by the assistant,0
the author to the side of the chef,0
the farmer near the executive,0
the movie that the architect loves,0
the novel that the chef hates,0
the teacher that the assistant admires,0
the officer to the side of the parent,0
the consultant near the guard,0
the officer that the chef likes,0
the book that the assistants like,0
the teacher that the skaters love,0
the picture by the ministers,0
the surgeon that the assistant loves,0
the manager near the architect,0
the senator next to the assistants,0
the surgeon across from the dancer,0
the surgeon that the assistants like,0
the senator that the assistant loves,0
the movie that the skaters admire,0
the author that the executives like,0
the teacher near the chefs,0
the movie that the chefs love,0
the teacher in front of the chefs,0
the pilot in front of the parent,0
the customer behind the chef,0
the teacher across from the executive,0
the painting from the executive,0
the customer that the skater hates,0
the manager that the architect loves,0
the book that the ministers love,0
the senator across from the chef,0
the teacher in front of the dancer,0
the pilot that the ministers like,0
the senator that the chefs love,0
the farmer in front of the taxi driver,0
the novel that the dancer likes,0
the teacher to the side of the architect,0
the game that the skaters hate,0
the farmer that the assistants admire,0
the painting that the architect likes,0
the customer across from the assistant,0
the movie that the guard likes,0
the novel that the ministers admire,0
the surgeon that the parent admires,0
the senator to the side of the parents,0
the painting from the chef,0
the teacher that the parents hate,0
the farmer near the architect,0
the painting that the ministers hate,0
the officer behind the ministers,0
the pilot that the taxi driver admires,0
the manager near the taxi driver,0
the picture that the architect admires,0
the song by the assistant,0
the book from the skaters,0
the customer in front of the chef,0
the novel that the architect loves,0
the picture that the executives like,0
the customer that the parent admires,0
the author to the side of the architect,0
the pilot next to the dancer,0
the surgeon across from the parents,0
the consultant to the side of the guards,0
the officer across from the guard,0
the farmer across from the taxi drivers,0
the author next to the taxi drivers,0
the customer that the assistants love,0
the pilot behind the taxi drivers,0
the farmer in front of the dancers,0
the book from the assistant,0
the author that the skater admires,0
the song that the parents admire,0
the teacher that the chef admires,0
the novel that the chefs admire,0
the consultant that the guard admires,0
the officer that the parent admires,0
the author in front of the assistant,0
the pilot next to the skaters,0
the song from the chefs,0
the consultant next to the skater,0
the consultant behind the executives,0
the book that the ministers hate,0
the picture by the minister,0
the farmer that the executives admire,0
the customer that the executives hate,0
the customer that the guard admires,0
the game that the guard admires,0
the farmer behind the executive,0
the farmer near the parents,0
the show by the dancers,0
the manager that the parent likes,0
the teacher that the taxi driver hates,0
the consultant near the assistants,0
the farmer that the guard hates,0
the customer to the side of the minister,0
the senator that the taxi driver likes,0
the song from the architects,0
the customer that the parents love,0
the teacher near the executives,0
the show that the parent hates,0
the song that the parent likes,0
