sentence,labels
the farmer across from the ministers,0
the senator that the chefs love,0
the show that the taxi drivers love,0
the teacher across from the executives,0
the senator behind the ministers,0
the game by the chefs,0
the author to the side of the architects,0
the pilot behind the architects,0
the senator that the skaters love,0
the farmer next to the guards,0
the teacher that the skaters like,0
the customer to the side of the parents,0
the officer near the chefs,0
the author near the executives,0
the pilot near the dancers,0
the officer that the assistants hate,0
the officer in front of the taxi drivers,0
the senator behind the taxi drivers,0
the customer that the taxi drivers love,0
the senator that the executives love,0
the surgeon that the skaters hate,0
the manager across from the taxi drivers,0
the teacher that the guards like,0
the surgeon next to the dancers,0
the farmer next to the parents,0
the poem by the parents,0
the movie that the skaters like,0
the poem from the ministers,0
the poem that the guards admire,0
the author next to the taxi drivers,0
the senator that the dancers hate,0
the surgeon next to the architects,0
the movie that the executives admire,0
the surgeon in front of the ministers,0
the teacher behind the ministers,0
the officer next to the architects,0
the poem that the dancers like,0
the show that the taxi drivers admire,0
the consultant in front of the skaters,0
the game that the guards admire,0
the surgeon to the side of the assistants,0
the poem that the taxi drivers admire,0
the pilot behind the ministers,0
the manager in front of the chefs,0
the manager to the side of the taxi drivers,0
the song that the architects like,0
the author near the skaters,0
the surgeon to the side of the architects,0
the senator next to the dancers,0
the book that the parents admire,0
the game from the dancers,0
the customer that the taxi drivers like,0
the picture by the dancers,0
the consultant behind the executives,0
the show that the chefs like,0
the surgeon that the executives love,0
the pilot that the chefs love,0
the pilot near the taxi drivers,0
the picture that the parents like,0
the teacher that the skaters love,0
the manager next to the guards,0
the movie from the dancers,0
the movie that the executives hate,0
the show that the parents like,0
the poem from the executives,0
the teacher that the dancers hate,0
the senator in front of the ministers,0
the customer near the architects,0
the farmer near the dancers,0
the game that the ministers hate,0
the song that the architects hate,0
the author that the ministers admire,0
the novel that the architects hate,0
the surgeon behind the assistants,0
the song from the dancers,0
the movie that the architects admire,0
the customer across from the skaters,0
the painting that the ministers love,0
the farmer that the architects hate,0
the song from the parents,0
the author near the chefs,0
the manager in front of the assistants,0
the picture that the parents admire,0
the officer behind the assistants,0
the painting by the taxi drivers,0
the movie by the assistants,0
the teacher that the parents like,0
the officer across from the taxi drivers,0
the customer that the architects hate,0
the teacher that the architects like,0
the novel by the executives,0
the customer in front of the parents,0
the surgeon near the assistants,0
the teacher that the assistants admire,0
the show by the architects,0
the movie by the architects,0
the consultant next to the chefs,0
the surgeon that the parents admire,0
the surgeon in front of the taxi drivers,0
the pilot that the architects like,0
the poem by the assistants,0
the poem that the guards love,0
the farmer across from the assistants,0
the manager to the side of the skaters,0
the book that the taxi drivers love,0
the song that the executives hate,0
the teacher that the parents love,0
the farmer that the guards like,0
the officer that the assistants like,0
the teacher near the ministers,0
the customer near the guards,0
the book that the taxi drivers admire,0
the pilot that the taxi drivers like,0
the movie that the guards love,0
the teacher near the assistants,0
the customer that the assistants hate,0
the book that the assistants like,0
the consultant near the guards,0
the officer that the dancers like,0
the farmer that the parents love,0
the consultant that the executives love,0
the consultant across from the skaters,0
the poem that the chefs admire,0
the manager that the assistants love,0
the customer that the parents hate,0
the officer that the guards like,0
the farmer behind the chefs,0
the author that the taxi drivers like,0
the surgeon next to the assistants,0
the novel that the taxi drivers hate,0
the poem that the taxi drivers love,0
the show from the parents,0
the teacher in front of the chefs,0
the senator that the assistants admire,0
the customer in front of the ministers,0
the consultant that the architects hate,0
the game that the executives love,0
the game that the executives like,0
the pilot across from the dancers,0
the surgeon that the architects hate,0
the song that the guards love,0
the pilot near the skaters,0
the movie that the dancers hate,0
the senator next to the taxi drivers,0
the author in front of the taxi drivers,0
the customer that the guards admire,0
the consultant that the assistants hate,0
the poem that the skaters like,0
the consultant across from the taxi drivers,0
the manager behind the executives,0
the consultant that the ministers love,0
the painting that the executives admire,0
the pilot that the architects hate,0
the farmer that the skaters hate,0
the pilot next to the architects,0
the customer behind the chefs,0
the consultant in front of the guards,0
the officer that the chefs love,0
the picture that the skaters admire,0
the novel from the executives,0
the novel that the guards love,0
the pilot that the architects love,0
the consultant that the taxi drivers hate,0
the song by the dancers,0
the teacher across from the skaters,0
the consultant behind the skaters,0
the officer that the parents like,0
the pilot that the assistants hate,0
the game that the chefs hate,0
the customer that the chefs hate,0
the officer near the skaters,0
the farmer that the dancers love,0
the farmer behind the executives,0
the officer that the executives love,0
the officer that the skaters love,0
the surgeon that the dancers love,0
the pilot behind the skaters,0
the consultant in front of the chefs,0
the pilot to the side of the guards,0
the consultant near the chefs,0
the painting that the architects love,0
the poem that the architects like,0
the senator that the architects hate,0
the officer across from the skaters,0
the movie by the chefs,0
the movie that the dancers admire,0
the officer near the assistants,0
the farmer next to the architects,0
the novel that the architects admire,0
the song that the executives love,0
the movie from the parents,0
the picture that the assistants love,0
the senator that the guards love,0
the manager that the ministers like,0
the teacher next to the parents,0
the pilot across from the architects,0
the painting that the dancers like,0
the picture from the ministers,0
the manager near the skaters,0
the teacher that the executives hate,0
the farmer to the side of the assistants,0
the manager behind the parents,0
the teacher to the side of the skaters,0
the manager that the chefs admire,0
the surgeon next to the chefs,0
the game by the skaters,0
the author across from the guards,0
the customer to the side of the dancers,0
the teacher to the side of the ministers,0
the game that the chefs love,0
the manager in front of the ministers,0
the farmer next to the ministers,0
the consultant behind the assistants,0
the senator next to the architects,0
the customer that the guards love,0
the officer that the architects like,0
the pilot to the side of the architects,0
the picture that the skaters love,0
the teacher behind the guards,0
the consultant that the guards like,0
the manager next to the assistants,0
the book that the ministers admire,0
the show that the ministers like,0
the farmer to the side of the architects,0
the customer in front of the taxi drivers,0
the consultant behind the guards,0
the manager across from the architects,0
the game that the executives admire,0
the officer behind the architects,0
the manager that the architects love,0
the pilot next to the assistants,0
the officer that the dancers hate,0
the pilot that the guards admire,0
the customer next to the taxi drivers,0
the senator across from the taxi drivers,0
the customer that the architects admire,0
the manager behind the chefs,0
the senator that the dancers love,0
the farmer that the skaters admire,0
the pilot that the skaters admire,0
the consultant that the chefs love,0
the teacher near the skaters,0
the senator across from the assistants,0
the game that the assistants admire,0
the manager next to the executives,0
the farmer that the ministers love,0
the senator that the ministers hate,0
the poem by the guards,0
the officer in front of the architects,0
the poem by the taxi drivers,0
the show that the architects love,0
the farmer behind the guards,0
the farmer that the assistants like,0
the farmer that the executives like,0
the teacher in front of the parents,0
the consultant next to the assistants,0
the show that the dancers like,0
the manager across from the dancers,0
the officer that the executives like,0
the movie that the dancers like,0
the novel that the parents like,0
the novel that the chefs admire,0
the senator that the assistants hate,0
the manager behind the ministers,0
the senator next to the parents,0
the show that the dancers hate,0
the poem that the taxi drivers like,0
the customer across from the parents,0
the consultant that the dancers like,0
the pilot in front of the assistants,0
the game from the assistants,0
the game that the skaters admire,0
the pilot behind the executives,0
the surgeon in front of the parents,0
the officer to the side of the guards,0
the author to the side of the chefs,0
the manager in front of the executives,0
the picture from the taxi drivers,0
the farmer next to the executives,0
the game that the parents like,0
the customer that the chefs admire,0
the game by the assistants,0
the movie that the skaters admire,0
the customer next to the parents,0
the senator next to the executives,0
the poem that the architects hate,0
the manager next to the ministers,0
the surgeon behind the executives,0
the poem by the architects,0
the surgeon in front of the assistants,0
the surgeon that the executives hate,0
the picture that the guards hate,0
the surgeon across from the skaters,0
the senator to the side of the assistants,0
the author that the assistants like,0
the book that the chefs love,0
the game by the taxi drivers,0
the surgeon that the skaters love,0
the teacher behind the dancers,0
the customer near the parents,0
the surgeon that the assistants admire,0
the song that the dancers hate,0
the teacher that the chefs like,0
the teacher to the side of the parents,0
the painting by the architects,0
the author to the side of the dancers,0
the painting that the architects hate,0
the farmer in front of the assistants,0
the teacher near the architects,0
the poem from the assistants,0
the senator behind the dancers,0
the author behind the assistants,0
the show that the skaters love,0
the surgeon behind the taxi drivers,0
the author in front of the guards,0
the manager in front of the parents,0
the surgeon that the assistants like,0
the teacher that the executives love,0
the officer to the side of the dancers,0
the senator across from the architects,0
the author next to the ministers,0
the author across from the chefs,0
the customer in front of the executives,0
the farmer that the architects like,0
the pilot next to the parents,0
the pilot in front of the chefs,0
the surgeon next to the executives,0
the officer next to the parents,0
the manager behind the assistants,0
the author in front of the skaters,0
the consultant to the side of the guards,0
the farmer behind the architects,0
the consultant in front of the taxi drivers,0
the manager that the guards love,0
the customer that the dancers admire,0
the painting that the guards love,0
the painting that the assistants like,0
the author that the parents admire,0
the pilot that the executives like,0
the customer behind the dancers,0
the customer that the ministers hate,0
the senator that the parents love,0
the novel that the assistants hate,0
the manager across from the guards,0
the farmer that the assistants admire,0
the senator that the guards hate,0
the surgeon across from the architects,0
the farmer that the taxi drivers hate,0
the pilot that the parents like,0
the novel that the ministers love,0
the senator next to the assistants,0
the pilot to the side of the dancers,0
the movie by the dancers,0
the teacher behind the assistants,0
the customer near the taxi drivers,0
the consultant that the dancers love,0
the farmer in front of the skaters,0
the song that the dancers admire,0
the book that the assistants admire,0
the novel that the taxi drivers admire,0
the show that the guards admire,0
the painting by the ministers,0
the manager that the taxi drivers hate,0
the customer to the side of the guards,0
the farmer that the parents hate,0
the picture by the taxi drivers,0
the novel by the skaters,0
the book by the architects,0
the movie by the taxi drivers,0
the officer in front of the guards,0
the senator that the guards like,0
the painting that the executives hate,0
the senator near the architects,0
the pilot that the ministers like,0
the officer to the side of the chefs,0
the author that the chefs admire,0
the surgeon that the skaters like,0
the customer in front of the chefs,0
the senator that the taxi drivers love,0
the farmer that the dancers like,0
the picture from the parents,0
the novel that the ministers hate,0
the teacher that the assistants hate,0
the song by the skaters,0
the customer to the side of the chefs,0
the farmer behind the dancers,0
the song that the architects admire,0
the author that the chefs hate,0
the author across from the skaters,0
the author next to the assistants,0
the game by the dancers,0
the movie that the ministers hate,0
the poem from the parents,0
the game from the ministers,0
the movie that the architects love,0
the game by the parents,0
the senator to the side of the taxi drivers,0
the song from the taxi drivers,0
the book from the executives,0
the book that the parents love,0
the manager in front of the taxi drivers,0
the book that the architects admire,0
the author that the dancers hate,0
the painting that the dancers love,0
the teachers that the architect loves,1
the games that the skater loves,1
the authors next to the assistant,1
the senators across from the chef,1
the surgeons that the guard loves,1
the pictures that the skater likes,1
the customers to the side of the architect,1
the books that the skater likes,1
the poems that the skater likes,1
the movies that the chef loves,1
the managers that the guard loves,1
the pilots that the guard hates,1
the movies that the dancer hates,1
the consultants that the guard hates,1
the books that the parent hates,1
the authors that the chef likes,1
the senators next to the chef,1
the books that the taxi driver loves,1
the teachers to the side of the guard,1
the customers to the side of the guard,1
the officers next to the taxi driver,1
the songs from the taxi driver,1
the senators next to the parent,1
the customers near the architect,1
the poems that the skater hates,1
the authors near the parent,1
the farmers that the dancer loves,1
the farmers that the guard loves,1
the consultants next to the guard,1
the customers that the dancer loves,1
the books that the assistant likes,1
the consultants across from the guard,1
the managers that the guard hates,1
the books that the parent loves,1
the pilots next to the assistant,1
the surgeons in front of the guard,1
the pilots next to the parent,1
the customers that the executive admires,1
the poems that the taxi driver loves,1
the paintings by the dancer,1
the novels that the guard hates,1
the authors that the chef hates,1
the farmers that the skater hates,1
the pilots across from the skater,1
the songs that the taxi driver hates,1
the senators to the side of the guard,1
the authors that the skater likes,1
the senators in front of the chef,1
the consultants behind the parent,1
the paintings by the taxi driver,1
the movies that the taxi driver likes,1
the songs that the chef admires,1
the shows that the parent loves,1
the authors that the guard loves,1
the senators in front of the skater,1
the shows from the guard,1
the poems by the minister,1
the farmers to the side of the assistant,1
the authors in front of the parent,1
the authors next to the minister,1
the teachers next to the taxi driver,1
the customers near the taxi driver,1
the authors that the guard admires,1
the surgeons to the side of the guard,1
the games by the parent,1
the surgeons next to the assistant,1
the customers that the assistant likes,1
the songs that the parent loves,1
the teachers that the executive loves,1
the teachers near the architect,1
the senators behind the architect,1
the consultants that the parent likes,1
the managers to the side of the assistant,1
the farmers near the minister,1
the managers that the parent hates,1
the pilots that the executive loves,1
the pilots that the minister admires,1
the officers that the parent hates,1
the officers next to the dancer,1
the games that the parent likes,1
the surgeons near the chef,1
the farmers that the executive admires,1
the paintings that the parent hates,1
the consultants near the skater,1
the poems from the chef,1
the senators that the dancer loves,1
the games that the executive loves,1
the officers across from the dancer,1
the managers across from the parent,1
the consultants to the side of the dancer,1
the farmers that the architect likes,1
the managers behind the executive,1
the officers to the side of the assistant,1
the games from the chef,1
the senators that the architect admires,1
the shows by the minister,1
the teachers that the assistant loves,1
the shows that the taxi driver likes,1
the pilots that the executive likes,1
the customers next to the minister,1
the paintings from the chef,1
the farmers that the taxi driver loves,1
the pictures that the architect hates,1
the senators that the parent hates,1
the surgeons that the assistant likes,1
the surgeons to the side of the taxi driver,1
the officers to the side of the minister,1
the teachers near the minister,1
the senators next to the skater,1
the farmers that the guard likes,1
the officers behind the minister,1
the teachers behind the executive,1
the authors that the dancer likes,1
the movies that the skater admires,1
the managers that the minister admires,1
the officers behind the assistant,1
the managers that the minister loves,1
the officers that the assistant admires,1
the teachers that the dancer hates,1
the teachers next to the dancer,1
the managers behind the skater,1
the farmers across from the assistant,1
the books that the architect hates,1
the poems that the executive likes,1
the customers next to the taxi driver,1
the songs that the skater likes,1
the consultants behind the chef,1
the teachers that the skater loves,1
the pilots to the side of the chef,1
the teachers near the executive,1
the movies that the architect likes,1
the paintings that the parent admires,1
the poems that the chef admires,1
the pilots that the taxi driver loves,1
the managers behind the dancer,1
the authors that the minister hates,1
the pilots across from the taxi driver,1
the movies that the assistant hates,1
the poems that the dancer likes,1
the authors next to the taxi driver,1
the poems that the executive loves,1
the surgeons to the side of the skater,1
the pictures from the dancer,1
the pilots that the executive admires,1
the officers that the skater admires,1
the pictures from the taxi driver,1
the pictures from the chef,1
the customers that the parent loves,1
the poems from the dancer,1
the officers to the side of the executive,1
the paintings by the guard,1
the pilots in front of the parent,1
the teachers to the side of the taxi driver,1
the novels by the chef,1
the games that the dancer loves,1
the consultants that the guard likes,1
the officers across from the taxi driver,1
the officers that the minister admires,1
the movies that the assistant loves,1
the surgeons near the executive,1
the senators to the side of the dancer,1
the senators in front of the guard,1
the senators in front of the architect,1
the shows from the parent,1
the games that the dancer admires,1
the shows that the dancer hates,1
the poems from the guard,1
the paintings that the skater hates,1
the surgeons that the chef likes,1
the books that the dancer admires,1
the consultants near the assistant,1
the movies that the minister likes,1
the paintings that the minister admires,1
the surgeons behind the taxi driver,1
the senators that the assistant loves,1
the customers that the taxi driver loves,1
the farmers to the side of the executive,1
the paintings from the minister,1
the pictures that the parent likes,1
the teachers near the assistant,1
the pictures from the minister,1
the pilots that the guard admires,1
the books that the skater hates,1
the pilots behind the executive,1
the poems that the executive admires,1
the surgeons across from the dancer,1
the farmers in front of the chef,1
the pictures by the guard,1
the authors across from the architect,1
the poems that the executive hates,1
the books that the taxi driver admires,1
the senators across from the parent,1
the customers in front of the skater,1
the shows that the executive admires,1
the officers next to the guard,1
the teachers to the side of the chef,1
the senators near the assistant,1
the managers that the chef likes,1
the authors to the side of the minister,1
the books that the minister hates,1
the surgeons that the architect hates,1
the games that the guard admires,1
the movies that the dancer admires,1
the teachers behind the minister,1
the teachers that the minister likes,1
the authors that the assistant loves,1
the senators that the executive likes,1
the managers near the dancer,1
the books that the guard likes,1
the senators near the architect,1
the surgeons that the dancer loves,1
the surgeons near the parent,1
the customers in front of the minister,1
the senators that the assistant hates,1
the authors that the dancer admires,1
the teachers that the architect hates,1
the authors that the architect loves,1
the paintings that the guard loves,1
the teachers to the side of the skater,1
the farmers near the assistant,1
the managers that the dancer admires,1
the managers that the taxi driver loves,1
the shows by the parent,1
the songs by the dancer,1
the authors behind the dancer,1
the paintings from the architect,1
the managers that the architect hates,1
the pictures by the architect,1
the games from the minister,1
the farmers next to the minister,1
the teachers that the architect likes,1
the paintings by the chef,1
the songs that the taxi driver likes,1
the farmers across from the chef,1
the pictures that the parent hates,1
the games that the parent hates,1
the surgeons next to the executive,1
the pilots to the side of the executive,1
the shows that the executive loves,1
the surgeons that the dancer hates,1
the farmers that the executive likes,1
the teachers to the side of the minister,1
the pilots near the guard,1
the teachers across from the executive,1
the games by the taxi driver,1
the managers in front of the parent,1
the consultants across from the assistant,1
the surgeons that the skater admires,1
the movies that the architect admires,1
the pilots across from the guard,1
the novels that the taxi driver hates,1
the senators that the taxi driver admires,1
the senators in front of the assistant,1
the surgeons that the chef loves,1
the managers that the skater admires,1
the games that the chef hates,1
the movies by the guard,1
the novels that the architect admires,1
the authors behind the skater,1
the managers across from the chef,1
the movies that the minister hates,1
the poems that the taxi driver likes,1
the books that the guard hates,1
the movies from the skater,1
the consultants that the taxi driver likes,1
the novels that the assistant admires,1
the poems that the architect admires,1
the authors across from the minister,1
the teachers across from the chef,1
the pictures that the chef hates,1
the movies that the executive admires,1
the farmers in front of the taxi driver,1
the teachers in front of the taxi driver,1
the customers that the chef likes,1
the poems from the taxi driver,1
the poems that the dancer hates,1
the authors near the minister,1
the authors in front of the taxi driver,1
the books by the parent,1
the surgeons that the parent loves,1
the consultants next to the architect,1
the novels by the guard,1
the books that the minister likes,1
the senators near the executive,1
the pilots next to the dancer,1
the managers next to the parent,1
the consultants next to the assistant,1
the authors that the assistant hates,1
the teachers next to the executive,1
the novels that the chef likes,1
the pilots that the dancer hates,1
the consultants next to the minister,1
the surgeons near the assistant,1
the customers behind the minister,1
the consultants to the side of the skater,1
the officers that the skater likes,1
the poems that the minister likes,1
the officers near the taxi driver,1
the managers that the skater likes,1
the movies from the minister,1
the poems by the chef,1
the authors that the executive admires,1
the paintings that the chef admires,1
the games by the executive,1
the consultants to the side of the assistant,1
the customers across from the chef,1
the surgeons that the executive loves,1
the movies that the chef hates,1
the farmers near the chef,1
the teachers that the chef loves,1
the paintings that the guard admires,1
the books that the skater loves,1
the senators that the architect loves,1
the senators to the side of the executive,1
the officers that the architect hates,1
the pilots in front of the taxi driver,1
the books from the minister,1
the paintings that the executive hates,1
the customers near the dancer,1
the shows that the skater admires,1
the surgeons that the taxi driver likes,1
the poems by the executive,1
the consultants that the guard admires,1
the songs from the minister,1
the senators that the skater loves,1
the teachers that the parent loves,1
the teachers across from the guard,1
the authors next to the parent,1
the teachers that the skater likes,1
the shows that the parent hates,1
the games by the assistant,1
the managers that the taxi driver hates,1
the novels that the architect likes,1
the surgeons that the skater loves,1
the managers next to the assistant,1
the novels that the taxi driver likes,1
the novels from the taxi driver,1
the surgeons that the minister admires,1
the novels that the dancer likes,1
the consultants that the assistant hates,1
the teachers that the parent admires,1
the senators behind the taxi driver,1
the authors that the skater loves,1
the teachers that the chef admires,1
the pilots across from the parent,1
the books from the parent,1
the teachers that the assistant hates,1
the teachers behind the assistant,1
the senators behind the guard,1
the surgeons to the side of the assistant,1
the farmers that the assistant hates,1
the pictures that the guard likes,1
the books that the guard loves,1
the managers that the architect likes,1
the customers behind the assistant,1
the poems that the architect likes,1
the movies that the chef admires,1
the consultants that the executive admires,1
the pictures that the executive hates,1
the customers that the dancer admires,1
the shows by the chef,1
the poems that the minister loves,1
the pilots near the dancer,1
the pilots near the minister,1
the farmers across from the parent,1
the customers to the side of the skater,1
the senators across from the dancer,1
the authors behind the chef,1
the novels from the guard,1
the teachers to the side of the parent,1
the teachers that the executive likes,1
the pictures that the chef loves,1
the pilots near the parent,1
the officers that the taxi driver admires,1
the paintings from the parent,1
the songs that the architect likes,1
the pilots in front of the skater,1
the senators near the taxi driver,1
the games that the chef likes,1
the pictures that the parent admires,1
the managers that the architect loves,1
the authors to the side of the dancer,1
the novels that the chef admires,1
the managers in front of the taxi driver,1
the surgeons next to the guard,1
the paintings that the dancer likes,1
the officers that the dancer admires,1
the books by the chef,1
the consultants that the taxi driver loves,1
the managers that the parent loves,1
the customers that the dancer likes,1
the officers behind the chef,1
the teachers to the side of the architect,1
the poems that the minister hates,1
the movies from the chef,1
the pictures that the chef admires,1
the games that the skater likes,1
the teachers next to the parent,1
the officers behind the dancer,1
the managers across from the assistant,1
the managers to the side of the dancer,1
the surgeons in front of the chef,1
the authors across from the skater,1
the shows that the chef likes,1
the consultants that the taxi driver admires,1
the paintings that the executive admires,1
the consultants that the minister hates,1
the officers next to the skater,1
the songs that the chef loves,1
the farmers to the side of the dancer,1
the movies by the chef,1
the teachers in front of the architect,1
the customers in front of the parent,1
the paintings that the architect loves,1
the consultants near the minister,1
the authors next to the executive,1
the books by the guard,1
the poems by the assistant,1
the managers that the guard admires,1
the farmers to the side of the taxi driver,1
the shows from the chef,1
the farmers next to the parent,1
the paintings by the skater,1
the farmers to the side of the minister,1
the farmers near the dancer,1
the officers that the parent likes,1
the novels that the guard likes,1
the surgeons next to the chef,1
the teachers across from the skater,1
the teachers to the side of the executive,1
the customers across from the taxi driver,1
the novels by the parent,1
the novels that the guard loves,1
the poems that the taxi driver hates,1
the officers near the executive,1
the poems that the assistant likes,1
the songs that the dancer admires,1
the managers that the minister hates,1
the pilots next to the minister,1
the pilots that the dancer admires,1
the teachers behind the dancer,1
the pictures that the assistant likes,1
the surgeons near the dancer,1
the senators behind the assistant,1
the movies that the parent admires,1
the movies from the taxi driver,1
the novels that the architect hates,1
the farmers behind the taxi driver,1
the officers behind the executive,1
the teachers next to the chef,1
the senators near the chef,1
the movies by the skater,1
the consultants in front of the guard,1
the songs that the guard hates,1
the officers that the parent loves,1
the books by the assistant,1
the pictures that the assistant hates,1
the farmers that the taxi driver likes,1
the shows that the parent admires,1
the teachers behind the taxi driver,1
the shows that the assistant admires,1
the books from the taxi driver,1
the farmers across from the guard,1
the managers in front of the dancer,1
the farmers in front of the parent,1
the officers that the assistant loves,1
the shows that the chef admires,1
the songs that the executive admires,1
the surgeons near the taxi driver,1
the teachers that the taxi driver likes,1
the farmers next to the taxi driver,1
the customers next to the parent,1
the surgeons to the side of the executive,1
the customers that the executive hates,1
the customers behind the dancer,1
the officers that the skater loves,1
the novels that the assistant loves,1
the shows that the chef hates,1
the managers that the parent likes,1
the songs that the guard likes,1
the customers behind the chef,1
the managers behind the chef,1
the farmers to the side of the parent,1
the surgeons that the chef hates,1
the consultants that the executive hates,1
the shows that the chef loves,1
the surgeons that the minister likes,1
the authors that the assistant admires,1
the officers across from the parent,1
the pictures by the dancer,1
the customers that the chef loves,1
the songs from the architect,1
the novels that the dancer admires,1
the shows that the guard admires,1
the pilots near the assistant,1
the customers across from the executive,1
the consultants in front of the parent,1
the pictures that the skater loves,1
the surgeons that the assistant loves,1
the surgeons to the side of the architect,1
the managers next to the skater,1
the authors that the dancer loves,1
the authors that the executive likes,1
the farmers behind the executive,1
the senators near the minister,1
the teachers in front of the parent,1
the paintings from the taxi driver,1
the senators in front of the executive,1
the farmers behind the dancer,1
the teachers behind the chef,1
the senators that the skater hates,1
the farmers across from the dancer,1
the consultants that the minister likes,1
the teachers that the skater hates,1
the surgeons that the architect loves,1
the consultants to the side of the taxi driver,1
the farmers that the minister admires,1
the officers in front of the parent,1
the farmers that the dancer admires,1
the songs by the minister,1
the surgeons that the dancer likes,1
the managers behind the guard,1
the songs that the parent likes,1
the authors near the guard,1
the senators behind the parent,1
the pictures that the architect loves,1
the songs that the minister likes,1
the movies that the executive likes,1
the customers near the skater,1
the authors across from the guard,1
the officers to the side of the dancer,1
the managers that the dancer likes,1
the games by the architect,1
the officers that the executive admires,1
the authors that the parent loves,1
the shows that the taxi driver hates,1
the pilots that the taxi driver hates,1
the senators next to the guard,1
the pilots near the architect,1
the pilots that the parent hates,1
the customers to the side of the dancer,1
the paintings that the chef hates,1
the surgeons that the taxi driver loves,1
the consultants behind the taxi driver,1
the surgeons behind the guard,1
the poems that the chef likes,1
the pilots in front of the minister,1
the pilots that the taxi driver admires,1
the farmers behind the assistant,1
the pictures that the architect likes,1
the teachers across from the architect,1
the consultants that the assistant admires,1
the senators to the side of the skater,1
the senators that the assistant admires,1
the surgeons next to the parent,1
the senators next to the executive,1
the novels that the parent hates,1
the farmers in front of the architect,1
the consultants near the taxi driver,1
the paintings that the minister likes,1
the books that the architect admires,1
the pictures that the dancer loves,1
the managers that the guard likes,1
the customers in front of the architect,1
the movies by the parent,1
the consultants that the skater admires,1
the surgeons in front of the dancer,1
the shows that the assistant likes,1
the authors near the executive,1
the novels that the taxi driver loves,1
the consultants in front of the architect,1
the songs by the assistant,1
the authors near the chef,1
the authors across from the dancer,1
the surgeons across from the taxi driver,1
the movies that the parent loves,1
the farmers near the parent,1
the shows by the taxi driver,1
the consultants next to the dancer,1
the pilots that the skater admires,1
the customers behind the taxi driver,1
the pictures from the architect,1
the officers that the chef admires,1
the songs that the assistant admires,1
the farmers near the guard,1
the customers that the minister loves,1
the managers next to the dancer,1
the games from the guard,1
the novels that the guard admires,1
the surgeons that the executive hates,1
the managers across from the taxi driver,1
the authors next to the architect,1
the pilots behind the dancer,1
the surgeons behind the dancer,1
the senators next to the minister,1
the paintings by the parent,1
the poems that the architect loves,1
the shows from the skater,1
the surgeons that the parent hates,1
the managers next to the architect,1
the consultants across from the skater,1
the customers to the side of the minister,1
the authors to the side of the chef,1
the farmers in front of the guard,1
the games by the dancer,1
the consultants that the assistant loves,1
the songs that the executive loves,1
the surgeons that the parent admires,1
the managers that the skater hates,1
the shows that the guard likes,1
the consultants that the guard loves,1
the consultants in front of the skater,1
the pilots that the executive hates,1
the authors next to the guard,1
the farmers to the side of the architect,1
the consultants in front of the executive,1
the songs that the parent admires,1
the pictures that the taxi driver loves,1
the teachers that the guard loves,1
the customers that the minister likes,1
the pilots behind the taxi driver,1
the movies that the minister loves,1
the officers to the side of the guard,1
the teachers that the parent likes,1
the authors next to the dancer,1
the managers that the executive likes,1
the officers behind the guard,1
the books by the executive,1
the officers that the guard hates,1
the customers that the guard admires,1
the authors that the guard hates,1
the books that the guard admires,1
the managers to the side of the guard,1
the pilots near the chef,1
the senators that the chef admires,1
the farmers near the taxi driver,1
the consultants that the parent hates,1
the surgeons in front of the skater,1
the surgeons that the architect admires,1
the songs that the chef likes,1
the consultants that the taxi driver hates,1
the paintings from the assistant,1
the teachers that the chef likes,1
the authors next to the skater,1
the games that the architect loves,1
the pictures that the guard loves,1
the farmers next to the chef,1
the surgeons behind the skater,1
the senators near the dancer,1
the paintings that the taxi driver hates,1
the movies that the guard hates,1
the pilots near the skater,1
the officers in front of the executive,1
the games that the taxi driver likes,1
the farmers that the minister likes,1
the teachers that the assistant admires,1
the customers that the assistant loves,1
the games from the assistant,1
the officers in front of the guard,1
the novels that the minister likes,1
the customers that the minister admires,1
the songs from the skater,1
the paintings that the assistant likes,1
the farmers that the executive loves,1
the consultants near the parent,1
the songs that the skater admires,1
the officers that the architect loves,1
the novels that the taxi driver admires,1
the farmers that the taxi driver hates,1
the paintings that the taxi driver likes,1
the surgeons to the side of the dancer,1
the authors that the taxi driver loves,1
the farmers that the chef loves,1
the books that the minister admires,1
the songs that the assistant likes,1
the teachers in front of the skater,1
the novels that the executive likes,1
the customers that the skater likes,1
the customers near the guard,1
the books that the minister loves,1
the senators behind the skater,1
the paintings by the executive,1
the games that the architect admires,1
the pilots across from the chef,1
the teachers near the skater,1
the songs from the dancer,1
the books that the chef loves,1
the paintings that the parent loves,1
the songs that the guard loves,1
the games that the executive admires,1
the consultants next to the taxi driver,1
the officers that the minister hates,1
the shows that the architect admires,1
the surgeons that the taxi driver hates,1
the shows that the skater hates,1
the senators that the guard loves,1
the senators to the side of the assistant,1
the officers next to the assistant,1
the shows that the assistant hates,1
the novels that the chef hates,1
the teachers to the side of the dancer,1
the poems by the taxi driver,1
the movies that the assistant likes,1
the novels that the skater admires,1
the authors next to the chef,1
the authors that the dancer hates,1
the pictures that the parent loves,1
the books that the skater admires,1
the pictures that the skater admires,1
the shows from the architect,1
the consultants to the side of the parent,1
the games that the taxi driver loves,1
the shows from the executive,1
the paintings that the chef likes,1
the authors to the side of the assistant,1
the paintings that the chef loves,1
the teachers next to the guard,1
the customers in front of the executive,1
the songs by the parent,1
the teachers near the parent,1
