,data,labels,counterfactual_data,var_0,counter_var_0,var_1,counter_var_1,aux_0,counter_aux_0,CF_Label_0,CF_FN_0,CF_Label_1,CF_FN_1
825,76 41 113,54,56 102 113,13,85,41,102,99,8,13,counter_var_0 var_1 +,21,var_0 counter_aux_0 +
826,54 23 113,1,67 112 113,91,82,23,112,77,1,105,counter_var_0 var_1 +,92,var_0 counter_aux_0 +
827,41 39 113,25,110 59 113,99,9,39,59,52,91,48,counter_var_0 var_1 +,77,var_0 counter_aux_0 +
828,9 43 113,11,40 70 113,81,18,43,70,41,41,61,counter_var_0 var_1 +,9,var_0 counter_aux_0 +
829,16 81 113,111,17 1 113,30,63,81,1,7,1,31,counter_var_0 var_1 +,31,var_0 counter_aux_0 +
830,5 50 113,75,48 65 113,25,44,50,65,14,44,94,counter_var_0 var_1 +,69,var_0 counter_aux_0 +
831,15 38 113,37,66 17 113,112,62,38,17,88,63,100,counter_var_0 var_1 +,62,var_0 counter_aux_0 +
832,56 20 113,105,106 97 113,85,49,20,97,61,30,69,counter_var_0 var_1 +,2,var_0 counter_aux_0 +
833,9 89 113,57,58 85 113,81,87,89,85,11,106,63,counter_var_0 var_1 +,74,var_0 counter_aux_0 +
834,19 108 113,17,36 33 113,22,53,108,33,25,72,48,counter_var_0 var_1 +,94,var_0 counter_aux_0 +
835,12 2 113,33,80 69 113,31,72,2,69,4,15,74,counter_var_0 var_1 +,46,var_0 counter_aux_0 +
836,80 30 113,102,49 68 113,72,28,30,68,109,104,58,counter_var_0 var_1 +,63,var_0 counter_aux_0 +
837,24 96 113,107,63 59 113,11,14,96,59,63,91,110,counter_var_0 var_1 +,102,var_0 counter_aux_0 +
838,105 22 113,86,11 13 113,64,8,22,13,32,56,30,counter_var_0 var_1 +,7,var_0 counter_aux_0 +
839,6 112 113,35,112 74 113,36,1,112,74,1,52,0,counter_var_0 var_1 +,88,var_0 counter_aux_0 +
840,91 103 113,22,80 92 113,32,72,103,92,100,102,62,counter_var_0 var_1 +,21,var_0 counter_aux_0 +
841,100 24 113,80,64 68 113,56,28,24,68,11,104,52,counter_var_0 var_1 +,47,var_0 counter_aux_0 +
842,30 75 113,71,106 70 113,109,49,75,70,88,41,11,counter_var_0 var_1 +,37,var_0 counter_aux_0 +
843,111 98 113,102,35 78 113,4,95,98,78,112,95,80,counter_var_0 var_1 +,99,var_0 counter_aux_0 +
844,109 5 113,21,64 82 113,16,28,5,82,25,57,33,counter_var_0 var_1 +,73,var_0 counter_aux_0 +
845,100 75 113,18,45 39 113,56,104,75,39,88,52,66,counter_var_0 var_1 +,108,var_0 counter_aux_0 +
846,85 10 113,3,25 42 113,106,60,10,42,100,69,70,counter_var_0 var_1 +,62,var_0 counter_aux_0 +
847,111 28 113,32,0 61 113,4,0,28,61,106,105,28,counter_var_0 var_1 +,109,var_0 counter_aux_0 +
848,80 84 113,43,26 110 113,72,111,84,110,50,9,82,counter_var_0 var_1 +,81,var_0 counter_aux_0 +
849,95 46 113,31,67 47 113,98,82,46,47,82,62,15,counter_var_0 var_1 +,47,var_0 counter_aux_0 +
850,19 101 113,10,42 14 113,22,69,101,14,31,83,57,counter_var_0 var_1 +,105,var_0 counter_aux_0 +
851,67 98 113,67,44 70 113,82,15,98,70,112,41,0,counter_var_0 var_1 +,10,var_0 counter_aux_0 +
852,62 90 113,92,65 84 113,2,44,90,84,77,50,21,counter_var_0 var_1 +,52,var_0 counter_aux_0 +
853,15 88 113,87,14 50 113,112,83,88,50,60,14,58,counter_var_0 var_1 +,13,var_0 counter_aux_0 +
854,34 44 113,70,23 100 113,26,77,44,100,15,56,8,counter_var_0 var_1 +,82,var_0 counter_aux_0 +
855,19 88 113,110,111 94 113,22,4,88,94,60,22,92,counter_var_0 var_1 +,44,var_0 counter_aux_0 +
856,40 57 113,75,71 90 113,18,69,57,90,85,77,13,counter_var_0 var_1 +,95,var_0 counter_aux_0 +
857,47 83 113,32,27 45 113,62,51,83,45,109,104,21,counter_var_0 var_1 +,53,var_0 counter_aux_0 +
858,67 89 113,58,38 22 113,82,88,89,22,11,32,64,counter_var_0 var_1 +,1,var_0 counter_aux_0 +
859,38 0 113,88,100 68 113,88,56,0,68,0,104,56,counter_var_0 var_1 +,79,var_0 counter_aux_0 +
860,85 41 113,34,87 99 113,106,111,41,99,99,83,39,counter_var_0 var_1 +,76,var_0 counter_aux_0 +
861,80 104 113,63,45 35 113,72,104,104,35,81,95,95,counter_var_0 var_1 +,54,var_0 counter_aux_0 +
862,63 97 113,111,73 17 113,14,18,97,17,30,63,2,counter_var_0 var_1 +,77,var_0 counter_aux_0 +
863,19 6 113,28,97 101 113,22,30,6,101,36,31,36,counter_var_0 var_1 +,53,var_0 counter_aux_0 +
864,26 12 113,10,29 55 113,111,50,12,55,31,87,62,counter_var_0 var_1 +,85,var_0 counter_aux_0 +
865,65 42 113,86,9 24 113,44,81,42,24,69,11,10,counter_var_0 var_1 +,55,var_0 counter_aux_0 +
866,26 64 113,62,64 13 113,111,28,64,13,28,56,92,counter_var_0 var_1 +,54,var_0 counter_aux_0 +
867,29 9 113,59,8 92 113,50,64,9,92,81,102,73,counter_var_0 var_1 +,39,var_0 counter_aux_0 +
868,54 31 113,9,58 12 113,91,87,31,12,57,31,5,counter_var_0 var_1 +,9,var_0 counter_aux_0 +
869,84 79 113,16,83 79 113,50,109,79,79,26,26,75,counter_var_0 var_1 +,76,var_0 counter_aux_0 +
870,91 42 113,74,76 83 113,32,13,42,83,69,109,55,counter_var_0 var_1 +,28,var_0 counter_aux_0 +
871,28 112 113,105,68 66 113,106,104,112,66,1,62,103,counter_var_0 var_1 +,55,var_0 counter_aux_0 +
872,24 6 113,17,21 109 113,11,102,6,109,36,16,108,counter_var_0 var_1 +,27,var_0 counter_aux_0 +
873,105 1 113,65,78 89 113,64,95,1,89,1,11,96,counter_var_0 var_1 +,75,var_0 counter_aux_0 +
874,33 59 113,18,108 107 113,72,25,59,107,91,36,84,counter_var_0 var_1 +,108,var_0 counter_aux_0 +
875,63 63 113,77,73 4 113,14,18,63,4,14,16,81,counter_var_0 var_1 +,30,var_0 counter_aux_0 +
876,1 51 113,52,36 30 113,1,53,51,30,2,109,104,counter_var_0 var_1 +,110,var_0 counter_aux_0 +
877,13 101 113,44,25 76 113,56,60,101,76,31,13,48,counter_var_0 var_1 +,69,var_0 counter_aux_0 +
878,59 79 113,57,42 105 113,91,69,79,105,26,64,35,counter_var_0 var_1 +,42,var_0 counter_aux_0 +
879,91 107 113,26,32 100 113,32,7,107,100,36,56,1,counter_var_0 var_1 +,88,var_0 counter_aux_0 +
880,64 74 113,102,80 49 113,28,72,74,49,52,28,33,counter_var_0 var_1 +,56,var_0 counter_aux_0 +
881,3 51 113,60,1 54 113,9,1,51,54,2,91,52,counter_var_0 var_1 +,100,var_0 counter_aux_0 +
882,53 49 113,33,21 6 113,97,102,49,6,28,36,38,counter_var_0 var_1 +,20,var_0 counter_aux_0 +
883,87 41 113,39,88 40 113,111,60,41,40,99,18,101,counter_var_0 var_1 +,16,var_0 counter_aux_0 +
884,56 10 113,95,99 0 113,85,83,10,0,100,0,93,counter_var_0 var_1 +,85,var_0 counter_aux_0 +
885,86 12 113,63,103 74 113,51,100,12,74,31,52,112,counter_var_0 var_1 +,103,var_0 counter_aux_0 +
886,23 15 113,92,107 72 113,77,36,15,72,112,99,51,counter_var_0 var_1 +,63,var_0 counter_aux_0 +
887,20 71 113,19,57 87 113,61,85,71,87,69,111,43,counter_var_0 var_1 +,59,var_0 counter_aux_0 +
888,95 61 113,46,68 32 113,98,104,61,32,105,7,52,counter_var_0 var_1 +,105,var_0 counter_aux_0 +
889,109 111 113,14,30 91 113,16,109,111,91,4,32,107,counter_var_0 var_1 +,48,var_0 counter_aux_0 +
890,52 60 113,52,43 104 113,105,41,60,104,97,81,101,counter_var_0 var_1 +,73,var_0 counter_aux_0 +
891,34 67 113,93,97 19 113,26,30,67,19,82,22,97,counter_var_0 var_1 +,48,var_0 counter_aux_0 +
892,39 5 113,57,42 82 113,52,69,5,82,25,57,74,counter_var_0 var_1 +,109,var_0 counter_aux_0 +
893,56 0 113,85,13 15 113,85,56,0,15,0,112,56,counter_var_0 var_1 +,84,var_0 counter_aux_0 +
894,51 23 113,25,57 107 113,2,85,23,107,77,36,108,counter_var_0 var_1 +,38,var_0 counter_aux_0 +
895,38 11 113,99,51 48 113,88,2,11,48,8,44,13,counter_var_0 var_1 +,19,var_0 counter_aux_0 +
896,23 0 113,77,30 68 113,77,109,0,68,0,104,109,counter_var_0 var_1 +,68,var_0 counter_aux_0 +
897,29 82 113,19,32 28 113,50,7,82,28,57,106,89,counter_var_0 var_1 +,43,var_0 counter_aux_0 +
898,112 23 113,24,31 8 113,1,57,23,8,77,64,80,counter_var_0 var_1 +,65,var_0 counter_aux_0 +
899,5 104 113,16,52 69 113,25,105,104,69,81,15,96,counter_var_0 var_1 +,40,var_0 counter_aux_0 +
900,3 60 113,69,39 15 113,9,52,60,15,97,112,112,counter_var_0 var_1 +,8,var_0 counter_aux_0 +
901,77 38 113,91,8 1 113,53,64,38,1,88,1,102,counter_var_0 var_1 +,54,var_0 counter_aux_0 +
902,53 8 113,105,50 28 113,97,14,8,28,64,106,22,counter_var_0 var_1 +,90,var_0 counter_aux_0 +
903,74 58 113,110,100 33 113,52,56,58,33,87,72,1,counter_var_0 var_1 +,11,var_0 counter_aux_0 +
904,100 88 113,31,92 10 113,56,102,88,10,60,100,77,counter_var_0 var_1 +,43,var_0 counter_aux_0 +
905,29 46 113,96,85 57 113,50,106,46,57,82,85,39,counter_var_0 var_1 +,22,var_0 counter_aux_0 +
906,74 89 113,28,107 110 113,52,36,89,110,11,9,12,counter_var_0 var_1 +,61,var_0 counter_aux_0 +
907,6 23 113,59,25 24 113,36,60,23,24,77,11,83,counter_var_0 var_1 +,47,var_0 counter_aux_0 +
908,58 100 113,74,83 52 113,87,109,100,52,56,105,96,counter_var_0 var_1 +,79,var_0 counter_aux_0 +
909,100 14 113,70,1 82 113,56,1,14,82,83,57,15,counter_var_0 var_1 +,0,var_0 counter_aux_0 +
910,52 8 113,0,59 88 113,105,91,8,88,64,60,99,counter_var_0 var_1 +,52,var_0 counter_aux_0 +
911,55 77 113,51,93 10 113,87,61,77,10,53,100,25,counter_var_0 var_1 +,74,var_0 counter_aux_0 +
912,76 57 113,70,88 84 113,13,60,57,84,85,50,4,counter_var_0 var_1 +,63,var_0 counter_aux_0 +
913,78 86 113,68,12 88 113,95,31,86,88,51,60,4,counter_var_0 var_1 +,42,var_0 counter_aux_0 +
914,27 23 113,74,77 94 113,51,53,23,94,77,22,76,counter_var_0 var_1 +,73,var_0 counter_aux_0 +
915,70 110 113,38,81 19 113,41,7,110,19,9,22,4,counter_var_0 var_1 +,63,var_0 counter_aux_0 +
916,28 58 113,51,46 64 113,106,82,58,64,87,28,27,counter_var_0 var_1 +,21,var_0 counter_aux_0 +
917,91 85 113,4,80 39 113,32,72,85,39,106,52,44,counter_var_0 var_1 +,84,var_0 counter_aux_0 +
918,44 99 113,1,108 21 113,15,25,99,21,83,102,11,counter_var_0 var_1 +,4,var_0 counter_aux_0 +
919,76 37 113,50,111 92 113,13,4,37,92,13,102,41,counter_var_0 var_1 +,2,var_0 counter_aux_0 +
920,42 109 113,65,24 11 113,69,11,109,11,16,8,7,counter_var_0 var_1 +,77,var_0 counter_aux_0 +
921,49 100 113,15,53 16 113,28,97,100,16,56,30,84,counter_var_0 var_1 +,58,var_0 counter_aux_0 +
922,67 11 113,93,67 88 113,82,82,11,88,8,60,93,counter_var_0 var_1 +,29,var_0 counter_aux_0 +
923,104 111 113,79,111 106 113,81,4,111,106,4,49,2,counter_var_0 var_1 +,17,var_0 counter_aux_0 +
924,108 28 113,53,51 56 113,25,2,28,56,106,85,30,counter_var_0 var_1 +,110,var_0 counter_aux_0 +
925,37 75 113,88,88 15 113,13,60,75,15,88,112,22,counter_var_0 var_1 +,12,var_0 counter_aux_0 +
926,53 76 113,60,19 19 113,97,22,76,19,13,22,98,counter_var_0 var_1 +,6,var_0 counter_aux_0 +
927,69 109 113,11,53 104 113,15,97,109,104,16,81,93,counter_var_0 var_1 +,96,var_0 counter_aux_0 +
928,19 71 113,93,82 64 113,22,57,71,64,69,28,15,counter_var_0 var_1 +,50,var_0 counter_aux_0 +
929,73 28 113,46,65 38 113,18,44,28,38,106,88,72,counter_var_0 var_1 +,106,var_0 counter_aux_0 +
930,12 77 113,108,83 26 113,31,109,77,26,53,111,73,counter_var_0 var_1 +,29,var_0 counter_aux_0 +
931,16 82 113,112,1 56 113,30,1,82,56,57,85,83,counter_var_0 var_1 +,2,var_0 counter_aux_0 +
932,61 97 113,89,12 39 113,105,31,97,39,30,52,15,counter_var_0 var_1 +,44,var_0 counter_aux_0 +
933,61 59 113,51,16 27 113,105,30,59,27,91,51,89,counter_var_0 var_1 +,43,var_0 counter_aux_0 +
934,66 30 113,92,26 2 113,62,111,30,2,109,4,28,counter_var_0 var_1 +,66,var_0 counter_aux_0 +
935,2 91 113,95,16 104 113,4,30,91,104,32,81,8,counter_var_0 var_1 +,85,var_0 counter_aux_0 +
936,70 62 113,103,29 60 113,41,50,62,60,2,97,112,counter_var_0 var_1 +,25,var_0 counter_aux_0 +
937,45 51 113,42,36 100 113,104,53,51,100,2,56,104,counter_var_0 var_1 +,47,var_0 counter_aux_0 +
938,4 37 113,53,5 79 113,16,25,37,79,13,26,62,counter_var_0 var_1 +,42,var_0 counter_aux_0 +
939,57 76 113,48,105 49 113,85,64,76,49,13,28,27,counter_var_0 var_1 +,0,var_0 counter_aux_0 +
940,3 30 113,39,33 83 113,9,72,30,83,109,109,102,counter_var_0 var_1 +,5,var_0 counter_aux_0 +
941,109 68 113,84,56 4 113,16,85,68,4,104,16,40,counter_var_0 var_1 +,32,var_0 counter_aux_0 +
942,51 18 113,20,72 47 113,2,99,18,47,98,62,4,counter_var_0 var_1 +,64,var_0 counter_aux_0 +
943,100 104 113,47,53 101 113,56,97,104,101,81,31,88,counter_var_0 var_1 +,87,var_0 counter_aux_0 +
944,84 82 113,19,36 14 113,50,53,82,14,57,83,22,counter_var_0 var_1 +,20,var_0 counter_aux_0 +
945,111 25 113,29,102 60 113,4,8,25,60,60,97,33,counter_var_0 var_1 +,101,var_0 counter_aux_0 +
946,2 33 113,37,35 14 113,4,95,33,14,72,83,15,counter_var_0 var_1 +,87,var_0 counter_aux_0 +
947,37 78 113,91,75 19 113,13,88,78,19,95,22,53,counter_var_0 var_1 +,35,var_0 counter_aux_0 +
948,23 8 113,85,75 80 113,77,88,8,80,64,72,96,counter_var_0 var_1 +,36,var_0 counter_aux_0 +
949,18 70 113,55,25 38 113,98,60,70,38,41,88,17,counter_var_0 var_1 +,73,var_0 counter_aux_0 +
950,58 38 113,12,104 46 113,87,81,38,46,88,82,6,counter_var_0 var_1 +,56,var_0 counter_aux_0 +
951,36 91 113,31,111 73 113,53,4,91,73,32,18,95,counter_var_0 var_1 +,71,var_0 counter_aux_0 +
952,81 79 113,86,61 91 113,7,105,79,91,26,32,71,counter_var_0 var_1 +,39,var_0 counter_aux_0 +
953,50 38 113,52,12 56 113,14,31,38,56,88,85,69,counter_var_0 var_1 +,99,var_0 counter_aux_0 +
954,13 15 113,71,34 66 113,56,26,15,66,112,62,41,counter_var_0 var_1 +,5,var_0 counter_aux_0 +
955,44 77 113,92,104 38 113,15,81,77,38,53,88,45,counter_var_0 var_1 +,103,var_0 counter_aux_0 +
956,5 3 113,28,39 106 113,25,52,3,106,9,49,55,counter_var_0 var_1 +,74,var_0 counter_aux_0 +
957,44 78 113,93,57 101 113,15,85,78,101,95,31,50,counter_var_0 var_1 +,46,var_0 counter_aux_0 +
958,100 107 113,50,101 15 113,56,31,107,15,36,112,25,counter_var_0 var_1 +,55,var_0 counter_aux_0 +
959,28 75 113,68,44 30 113,106,15,75,30,88,109,90,counter_var_0 var_1 +,102,var_0 counter_aux_0 +
960,10 60 113,47,56 89 113,100,85,60,89,97,11,32,counter_var_0 var_1 +,111,var_0 counter_aux_0 +
961,34 45 113,71,62 85 113,26,2,45,85,104,106,47,counter_var_0 var_1 +,19,var_0 counter_aux_0 +
962,50 57 113,71,30 45 113,14,109,57,45,85,104,53,counter_var_0 var_1 +,5,var_0 counter_aux_0 +
963,65 32 113,76,81 29 113,44,7,32,29,7,50,39,counter_var_0 var_1 +,94,var_0 counter_aux_0 +
964,90 108 113,72,107 82 113,77,36,108,82,25,57,31,counter_var_0 var_1 +,21,var_0 counter_aux_0 +
965,79 3 113,29,47 42 113,26,62,3,42,9,69,65,counter_var_0 var_1 +,95,var_0 counter_aux_0 +
966,48 111 113,42,75 7 113,44,88,111,7,4,49,86,counter_var_0 var_1 +,93,var_0 counter_aux_0 +
967,80 20 113,92,23 13 113,72,77,20,13,61,56,97,counter_var_0 var_1 +,15,var_0 counter_aux_0 +
968,83 6 113,2,108 106 113,109,25,6,106,36,49,31,counter_var_0 var_1 +,45,var_0 counter_aux_0 +
969,30 100 113,96,62 96 113,109,2,100,96,56,63,102,counter_var_0 var_1 +,59,var_0 counter_aux_0 +
970,105 76 113,27,67 26 113,64,82,76,26,13,111,45,counter_var_0 var_1 +,62,var_0 counter_aux_0 +
971,74 64 113,3,97 67 113,52,30,64,67,28,82,94,counter_var_0 var_1 +,21,var_0 counter_aux_0 +
972,16 63 113,93,54 24 113,30,91,63,24,14,11,41,counter_var_0 var_1 +,41,var_0 counter_aux_0 +
973,112 53 113,54,90 42 113,1,77,53,42,97,69,17,counter_var_0 var_1 +,70,var_0 counter_aux_0 +
974,84 38 113,88,79 41 113,50,26,38,41,88,99,64,counter_var_0 var_1 +,36,var_0 counter_aux_0 +
975,50 40 113,54,21 0 113,14,102,40,0,18,0,29,counter_var_0 var_1 +,14,var_0 counter_aux_0 +
976,17 75 113,25,69 65 113,63,15,75,65,88,44,90,counter_var_0 var_1 +,107,var_0 counter_aux_0 +
977,82 58 113,2,112 28 113,57,1,58,28,87,106,59,counter_var_0 var_1 +,50,var_0 counter_aux_0 +
978,10 27 113,14,104 1 113,100,81,27,1,51,1,108,counter_var_0 var_1 +,101,var_0 counter_aux_0 +
979,29 69 113,6,90 73 113,50,77,69,73,15,18,33,counter_var_0 var_1 +,68,var_0 counter_aux_0 +
980,10 8 113,108,22 38 113,100,32,8,38,64,88,40,counter_var_0 var_1 +,75,var_0 counter_aux_0 +
981,88 55 113,2,48 49 113,60,44,55,49,87,28,99,counter_var_0 var_1 +,88,var_0 counter_aux_0 +
982,110 19 113,28,57 54 113,9,85,19,54,22,91,104,counter_var_0 var_1 +,100,var_0 counter_aux_0 +
983,62 75 113,77,5 4 113,2,25,75,4,88,16,100,counter_var_0 var_1 +,18,var_0 counter_aux_0 +
984,52 76 113,68,6 96 113,105,36,76,96,13,63,112,counter_var_0 var_1 +,55,var_0 counter_aux_0 +
985,72 99 113,85,80 24 113,99,72,99,24,83,11,58,counter_var_0 var_1 +,110,var_0 counter_aux_0 +
986,5 109 113,21,12 37 113,25,31,109,37,16,13,27,counter_var_0 var_1 +,38,var_0 counter_aux_0 +
987,12 57 113,88,75 93 113,31,88,57,93,85,61,32,counter_var_0 var_1 +,92,var_0 counter_aux_0 +
988,2 27 113,31,78 49 113,4,95,27,49,51,28,9,counter_var_0 var_1 +,32,var_0 counter_aux_0 +
989,83 99 113,95,19 68 113,109,22,99,68,83,104,8,counter_var_0 var_1 +,100,var_0 counter_aux_0 +
990,36 52 113,105,97 36 113,53,30,52,36,105,53,82,counter_var_0 var_1 +,106,var_0 counter_aux_0 +
991,5 76 113,101,45 64 113,25,104,76,64,13,28,67,counter_var_0 var_1 +,53,var_0 counter_aux_0 +
992,94 92 113,1,47 22 113,22,62,92,22,102,32,41,counter_var_0 var_1 +,54,var_0 counter_aux_0 +
993,75 43 113,18,25 0 113,88,60,43,0,41,0,103,counter_var_0 var_1 +,88,var_0 counter_aux_0 +
994,5 37 113,62,85 79 113,25,106,37,79,13,26,30,counter_var_0 var_1 +,51,var_0 counter_aux_0 +
995,106 50 113,99,57 38 113,49,85,50,38,14,88,22,counter_var_0 var_1 +,24,var_0 counter_aux_0 +
996,101 70 113,101,63 69 113,31,14,70,69,41,15,84,counter_var_0 var_1 +,46,var_0 counter_aux_0 +
997,112 14 113,15,77 51 113,1,53,14,51,83,2,67,counter_var_0 var_1 +,3,var_0 counter_aux_0 +
998,49 50 113,78,107 46 113,28,36,50,46,14,82,86,counter_var_0 var_1 +,110,var_0 counter_aux_0 +
999,29 98 113,35,107 65 113,50,36,98,65,112,44,21,counter_var_0 var_1 +,94,var_0 counter_aux_0 +
1000,88 4 113,64,75 38 113,60,88,4,38,16,88,92,counter_var_0 var_1 +,35,var_0 counter_aux_0 +
1001,35 37 113,19,78 106 113,95,95,37,106,13,49,19,counter_var_0 var_1 +,31,var_0 counter_aux_0 +
1002,15 64 113,63,89 13 113,112,11,64,13,28,56,75,counter_var_0 var_1 +,55,var_0 counter_aux_0 +
1003,70 39 113,80,111 15 113,41,4,39,15,52,112,43,counter_var_0 var_1 +,40,var_0 counter_aux_0 +
1004,45 30 113,21,22 35 113,104,32,30,35,109,95,62,counter_var_0 var_1 +,86,var_0 counter_aux_0 +
1005,28 108 113,101,45 28 113,106,104,108,28,25,106,99,counter_var_0 var_1 +,99,var_0 counter_aux_0 +
1006,102 110 113,5,105 10 113,8,64,110,10,9,100,61,counter_var_0 var_1 +,108,var_0 counter_aux_0 +
1007,111 86 113,90,112 75 113,4,1,86,75,51,88,87,counter_var_0 var_1 +,92,var_0 counter_aux_0 +
1008,60 34 113,18,103 44 113,97,100,34,44,26,15,21,counter_var_0 var_1 +,112,var_0 counter_aux_0 +
1009,98 2 113,1,62 7 113,112,2,2,7,4,49,4,counter_var_0 var_1 +,48,var_0 counter_aux_0 +
1010,43 81 113,9,35 53 113,41,95,81,53,7,97,63,counter_var_0 var_1 +,25,var_0 counter_aux_0 +
1011,0 0 113,0,37 1 113,0,13,0,1,0,1,13,counter_var_0 var_1 +,1,var_0 counter_aux_0 +
1012,18 41 113,26,95 68 113,98,98,41,68,99,104,26,counter_var_0 var_1 +,89,var_0 counter_aux_0 +
1013,38 64 113,39,49 99 113,88,28,64,99,28,83,92,counter_var_0 var_1 +,58,var_0 counter_aux_0 +
1014,5 91 113,3,81 21 113,25,7,91,21,32,102,98,counter_var_0 var_1 +,14,var_0 counter_aux_0 +
1015,41 9 113,108,75 99 113,99,88,9,99,81,83,97,counter_var_0 var_1 +,69,var_0 counter_aux_0 +
1016,76 49 113,62,78 77 113,13,95,49,77,28,53,31,counter_var_0 var_1 +,66,var_0 counter_aux_0 +
1017,41 40 113,26,12 23 113,99,31,40,23,18,77,71,counter_var_0 var_1 +,63,var_0 counter_aux_0 +
1018,91 106 113,25,9 72 113,32,81,106,72,49,99,74,counter_var_0 var_1 +,18,var_0 counter_aux_0 +
1019,86 21 113,72,92 47 113,51,102,21,47,102,62,10,counter_var_0 var_1 +,0,var_0 counter_aux_0 +
1020,25 84 113,31,26 95 113,60,111,84,95,50,98,82,counter_var_0 var_1 +,45,var_0 counter_aux_0 +
1021,55 81 113,55,17 40 113,87,63,81,40,7,18,31,counter_var_0 var_1 +,105,var_0 counter_aux_0 +
1022,27 1 113,52,26 52 113,51,111,1,52,1,105,112,counter_var_0 var_1 +,43,var_0 counter_aux_0 +
1023,91 110 113,29,53 61 113,32,97,110,61,9,105,94,counter_var_0 var_1 +,24,var_0 counter_aux_0 +
1024,96 78 113,28,62 6 113,63,2,78,6,95,36,80,counter_var_0 var_1 +,99,var_0 counter_aux_0 +
1025,63 87 113,101,93 91 113,14,61,87,91,111,32,35,counter_var_0 var_1 +,46,var_0 counter_aux_0 +
1026,6 5 113,41,30 11 113,36,109,5,11,25,8,1,counter_var_0 var_1 +,44,var_0 counter_aux_0 +
1027,13 14 113,70,8 108 113,56,64,14,108,83,25,78,counter_var_0 var_1 +,81,var_0 counter_aux_0 +
1028,60 76 113,60,11 43 113,97,8,76,43,13,41,84,counter_var_0 var_1 +,25,var_0 counter_aux_0 +
1029,9 67 113,35,76 19 113,81,13,67,19,82,22,80,counter_var_0 var_1 +,103,var_0 counter_aux_0 +
1030,33 26 113,98,110 44 113,72,9,26,44,111,15,35,counter_var_0 var_1 +,87,var_0 counter_aux_0 +
1031,92 103 113,92,77 98 113,102,53,103,98,100,112,43,counter_var_0 var_1 +,101,var_0 counter_aux_0 +
1032,79 90 113,3,19 71 113,26,22,90,71,77,69,112,counter_var_0 var_1 +,95,var_0 counter_aux_0 +
1033,3 29 113,38,8 93 113,9,64,29,93,50,61,93,counter_var_0 var_1 +,70,var_0 counter_aux_0 +
1034,72 13 113,112,63 18 113,99,14,13,18,56,98,27,counter_var_0 var_1 +,84,var_0 counter_aux_0 +
1035,21 101 113,90,35 49 113,102,95,101,49,31,28,83,counter_var_0 var_1 +,17,var_0 counter_aux_0 +
1036,83 31 113,27,43 5 113,109,41,31,5,57,25,72,counter_var_0 var_1 +,21,var_0 counter_aux_0 +
1037,80 106 113,65,21 94 113,72,102,106,94,49,22,95,counter_var_0 var_1 +,94,var_0 counter_aux_0 +
1038,87 45 113,43,88 23 113,111,60,45,23,104,77,105,counter_var_0 var_1 +,75,var_0 counter_aux_0 +
1039,29 19 113,69,34 54 113,50,26,19,54,22,91,45,counter_var_0 var_1 +,28,var_0 counter_aux_0 +
1040,53 39 113,23,108 111 113,97,25,39,111,52,4,64,counter_var_0 var_1 +,101,var_0 counter_aux_0 +
1041,47 60 113,9,22 51 113,62,32,60,51,97,2,92,counter_var_0 var_1 +,64,var_0 counter_aux_0 +
1042,3 19 113,28,27 46 113,9,51,19,46,22,82,70,counter_var_0 var_1 +,91,var_0 counter_aux_0 +
1043,74 108 113,47,82 7 113,52,57,108,7,25,49,52,counter_var_0 var_1 +,101,var_0 counter_aux_0 +
1044,109 77 113,93,112 112 113,16,1,77,112,53,1,78,counter_var_0 var_1 +,17,var_0 counter_aux_0 +
1045,69 104 113,6,100 73 113,15,56,104,73,81,18,47,counter_var_0 var_1 +,33,var_0 counter_aux_0 +
1046,84 98 113,35,5 5 113,50,25,98,5,112,25,10,counter_var_0 var_1 +,75,var_0 counter_aux_0 +
1047,0 54 113,54,33 81 113,0,72,54,81,91,7,13,counter_var_0 var_1 +,7,var_0 counter_aux_0 +
1048,43 79 113,7,42 61 113,41,69,79,61,26,105,35,counter_var_0 var_1 +,33,var_0 counter_aux_0 +
1049,105 23 113,87,24 98 113,64,11,23,98,77,112,34,counter_var_0 var_1 +,63,var_0 counter_aux_0 +
1050,94 21 113,43,18 85 113,22,98,21,85,102,106,6,counter_var_0 var_1 +,15,var_0 counter_aux_0 +
1051,48 13 113,57,77 86 113,44,53,13,86,56,51,66,counter_var_0 var_1 +,95,var_0 counter_aux_0 +
1052,89 7 113,18,1 66 113,11,1,7,66,49,62,8,counter_var_0 var_1 +,73,var_0 counter_aux_0 +
1053,61 29 113,21,5 60 113,105,25,29,60,50,97,54,counter_var_0 var_1 +,89,var_0 counter_aux_0 +
1054,83 46 113,42,75 92 113,109,88,46,92,82,102,21,counter_var_0 var_1 +,98,var_0 counter_aux_0 +
1055,41 38 113,24,61 0 113,99,105,38,0,88,0,30,counter_var_0 var_1 +,99,var_0 counter_aux_0 +
1056,88 18 113,78,75 61 113,60,88,18,61,98,105,106,counter_var_0 var_1 +,52,var_0 counter_aux_0 +
1057,51 110 113,112,81 99 113,2,7,110,99,9,83,4,counter_var_0 var_1 +,85,var_0 counter_aux_0 +
1058,20 95 113,43,92 15 113,61,102,95,15,98,112,84,counter_var_0 var_1 +,60,var_0 counter_aux_0 +
