,data,labels,counterfactual_data,var_0,counter_var_0,var_1,counter_var_1,aux_0,counter_aux_0,CF_Label_0,CF_FN_0,CF_Label_1,CF_FN_1
672,115 57 38 20 113,43,115 71 86 45 113,28,13,15,17,20,14,45,var_0 counter_var_1 +,28,counter_var_0 var_1 +
673,115 57 45 76 113,50,115 71 78 65 113,28,13,22,9,14,3,37,var_0 counter_var_1 +,35,counter_var_0 var_1 +
674,115 63 96 6 113,9,115 87 84 32 113,5,0,4,15,6,1,20,var_0 counter_var_1 +,4,counter_var_0 var_1 +
675,115 0 15 53 113,15,115 25 36 106 113,0,25,15,13,22,13,13,var_0 counter_var_1 +,40,counter_var_0 var_1 +
676,115 55 101 104 113,35,115 24 27 88 113,26,24,9,4,11,26,30,var_0 counter_var_1 +,33,counter_var_0 var_1 +
677,115 97 111 12 113,29,115 40 88 66 113,10,11,19,19,12,4,29,var_0 counter_var_1 +,30,counter_var_0 var_1 +
678,115 15 93 37 113,16,115 57 10 68 113,15,28,1,10,6,6,25,var_0 counter_var_1 +,29,counter_var_0 var_1 +
679,115 66 86 45 113,25,115 30 109 79 113,8,1,17,17,14,17,25,var_0 counter_var_1 +,18,counter_var_0 var_1 +
680,115 1 104 84 113,13,115 21 5 47 113,1,21,12,5,22,16,6,var_0 counter_var_1 +,33,counter_var_0 var_1 +
681,115 50 39 14 113,37,115 106 54 83 113,21,19,16,8,14,21,29,var_0 counter_var_1 +,35,counter_var_0 var_1 +
682,115 104 15 53 113,32,115 57 3 15 113,17,28,15,3,22,15,20,var_0 counter_var_1 +,43,counter_var_0 var_1 +
683,115 23 104 84 113,35,115 87 1 40 113,23,0,12,1,22,9,24,var_0 counter_var_1 +,12,counter_var_0 var_1 +
684,115 9 110 61 113,27,115 50 29 25 113,9,21,18,6,30,25,15,var_0 counter_var_1 +,39,counter_var_0 var_1 +
685,115 84 8 26 113,34,115 64 83 38 113,26,6,8,14,26,7,40,var_0 counter_var_1 +,14,counter_var_0 var_1 +
686,115 52 101 104 113,32,115 41 92 2 113,23,12,9,0,11,2,23,var_0 counter_var_1 +,21,counter_var_0 var_1 +
687,115 16 21 92 113,37,115 39 18 73 113,16,10,21,18,30,11,34,var_0 counter_var_1 +,31,counter_var_0 var_1 +
688,115 79 42 55 113,40,115 74 9 87 113,21,16,19,9,24,25,30,var_0 counter_var_1 +,35,counter_var_0 var_1 +
689,115 48 13 91 113,32,115 31 16 94 113,19,2,13,16,29,1,35,var_0 counter_var_1 +,15,counter_var_0 var_1 +
690,115 83 22 75 113,47,115 111 8 26 113,25,24,22,8,13,26,33,var_0 counter_var_1 +,46,counter_var_0 var_1 +
691,115 40 35 9 113,23,115 43 35 9 113,11,14,12,12,9,9,23,var_0 counter_var_1 +,26,counter_var_0 var_1 +
692,115 108 33 50 113,31,115 52 4 52 113,21,23,10,4,19,21,25,var_0 counter_var_1 +,33,counter_var_0 var_1 +
693,115 100 46 80 113,13,115 49 106 35 113,13,20,0,14,18,4,27,var_0 counter_var_1 +,20,counter_var_0 var_1 +
694,115 3 46 80 113,3,115 83 90 90 113,3,25,0,21,18,28,24,var_0 counter_var_1 +,25,counter_var_0 var_1 +
695,115 91 62 41 113,20,115 23 28 7 113,4,23,16,5,10,7,9,var_0 counter_var_1 +,39,counter_var_0 var_1 +
696,115 7 94 39 113,9,115 38 102 16 113,7,9,2,10,8,16,17,var_0 counter_var_1 +,11,counter_var_0 var_1 +
697,115 13 86 45 113,30,115 22 62 41 113,13,22,17,16,14,10,29,var_0 counter_var_1 +,39,counter_var_0 var_1 +
698,115 95 56 59 113,18,115 84 59 23 113,8,26,10,13,28,23,21,var_0 counter_var_1 +,36,counter_var_0 var_1 +
699,115 18 38 20 113,33,115 3 29 25 113,18,3,15,6,20,25,24,var_0 counter_var_1 +,18,counter_var_0 var_1 +
700,115 69 50 77 113,15,115 16 88 66 113,11,16,4,19,15,4,30,var_0 counter_var_1 +,20,counter_var_0 var_1 +
701,115 79 73 96 113,25,115 99 37 42 113,21,12,4,14,3,11,35,var_0 counter_var_1 +,16,counter_var_0 var_1 +
702,115 37 42 55 113,27,115 45 11 30 113,8,16,19,11,24,30,19,var_0 counter_var_1 +,35,counter_var_0 var_1 +
703,115 107 73 96 113,24,115 82 38 20 113,20,24,4,15,3,20,35,var_0 counter_var_1 +,28,counter_var_0 var_1 +
704,115 26 95 29 113,29,115 18 95 29 113,26,18,3,3,29,29,29,var_0 counter_var_1 +,21,counter_var_0 var_1 +
705,115 107 106 35 113,34,115 21 44 107 113,20,21,14,21,4,14,41,var_0 counter_var_1 +,35,counter_var_0 var_1 +
706,115 4 31 109 113,12,115 106 18 73 113,4,19,8,18,16,11,22,var_0 counter_var_1 +,27,counter_var_0 var_1 +
707,115 34 111 12 113,24,115 38 53 51 113,5,9,19,7,12,20,12,var_0 counter_var_1 +,28,counter_var_0 var_1 +
708,115 10 15 53 113,25,115 38 22 75 113,10,9,15,22,22,13,32,var_0 counter_var_1 +,24,counter_var_0 var_1 +
709,115 96 26 112 113,12,115 80 76 93 113,9,22,3,7,19,0,16,var_0 counter_var_1 +,25,counter_var_0 var_1 +
710,115 6 27 88 113,10,115 0 84 32 113,6,0,4,15,26,1,21,var_0 counter_var_1 +,4,counter_var_0 var_1 +
711,115 103 48 89 113,18,115 9 45 76 113,16,9,2,22,27,14,38,var_0 counter_var_1 +,11,counter_var_0 var_1 +
712,115 17 55 48 113,26,115 58 20 8 113,17,0,9,20,17,8,37,var_0 counter_var_1 +,9,counter_var_0 var_1 +
713,115 98 58 98 113,23,115 110 100 0 113,11,23,12,8,5,0,19,var_0 counter_var_1 +,35,counter_var_0 var_1 +
714,115 40 27 88 113,15,115 33 35 9 113,11,4,4,12,26,9,23,var_0 counter_var_1 +,8,counter_var_0 var_1 +
715,115 41 3 15 113,15,115 104 62 41 113,12,17,3,16,15,10,28,var_0 counter_var_1 +,20,counter_var_0 var_1 +
716,115 47 35 9 113,30,115 15 70 36 113,18,15,12,1,9,5,19,var_0 counter_var_1 +,27,counter_var_0 var_1 +
717,115 51 76 93 113,29,115 36 58 98 113,22,7,7,12,0,5,34,var_0 counter_var_1 +,14,counter_var_0 var_1 +
718,115 83 58 98 113,37,115 112 110 61 113,25,25,12,18,5,30,43,var_0 counter_var_1 +,37,counter_var_0 var_1 +
719,115 49 98 78 113,26,115 65 6 56 113,20,7,6,6,16,25,26,var_0 counter_var_1 +,13,counter_var_0 var_1 +
720,115 7 61 18 113,22,115 48 92 2 113,7,19,15,0,18,2,7,var_0 counter_var_1 +,34,counter_var_0 var_1 +
721,115 59 54 83 113,9,115 32 36 106 113,1,3,8,13,21,13,14,var_0 counter_var_1 +,11,counter_var_0 var_1 +
722,115 12 62 41 113,28,115 26 70 36 113,12,26,16,1,10,5,13,var_0 counter_var_1 +,42,counter_var_0 var_1 +
723,115 21 44 107 113,42,115 10 18 73 113,21,10,21,18,14,11,39,var_0 counter_var_1 +,31,counter_var_0 var_1 +
724,115 90 42 55 113,22,115 110 81 54 113,3,23,19,12,24,23,15,var_0 counter_var_1 +,42,counter_var_0 var_1 +
725,115 51 4 52 113,26,115 96 89 28 113,22,9,4,20,21,28,42,var_0 counter_var_1 +,13,counter_var_0 var_1 +
726,115 96 82 67 113,22,115 90 10 68 113,9,3,13,10,5,6,19,var_0 counter_var_1 +,16,counter_var_0 var_1 +
727,115 25 72 71 113,28,115 18 31 109 113,25,18,3,8,9,16,33,var_0 counter_var_1 +,21,counter_var_0 var_1 +
728,115 56 3 15 113,30,115 54 94 39 113,27,25,3,2,15,8,29,var_0 counter_var_1 +,28,counter_var_0 var_1 +
729,115 81 4 52 113,27,115 6 23 4 113,23,6,4,0,21,4,23,var_0 counter_var_1 +,10,counter_var_0 var_1 +
730,115 56 23 4 113,27,115 5 71 74 113,27,5,0,2,4,12,29,var_0 counter_var_1 +,5,counter_var_0 var_1 +
731,115 25 46 80 113,25,115 104 2 63 113,25,17,0,2,18,1,27,var_0 counter_var_1 +,17,counter_var_0 var_1 +
732,115 63 101 104 113,14,115 67 108 58 113,5,9,9,16,11,27,21,var_0 counter_var_1 +,18,counter_var_0 var_1 +
733,115 95 59 23 113,21,115 26 33 50 113,8,26,13,10,23,19,18,var_0 counter_var_1 +,39,counter_var_0 var_1 +
734,115 68 55 48 113,19,115 26 44 107 113,10,26,9,21,17,14,31,var_0 counter_var_1 +,35,counter_var_0 var_1 +
735,115 47 80 31 113,29,115 71 48 89 113,18,13,11,2,0,27,20,var_0 counter_var_1 +,24,counter_var_0 var_1 +
736,115 67 62 41 113,25,115 87 33 50 113,9,0,16,10,10,19,19,var_0 counter_var_1 +,16,counter_var_0 var_1 +
737,115 72 99 85 113,21,115 44 22 75 113,14,15,7,22,23,13,36,var_0 counter_var_1 +,22,counter_var_0 var_1 +
738,115 6 3 15 113,9,115 14 86 45 113,6,14,3,17,15,14,23,var_0 counter_var_1 +,17,counter_var_0 var_1 +
739,115 74 109 79 113,33,115 84 49 72 113,16,26,17,3,17,10,19,var_0 counter_var_1 +,43,counter_var_0 var_1 +
740,115 9 21 92 113,30,115 70 64 19 113,9,12,21,18,30,19,27,var_0 counter_var_1 +,33,counter_var_0 var_1 +
741,115 55 95 29 113,29,115 13 25 111 113,26,13,3,2,29,18,28,var_0 counter_var_1 +,16,counter_var_0 var_1 +
742,115 108 26 112 113,24,115 11 13 91 113,21,11,3,13,19,29,34,var_0 counter_var_1 +,14,counter_var_0 var_1 +
743,115 20 85 3 113,36,115 7 94 39 113,20,7,16,2,3,8,22,var_0 counter_var_1 +,23,counter_var_0 var_1 +
744,115 58 7 10 113,7,115 108 65 17 113,0,21,7,19,10,17,19,var_0 counter_var_1 +,28,counter_var_0 var_1 +
745,115 101 59 23 113,27,115 86 106 35 113,14,28,13,14,23,4,28,var_0 counter_var_1 +,41,counter_var_0 var_1 +
746,115 35 11 30 113,17,115 48 108 58 113,6,19,11,16,30,27,22,var_0 counter_var_1 +,30,counter_var_0 var_1 +
747,115 26 99 85 113,33,115 101 36 106 113,26,14,7,13,23,13,39,var_0 counter_var_1 +,21,counter_var_0 var_1 +
748,115 103 68 100 113,38,115 34 72 71 113,16,5,22,3,7,9,19,var_0 counter_var_1 +,27,counter_var_0 var_1 +
749,115 40 83 38 113,25,115 13 106 35 113,11,13,14,14,7,4,25,var_0 counter_var_1 +,27,counter_var_0 var_1 +
750,115 74 99 85 113,23,115 34 0 101 113,16,5,7,0,23,8,16,var_0 counter_var_1 +,12,counter_var_0 var_1 +
751,115 75 105 62 113,30,115 14 58 98 113,17,14,13,12,0,5,29,var_0 counter_var_1 +,27,counter_var_0 var_1 +
752,115 38 106 35 113,23,115 3 1 40 113,9,3,14,1,4,9,10,var_0 counter_var_1 +,17,counter_var_0 var_1 +
753,115 76 52 95 113,24,115 39 35 9 113,18,10,6,12,2,9,30,var_0 counter_var_1 +,16,counter_var_0 var_1 +
754,115 100 95 29 113,16,115 53 41 22 113,13,24,3,18,29,22,31,var_0 counter_var_1 +,27,counter_var_0 var_1 +
755,115 17 10 68 113,27,115 41 83 38 113,17,12,10,14,6,7,31,var_0 counter_var_1 +,22,counter_var_0 var_1 +
756,115 1 60 44 113,15,115 87 81 54 113,1,0,14,12,13,23,13,var_0 counter_var_1 +,14,counter_var_0 var_1 +
757,115 93 34 27 113,17,115 81 24 5 113,6,23,11,1,27,5,7,var_0 counter_var_1 +,34,counter_var_0 var_1 +
758,115 80 83 38 113,36,115 92 62 41 113,22,5,14,16,7,10,38,var_0 counter_var_1 +,19,counter_var_0 var_1 +
759,115 83 33 50 113,35,115 37 72 71 113,25,8,10,3,19,9,28,var_0 counter_var_1 +,18,counter_var_0 var_1 +
760,115 71 97 81 113,18,115 54 101 104 113,13,25,5,9,19,11,22,var_0 counter_var_1 +,30,counter_var_0 var_1 +
761,115 2 44 107 113,23,115 102 55 48 113,2,15,21,9,14,17,11,var_0 counter_var_1 +,36,counter_var_0 var_1 +
762,115 61 69 99 113,3,115 40 109 79 113,3,11,0,17,6,17,20,var_0 counter_var_1 +,11,counter_var_0 var_1 +
763,115 28 13 91 113,41,115 76 53 51 113,28,18,13,7,29,20,35,var_0 counter_var_1 +,31,counter_var_0 var_1 +
764,115 58 100 0 113,8,115 112 26 112 113,0,25,8,3,0,19,3,var_0 counter_var_1 +,33,counter_var_0 var_1 +
765,115 56 32 64 113,36,115 103 69 99 113,27,16,9,0,2,6,27,var_0 counter_var_1 +,25,counter_var_0 var_1 +
766,115 93 13 91 113,19,115 0 102 16 113,6,0,13,10,29,16,16,var_0 counter_var_1 +,13,counter_var_0 var_1 +
767,115 111 53 51 113,31,115 98 48 89 113,24,11,7,2,20,27,26,var_0 counter_var_1 +,18,counter_var_0 var_1 +
768,115 44 8 26 113,23,115 4 63 43 113,15,4,8,17,26,12,32,var_0 counter_var_1 +,12,counter_var_0 var_1 +
769,115 58 107 60 113,15,115 17 50 77 113,0,17,15,4,29,15,4,var_0 counter_var_1 +,32,counter_var_0 var_1 +
770,115 102 63 43 113,32,115 84 42 55 113,15,26,17,19,12,24,34,var_0 counter_var_1 +,43,counter_var_0 var_1 +
771,115 58 19 86 113,19,115 101 1 40 113,0,14,19,1,24,9,1,var_0 counter_var_1 +,33,counter_var_0 var_1 +
772,115 9 85 3 113,25,115 5 23 4 113,9,5,16,0,3,4,9,var_0 counter_var_1 +,21,counter_var_0 var_1 +
773,115 18 86 45 113,35,115 83 12 21 113,18,25,17,12,14,21,30,var_0 counter_var_1 +,42,counter_var_0 var_1 +
774,115 3 74 13 113,8,115 36 53 51 113,3,7,5,7,13,20,10,var_0 counter_var_1 +,12,counter_var_0 var_1 +
775,115 21 3 15 113,24,115 67 80 31 113,21,9,3,11,15,0,32,var_0 counter_var_1 +,12,counter_var_0 var_1 +
776,115 24 25 111 113,26,115 61 28 7 113,24,3,2,5,18,7,29,var_0 counter_var_1 +,5,counter_var_0 var_1 +
777,115 83 28 7 113,30,115 78 107 60 113,25,20,5,15,7,29,40,var_0 counter_var_1 +,25,counter_var_0 var_1 +
778,115 29 11 30 113,11,115 100 68 100 113,0,13,11,22,30,7,22,var_0 counter_var_1 +,24,counter_var_0 var_1 +
779,115 87 8 26 113,8,115 60 75 82 113,0,2,8,6,26,20,6,var_0 counter_var_1 +,10,counter_var_0 var_1 +
780,115 52 12 21 113,35,115 25 64 19 113,23,25,12,18,21,19,41,var_0 counter_var_1 +,37,counter_var_0 var_1 +
781,115 88 13 91 113,14,115 28 13 91 113,1,28,13,13,29,29,14,var_0 counter_var_1 +,41,counter_var_0 var_1 +
782,115 0 88 66 113,19,115 86 66 102 113,0,28,19,20,4,9,20,var_0 counter_var_1 +,47,counter_var_0 var_1 +
783,115 28 24 5 113,29,115 37 36 106 113,28,8,1,13,5,13,41,var_0 counter_var_1 +,9,counter_var_0 var_1 +
784,115 50 65 17 113,40,115 56 74 13 113,21,27,19,5,17,13,26,var_0 counter_var_1 +,46,counter_var_0 var_1 +
785,115 51 7 10 113,29,115 14 42 55 113,22,14,7,19,10,24,41,var_0 counter_var_1 +,21,counter_var_0 var_1 +
786,115 66 72 71 113,11,115 95 80 31 113,8,8,3,11,9,0,19,var_0 counter_var_1 +,11,counter_var_0 var_1 +
787,115 102 17 108 113,32,115 63 101 104 113,15,5,17,9,15,11,24,var_0 counter_var_1 +,22,counter_var_0 var_1 +
788,115 107 68 100 113,42,115 101 39 14 113,20,14,22,16,7,14,36,var_0 counter_var_1 +,36,counter_var_0 var_1 +
789,115 103 60 44 113,30,115 50 32 64 113,16,21,14,9,13,2,25,var_0 counter_var_1 +,35,counter_var_0 var_1 +
790,115 89 107 60 113,17,115 20 62 41 113,2,20,15,16,29,10,18,var_0 counter_var_1 +,35,counter_var_0 var_1 +
791,115 9 103 49 113,20,115 90 61 18 113,9,3,11,15,18,18,24,var_0 counter_var_1 +,14,counter_var_0 var_1 +
792,115 27 9 87 113,36,115 12 93 37 113,27,12,9,1,25,6,28,var_0 counter_var_1 +,21,counter_var_0 var_1 +
793,115 49 92 2 113,20,115 27 2 63 113,20,27,0,2,2,1,22,var_0 counter_var_1 +,27,counter_var_0 var_1 +
794,115 109 2 63 113,24,115 85 47 34 113,22,27,2,1,1,3,23,var_0 counter_var_1 +,29,counter_var_0 var_1 +
795,115 16 110 61 113,34,115 76 52 95 113,16,18,18,6,30,2,22,var_0 counter_var_1 +,36,counter_var_0 var_1 +
796,115 39 108 58 113,26,115 96 92 2 113,10,9,16,0,27,2,10,var_0 counter_var_1 +,25,counter_var_0 var_1 +
797,115 71 80 31 113,24,115 59 92 2 113,13,1,11,0,0,2,13,var_0 counter_var_1 +,12,counter_var_0 var_1 +
798,115 62 12 21 113,16,115 55 4 52 113,4,26,12,4,21,21,8,var_0 counter_var_1 +,38,counter_var_0 var_1 +
799,115 64 111 12 113,25,115 34 21 92 113,6,5,19,21,12,30,27,var_0 counter_var_1 +,24,counter_var_0 var_1 +
800,115 1 45 76 113,23,115 94 0 101 113,1,7,22,0,14,8,1,var_0 counter_var_1 +,29,counter_var_0 var_1 +
801,115 9 46 80 113,9,115 32 90 90 113,9,3,0,21,18,28,30,var_0 counter_var_1 +,3,counter_var_0 var_1 +
802,115 106 21 92 113,40,115 65 89 28 113,19,7,21,20,30,28,39,var_0 counter_var_1 +,28,counter_var_0 var_1 +
803,115 15 2 63 113,17,115 105 21 92 113,15,18,2,21,1,30,36,var_0 counter_var_1 +,20,counter_var_0 var_1 +
804,115 83 51 97 113,30,115 75 87 69 113,25,17,5,18,4,7,43,var_0 counter_var_1 +,22,counter_var_0 var_1 +
805,115 99 73 96 113,16,115 34 14 24 113,12,5,4,14,3,24,26,var_0 counter_var_1 +,9,counter_var_0 var_1 +
806,115 7 47 34 113,8,115 100 27 88 113,7,13,1,4,3,26,11,var_0 counter_var_1 +,14,counter_var_0 var_1 +
807,115 42 34 27 113,24,115 37 104 84 113,13,8,11,12,27,22,25,var_0 counter_var_1 +,19,counter_var_0 var_1 +
808,115 69 82 67 113,24,115 82 36 106 113,11,24,13,13,5,13,24,var_0 counter_var_1 +,37,counter_var_0 var_1 +
809,115 37 111 12 113,27,115 102 6 56 113,8,15,19,6,12,25,14,var_0 counter_var_1 +,34,counter_var_0 var_1 +
810,115 89 1 40 113,3,115 15 37 42 113,2,15,1,14,9,11,16,var_0 counter_var_1 +,16,counter_var_0 var_1 +
811,115 38 104 84 113,21,115 20 58 98 113,9,20,12,12,22,5,21,var_0 counter_var_1 +,32,counter_var_0 var_1 +
812,115 25 91 33 113,47,115 6 19 86 113,25,6,22,19,2,24,44,var_0 counter_var_1 +,28,counter_var_0 var_1 +
813,115 105 55 48 113,27,115 6 5 47 113,18,6,9,5,17,16,23,var_0 counter_var_1 +,15,counter_var_0 var_1 +
814,115 94 64 19 113,25,115 60 20 8 113,7,2,18,20,19,8,27,var_0 counter_var_1 +,20,counter_var_0 var_1 +
815,115 73 60 44 113,29,115 80 19 86 113,15,22,14,19,13,24,34,var_0 counter_var_1 +,36,counter_var_0 var_1 +
816,115 57 80 31 113,39,115 71 44 107 113,28,13,11,21,0,14,49,var_0 counter_var_1 +,24,counter_var_0 var_1 +
817,115 75 72 71 113,20,115 106 79 57 113,17,19,3,10,9,26,27,var_0 counter_var_1 +,22,counter_var_0 var_1 +
818,115 75 81 54 113,29,115 46 53 51 113,17,17,12,7,23,20,24,var_0 counter_var_1 +,29,counter_var_0 var_1 +
819,115 25 31 109 113,33,115 15 67 46 113,25,15,8,21,16,15,46,var_0 counter_var_1 +,23,counter_var_0 var_1 +
820,115 50 69 99 113,21,115 8 98 78 113,21,8,0,6,6,16,27,var_0 counter_var_1 +,8,counter_var_0 var_1 +
821,115 19 102 16 113,29,115 18 66 102 113,19,18,10,20,16,9,39,var_0 counter_var_1 +,28,counter_var_0 var_1 +
822,115 63 42 55 113,24,115 28 42 55 113,5,28,19,19,24,24,24,var_0 counter_var_1 +,47,counter_var_0 var_1 +
823,115 7 59 23 113,20,115 39 26 112 113,7,10,13,3,23,19,10,var_0 counter_var_1 +,23,counter_var_0 var_1 +
824,115 5 98 78 113,11,115 71 49 72 113,5,13,6,3,16,10,8,var_0 counter_var_1 +,19,counter_var_0 var_1 +
825,115 68 28 7 113,15,115 102 79 57 113,10,15,5,10,7,26,20,var_0 counter_var_1 +,20,counter_var_0 var_1 +
826,115 53 80 31 113,35,115 26 108 58 113,24,26,11,16,0,27,40,var_0 counter_var_1 +,37,counter_var_0 var_1 +
827,115 41 7 10 113,19,115 112 35 9 113,12,25,7,12,10,9,24,var_0 counter_var_1 +,32,counter_var_0 var_1 +
828,115 76 55 48 113,27,115 57 8 26 113,18,28,9,8,17,26,26,var_0 counter_var_1 +,37,counter_var_0 var_1 +
829,115 20 24 5 113,21,115 10 92 2 113,20,10,1,0,5,2,20,var_0 counter_var_1 +,11,counter_var_0 var_1 +
830,115 26 112 103 113,46,115 54 85 3 113,26,25,20,16,10,3,42,var_0 counter_var_1 +,45,counter_var_0 var_1 +
831,115 47 111 12 113,37,115 12 94 39 113,18,12,19,2,12,8,20,var_0 counter_var_1 +,31,counter_var_0 var_1 +
832,115 5 97 81 113,10,115 58 82 67 113,5,0,5,13,19,5,18,var_0 counter_var_1 +,5,counter_var_0 var_1 +
833,115 94 22 75 113,29,115 73 85 3 113,7,15,22,16,13,3,23,var_0 counter_var_1 +,37,counter_var_0 var_1 +
834,115 74 49 72 113,19,115 94 22 75 113,16,7,3,22,10,13,38,var_0 counter_var_1 +,10,counter_var_0 var_1 +
835,115 26 94 39 113,28,115 81 46 80 113,26,23,2,0,8,18,26,var_0 counter_var_1 +,25,counter_var_0 var_1 +
836,115 8 18 73 113,26,115 23 21 92 113,8,23,18,21,11,30,29,var_0 counter_var_1 +,41,counter_var_0 var_1 +
837,115 72 22 75 113,36,115 4 32 64 113,14,4,22,9,13,2,23,var_0 counter_var_1 +,26,counter_var_0 var_1 +
838,115 57 105 62 113,41,115 70 67 46 113,28,12,13,21,0,15,49,var_0 counter_var_1 +,25,counter_var_0 var_1 +
839,115 22 62 41 113,38,115 30 58 98 113,22,1,16,12,10,5,34,var_0 counter_var_1 +,17,counter_var_0 var_1 +
840,115 103 27 88 113,20,115 52 6 56 113,16,23,4,6,26,25,22,var_0 counter_var_1 +,27,counter_var_0 var_1 +
841,115 53 45 76 113,46,115 90 57 1 113,24,3,22,11,14,1,35,var_0 counter_var_1 +,25,counter_var_0 var_1 +
842,115 97 76 93 113,17,115 76 5 47 113,10,18,7,5,0,16,15,var_0 counter_var_1 +,25,counter_var_0 var_1 +
843,115 93 19 86 113,25,115 19 73 96 113,6,19,19,4,24,3,10,var_0 counter_var_1 +,38,counter_var_0 var_1 +
844,115 68 54 83 113,18,115 16 4 52 113,10,16,8,4,21,21,14,var_0 counter_var_1 +,24,counter_var_0 var_1 +
845,115 41 40 11 113,29,115 32 103 49 113,12,3,17,11,11,18,23,var_0 counter_var_1 +,20,counter_var_0 var_1 +
846,115 38 87 69 113,27,115 24 29 25 113,9,24,18,6,7,25,15,var_0 counter_var_1 +,42,counter_var_0 var_1 +
847,115 34 24 5 113,6,115 101 16 94 113,5,14,1,16,5,1,21,var_0 counter_var_1 +,15,counter_var_0 var_1 +
848,115 76 45 76 113,40,115 46 105 62 113,18,17,22,13,14,0,31,var_0 counter_var_1 +,39,counter_var_0 var_1 +
849,115 42 101 104 113,22,115 10 62 41 113,13,10,9,16,11,10,29,var_0 counter_var_1 +,19,counter_var_0 var_1 +
850,115 104 9 87 113,26,115 111 88 66 113,17,24,9,19,25,4,36,var_0 counter_var_1 +,33,counter_var_0 var_1 +
851,115 29 33 50 113,10,115 101 96 6 113,0,14,10,4,19,6,4,var_0 counter_var_1 +,24,counter_var_0 var_1 +
852,115 97 10 68 113,20,115 108 110 61 113,10,21,10,18,6,30,28,var_0 counter_var_1 +,31,counter_var_0 var_1 +
853,115 69 22 75 113,33,115 72 56 59 113,11,14,22,10,13,28,21,var_0 counter_var_1 +,36,counter_var_0 var_1 +
854,115 70 41 22 113,30,115 51 112 103 113,12,22,18,20,22,10,32,var_0 counter_var_1 +,40,counter_var_0 var_1 +
855,115 66 82 67 113,21,115 21 20 8 113,8,21,13,20,5,8,28,var_0 counter_var_1 +,34,counter_var_0 var_1 +
856,115 48 45 76 113,41,115 75 46 80 113,19,17,22,0,14,18,19,var_0 counter_var_1 +,39,counter_var_0 var_1 +
857,115 55 97 81 113,31,115 108 60 44 113,26,21,5,14,19,13,40,var_0 counter_var_1 +,26,counter_var_0 var_1 +
858,115 5 0 101 113,5,115 30 17 108 113,5,1,0,17,8,15,22,var_0 counter_var_1 +,1,counter_var_0 var_1 +
859,115 77 93 37 113,20,115 67 77 105 113,19,9,1,8,6,12,27,var_0 counter_var_1 +,10,counter_var_0 var_1 +
860,115 84 14 24 113,40,115 29 108 58 113,26,0,14,16,24,27,42,var_0 counter_var_1 +,14,counter_var_0 var_1 +
861,115 34 79 57 113,15,115 77 27 88 113,5,19,10,4,26,26,9,var_0 counter_var_1 +,29,counter_var_0 var_1 +
862,115 18 66 102 113,38,115 50 19 86 113,18,21,20,19,9,24,37,var_0 counter_var_1 +,41,counter_var_0 var_1 +
863,115 111 49 72 113,27,115 83 47 34 113,24,25,3,1,10,3,25,var_0 counter_var_1 +,28,counter_var_0 var_1 +
864,115 55 108 58 113,42,115 93 39 14 113,26,6,16,16,27,14,42,var_0 counter_var_1 +,22,counter_var_0 var_1 +
865,115 60 50 77 113,6,115 81 99 85 113,2,23,4,7,15,23,9,var_0 counter_var_1 +,27,counter_var_0 var_1 +
866,115 104 88 66 113,36,115 97 54 83 113,17,10,19,8,4,21,25,var_0 counter_var_1 +,29,counter_var_0 var_1 +
867,115 16 30 70 113,23,115 97 51 97 113,16,10,7,5,8,4,21,var_0 counter_var_1 +,17,counter_var_0 var_1 +
868,115 63 17 108 113,22,115 62 103 49 113,5,4,17,11,15,18,16,var_0 counter_var_1 +,21,counter_var_0 var_1 +
869,115 23 106 35 113,37,115 82 86 45 113,23,24,14,17,4,14,40,var_0 counter_var_1 +,38,counter_var_0 var_1 +
870,115 53 92 2 113,24,115 39 75 82 113,24,10,0,6,2,20,30,var_0 counter_var_1 +,10,counter_var_0 var_1 +
871,115 41 49 72 113,15,115 93 87 69 113,12,6,3,18,10,7,30,var_0 counter_var_1 +,9,counter_var_0 var_1 +
872,115 26 9 87 113,35,115 99 92 2 113,26,12,9,0,25,2,26,var_0 counter_var_1 +,21,counter_var_0 var_1 +
873,115 104 30 70 113,24,115 98 106 35 113,17,11,7,14,8,4,31,var_0 counter_var_1 +,18,counter_var_0 var_1 +
874,115 77 25 111 113,21,115 107 112 103 113,19,20,2,20,18,10,39,var_0 counter_var_1 +,22,counter_var_0 var_1 +
875,115 12 56 59 113,22,115 6 81 54 113,12,6,10,12,28,23,24,var_0 counter_var_1 +,16,counter_var_0 var_1 +
876,115 9 13 91 113,22,115 2 106 35 113,9,2,13,14,29,4,23,var_0 counter_var_1 +,15,counter_var_0 var_1 +
877,115 111 104 84 113,36,115 20 47 34 113,24,20,12,1,22,3,25,var_0 counter_var_1 +,32,counter_var_0 var_1 +
878,115 102 51 97 113,20,115 19 42 55 113,15,19,5,19,4,24,34,var_0 counter_var_1 +,24,counter_var_0 var_1 +
879,115 91 18 73 113,22,115 70 83 38 113,4,12,18,14,11,7,18,var_0 counter_var_1 +,30,counter_var_0 var_1 +
880,115 87 69 99 113,0,115 83 94 39 113,0,25,0,2,6,8,2,var_0 counter_var_1 +,25,counter_var_0 var_1 +
881,115 44 21 92 113,36,115 30 74 13 113,15,1,21,5,30,13,20,var_0 counter_var_1 +,22,counter_var_0 var_1 +
